Task;Grounder;KGE;Rule_Miner;EmbedSize;WeightLoss_Task;Reasoner_depth;Model_name;Time;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1@1;train_concept_hits@3@3;train_task_mrr;train_task_hits@1@1;train_task_hits@3@3;val_loss;val_concept_loss;val_task_loss;val_concept_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_task_mrr;val_task_hits@1@1;val_task_hits@3@3;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1@1;test_concept_hits@3@3;test_task_mrr;test_task_hits@1@1;test_task_hits@3@3
countries_s1;known;complex;None;100;0.5;1;dcr;[20.414306688308717, 1.716645268704852];[0.0159, 0.0004];[0.0121, 0.0002];[0.0124, 0.0007];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3135, 0.0202];[0.2975, 0.0225];[0.3224, 0.0186];[0.7589, 0.0272];[0.692, 0.0431];[0.808, 0.016];[0.7433, 0.0275];[0.648, 0.0271];[0.808, 0.0449]
countries_s1;known;complex;None;100;0.5;1;r2n;[18.306919193267824, 0.4448718000201027];[0.0209, 0.0012];[0.012, 0.0002];[0.0298, 0.0025];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9985, 0.0004];[0.9969, 0.0007];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.2911, 0.0218];[0.2627, 0.0269];[0.3195, 0.0169];[0.777, 0.0262];[0.712, 0.0449];[0.82, 0.0126];[0.764, 0.043];[0.66, 0.058];[0.824, 0.0463]
countries_s1;known;complex;None;100;0.5;1;gsbr;[17.511015510559083, 0.4576044407551169];[0.012, 0.0002];[0.012, 0.0002];[0.012, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3232, 0.0135];[0.3204, 0.0156];[0.3261, 0.0122];[0.7389, 0.0192];[0.66, 0.0335];[0.8, 0.0253];[0.7473, 0.0268];[0.668, 0.0412];[0.808, 0.024]
countries_s1;known;complex;None;100;0.5;1;cdcr;[21.631069803237914, 0.5658021342622029];[0.017, 0.0017];[0.0125, 0.0006];[0.0142, 0.0026];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3157, 0.0168];[0.3058, 0.0168];[0.3182, 0.0206];[0.7579, 0.022];[0.688, 0.0371];[0.812, 0.0098];[0.7481, 0.0287];[0.672, 0.0483];[0.8, 0.0219]
countries_s1;known;complex;None;100;0.5;1;no_reasoner;[16.116577434539796, 0.47127698981320026];[2.5768, 0.0001];[0.012, 0.0002];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.607, 0.0074];[0.3456, 0.0125];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.2389, 0.0081];[0.3251, 0.0161];[0.1527, 0.0];[0.7414, 0.0252];[0.664, 0.0463];[0.796, 0.0233];[0.5247, 0.0116];[0.508, 0.016];[0.54, 0.0283]
countries_s1;backward_1;complex;None;100;0.5;1;dcr;[19.816598987579347, 0.7768056389812614];[0.0159, 0.0004];[0.0121, 0.0002];[0.0124, 0.0007];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.311, 0.0237];[0.2965, 0.025];[0.3183, 0.0231];[0.7535, 0.0217];[0.684, 0.0344];[0.8, 0.0179];[0.7615, 0.0284];[0.676, 0.0294];[0.828, 0.0431]
countries_s1;backward_1;complex;None;100;0.5;1;r2n;[18.778888845443724, 0.14065772379595393];[0.0209, 0.0012];[0.012, 0.0002];[0.0298, 0.0025];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9985, 0.0004];[0.9969, 0.0007];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.2897, 0.0232];[0.2616, 0.0278];[0.3178, 0.0189];[0.7747, 0.0232];[0.704, 0.0408];[0.824, 0.0233];[0.7382, 0.0204];[0.616, 0.0408];[0.82, 0.0219]
countries_s1;backward_1;complex;None;100;0.5;1;gsbr;[17.485257720947267, 0.925120028871502];[0.012, 0.0002];[0.012, 0.0002];[0.012, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3217, 0.0181];[0.3191, 0.0191];[0.3243, 0.0175];[0.7529, 0.025];[0.684, 0.0408];[0.8, 0.0253];[0.7595, 0.0257];[0.688, 0.0412];[0.808, 0.024]
countries_s1;backward_1;complex;None;100;0.5;1;cdcr;[21.69170904159546, 0.7607420653676897];[0.017, 0.0017];[0.0125, 0.0006];[0.0142, 0.0026];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3141, 0.019];[0.3053, 0.0203];[0.3155, 0.0203];[0.7568, 0.0205];[0.688, 0.0371];[0.812, 0.0204];[0.755, 0.0214];[0.676, 0.048];[0.824, 0.015]
countries_s1;backward_1;complex;None;100;0.5;1;no_reasoner;[16.8382878780365, 1.245511860233123];[2.5768, 0.0001];[0.012, 0.0002];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.607, 0.0074];[0.3456, 0.0125];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.2389, 0.0081];[0.3251, 0.0161];[0.1527, 0.0];[0.7414, 0.0252];[0.664, 0.0463];[0.796, 0.0233];[0.5247, 0.0116];[0.508, 0.016];[0.54, 0.0283]
