Task;Grounder;KGE;EmbedSize;WeightLoss_Task;Reasoner_depth;Model_name;Time;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1@1;train_concept_hits@3@3;train_concept_hits@5@5;train_concept_hits@10@10;train_task_mrr;train_task_hits@1@1;train_task_hits@3@3;train_task_hits@5@5;train_task_hits@10@10;val_loss;val_concept_loss;val_task_loss;val_concept_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_concept_hits@5@5;val_concept_hits@10@10;val_task_mrr;val_task_hits@1@1;val_task_hits@3@3;val_task_hits@5@5;val_task_hits@10@10;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1@1;test_concept_hits@3@3;test_concept_hits@5@5;test_concept_hits@10@10;test_task_mrr;test_task_hits@1@1;test_task_hits@3@3;test_task_hits@5@5;test_task_hits@10@10
train_S3_p;known;distmult;100;0.5;1;dcr;[28.24537181854248, 4.446279655609588];[0.0229, 0.0001];[0.012, 0.0002];[0.0122, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4289, 0.0482];[0.4188, 0.0485];[0.4175, 0.0478];[0.826, 0.0133];[0.758, 0.0147];[0.862, 0.0279];[0.924, 0.0233];[0.988, 0.0098];[0.8261, 0.0133];[0.758, 0.0147];[0.862, 0.0279];[0.924, 0.0233];[0.994, 0.008];[0.4807, 0.048];[0.4719, 0.0487];[0.4679, 0.0474];[0.8343, 0.0224];[0.74, 0.0358];[0.916, 0.032];[1.0, 0.0];[1.0, 0.0];[0.8341, 0.0226];[0.74, 0.0358];[0.916, 0.032];[1.0, 0.0];[1.0, 0.0]
train_S3_p;known;distmult;100;0.5;1;r2n;[25.426889276504518, 5.25211221671242];[0.0131, 0.0002];[0.0121, 0.0001];[0.0141, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3822, 0.0527];[0.3826, 0.0527];[0.3818, 0.0527];[0.826, 0.0173];[0.76, 0.0237];[0.86, 0.0228];[0.928, 0.0075];[0.988, 0.0098];[0.8271, 0.0175];[0.762, 0.0232];[0.86, 0.0228];[0.928, 0.0075];[0.992, 0.0075];[0.4474, 0.0511];[0.4482, 0.0517];[0.4467, 0.0504];[0.8382, 0.018];[0.744, 0.0265];[0.92, 0.0335];[1.0, 0.0];[1.0, 0.0];[0.838, 0.018];[0.744, 0.0265];[0.92, 0.0335];[1.0, 0.0];[1.0, 0.0]
train_S3_p;known;distmult;100;0.5;1;sbr;[19.74363217353821, 4.353301737714271];[0.0264, 0.0019];[0.0227, 0.0013];[0.03, 0.0032];[0.9999, 0.0002];[0.9998, 0.0004];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9989, 0.0012];[0.9975, 0.0014];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4312, 0.0395];[0.3888, 0.0471];[0.4736, 0.0342];[0.7853, 0.0142];[0.708, 0.0147];[0.808, 0.0376];[0.892, 0.0256];[0.99, 0.0063];[0.8265, 0.0156];[0.748, 0.0183];[0.87, 0.0167];[0.924, 0.0102];[0.996, 0.0049];[0.4963, 0.0402];[0.5033, 0.0455];[0.4894, 0.0403];[0.7684, 0.0137];[0.636, 0.0265];[0.888, 0.0204];[1.0, 0.0];[1.0, 0.0];[0.8449, 0.0371];[0.748, 0.0652];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0]
train_S3_p;known;distmult;100;0.5;1;rnm;[20.19231696128845, 4.448566400290491];[0.0144, 0.0002];[0.0121, 0.0002];[0.0168, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4094, 0.0441];[0.4109, 0.0454];[0.4079, 0.0429];[0.8286, 0.0158];[0.76, 0.0179];[0.864, 0.0294];[0.928, 0.0299];[0.992, 0.0075];[0.8302, 0.0158];[0.76, 0.0179];[0.864, 0.0294];[0.936, 0.0301];[0.996, 0.0049];[0.4433, 0.037];[0.4589, 0.0416];[0.4277, 0.0336];[0.8291, 0.0176];[0.728, 0.0325];[0.912, 0.0325];[1.0, 0.0];[1.0, 0.0];[0.8326, 0.0169];[0.728, 0.0325];[0.932, 0.0271];[1.0, 0.0];[1.0, 0.0]
train_S3_p;known;distmult;100;0.5;1;gsbr;[20.978059434890746, 4.617165952161956];[0.012, 0.0002];[0.012, 0.0002];[0.012, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4165, 0.0478];[0.4165, 0.0478];[0.4165, 0.0478];[0.8294, 0.015];[0.762, 0.0172];[0.862, 0.0293];[0.926, 0.0301];[0.99, 0.011];[0.8294, 0.015];[0.762, 0.0172];[0.862, 0.0293];[0.926, 0.0301];[0.99, 0.011];[0.4707, 0.0453];[0.4707, 0.0453];[0.4707, 0.0453];[0.8237, 0.016];[0.72, 0.0253];[0.908, 0.0325];[1.0, 0.0];[1.0, 0.0];[0.8237, 0.016];[0.72, 0.0253];[0.908, 0.0325];[1.0, 0.0];[1.0, 0.0]
train_S3_p;known;distmult;100;0.5;1;cdcr;[36.281685781478885, 5.882089944582574];[0.0314, 0.0071];[0.0184, 0.0051];[0.0229, 0.0092];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9995, 0.0005];[0.9992, 0.0008];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4429, 0.0401];[0.4021, 0.0613];[0.462, 0.0294];[0.7982, 0.0133];[0.716, 0.0233];[0.84, 0.0237];[0.902, 0.0232];[0.988, 0.0098];[0.8192, 0.0096];[0.742, 0.0147];[0.864, 0.028];[0.92, 0.0167];[0.994, 0.008];[0.5014, 0.0337];[0.4893, 0.0325];[0.4918, 0.0357];[0.7921, 0.0289];[0.676, 0.0528];[0.892, 0.0204];[1.0, 0.0];[1.0, 0.0];[0.841, 0.0374];[0.748, 0.0627];[0.916, 0.0233];[1.0, 0.0];[1.0, 0.0]
train_S3_p;known;transe;100;0.5;1;no_reasoner;[18.334918212890624, 4.822215033475863];[3.3431, 0.0033];[1.5446, 0.0067];[5.1416, 0.0];[0.6157, 0.0084];[0.3387, 0.0136];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6041, 0.0084];[0.3327, 0.0149];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9172, 0.0022];[0.4321, 0.0043];[1.4023, 0.0];[0.6263, 0.0078];[0.536, 0.0049];[0.62, 0.0179];[0.694, 0.0326];[0.944, 0.0265];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[2.0006, 0.0117];[0.9162, 0.0233];[3.085, 0.0];[0.7293, 0.0385];[0.58, 0.0537];[0.844, 0.0445];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S3_p;known;transe;100;0.5;1;dcr;[29.333427810668944, 4.9112715032214105];[1.539, 0.0009];[1.5514, 0.0023];[1.505, 0.0011];[0.6085, 0.0088];[0.3288, 0.015];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.615, 0.0083];[0.3403, 0.0133];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4568, 0.0459];[0.4221, 0.0094];[0.4699, 0.0989];[0.6433, 0.0221];[0.554, 0.0196];[0.644, 0.0344];[0.726, 0.032];[0.97, 0.0089];[0.6783, 0.0288];[0.588, 0.0337];[0.692, 0.0387];[0.794, 0.0233];[0.986, 0.0102];[0.7887, 0.0653];[0.9225, 0.026];[0.6332, 0.1458];[0.7379, 0.0337];[0.596, 0.0445];[0.832, 0.0483];[1.0, 0.0];[1.0, 0.0];[0.8075, 0.0378];[0.668, 0.0614];[0.912, 0.0271];[1.0, 0.0];[1.0, 0.0]
train_S3_p;known;transe;100;0.5;1;r2n;[24.551477003097535, 5.121688340686684];[1.4949, 0.0028];[1.5514, 0.0023];[1.4385, 0.0059];[0.6085, 0.0088];[0.3288, 0.015];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6143, 0.0079];[0.3397, 0.0128];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4099, 0.0075];[0.4221, 0.0094];[0.3977, 0.0061];[0.6433, 0.0221];[0.554, 0.0196];[0.644, 0.0344];[0.726, 0.032];[0.97, 0.0089];[0.6399, 0.0145];[0.548, 0.0172];[0.65, 0.0261];[0.72, 0.0374];[0.95, 0.011];[0.888, 0.0275];[0.9225, 0.026];[0.8535, 0.0297];[0.7379, 0.0337];[0.596, 0.0445];[0.832, 0.0483];[1.0, 0.0];[1.0, 0.0];[0.7469, 0.0416];[0.624, 0.0599];[0.808, 0.0515];[1.0, 0.0];[1.0, 0.0]
train_S3_p;known;transe;100;0.5;1;sbr;[20.518449687957762, 4.775761373628392];[1.5494, 0.0022];[1.5514, 0.0023];[1.5473, 0.0021];[0.6085, 0.0088];[0.3288, 0.015];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6068, 0.0088];[0.326, 0.0148];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.414, 0.0082];[0.4221, 0.0094];[0.4058, 0.0071];[0.6433, 0.0221];[0.554, 0.0196];[0.644, 0.0344];[0.726, 0.032];[0.97, 0.0089];[0.6534, 0.0214];[0.56, 0.0167];[0.65, 0.0322];[0.754, 0.0372];[0.972, 0.0147];[0.8909, 0.0226];[0.9225, 0.026];[0.8592, 0.021];[0.7379, 0.0337];[0.596, 0.0445];[0.832, 0.0483];[1.0, 0.0];[1.0, 0.0];[0.7459, 0.0351];[0.62, 0.049];[0.804, 0.0637];[1.0, 0.0];[1.0, 0.0]
train_S3_p;known;transe;100;0.5;1;rnm;[21.06819396018982, 5.006820092079199];[1.5501, 0.0021];[1.5514, 0.0023];[1.5488, 0.002];[0.6085, 0.0088];[0.3288, 0.015];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6079, 0.0092];[0.3278, 0.0149];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4173, 0.0082];[0.4221, 0.0094];[0.4126, 0.0071];[0.6433, 0.0221];[0.554, 0.0196];[0.644, 0.0344];[0.726, 0.032];[0.97, 0.0089];[0.6456, 0.0198];[0.554, 0.0196];[0.646, 0.0314];[0.74, 0.0228];[0.974, 0.0136];[0.9035, 0.0236];[0.9225, 0.026];[0.8844, 0.0222];[0.7379, 0.0337];[0.596, 0.0445];[0.832, 0.0483];[1.0, 0.0];[1.0, 0.0];[0.7411, 0.0302];[0.6, 0.042];[0.828, 0.0627];[1.0, 0.0];[1.0, 0.0]
train_S3_p;known;transe;100;0.5;1;gsbr;[21.917429065704347, 4.91158765480205];[1.5494, 0.0022];[1.5514, 0.0023];[1.5473, 0.0021];[0.6085, 0.0088];[0.3288, 0.015];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6069, 0.0089];[0.3264, 0.0149];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.414, 0.0082];[0.4221, 0.0094];[0.4058, 0.0071];[0.6433, 0.0221];[0.554, 0.0196];[0.644, 0.0344];[0.726, 0.032];[0.97, 0.0089];[0.6536, 0.0214];[0.564, 0.0206];[0.65, 0.0322];[0.756, 0.0361];[0.972, 0.0147];[0.8909, 0.0226];[0.9225, 0.026];[0.8592, 0.021];[0.7379, 0.0337];[0.596, 0.0445];[0.832, 0.0483];[1.0, 0.0];[1.0, 0.0];[0.7452, 0.0333];[0.62, 0.042];[0.804, 0.0585];[1.0, 0.0];[1.0, 0.0]
train_S3_p;known;transe;100;0.5;1;cdcr;[37.66969270706177, 6.534272333280847];[1.594, 0.0231];[1.5514, 0.0023];[1.614, 0.047];[0.6085, 0.0088];[0.3288, 0.015];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6029, 0.0066];[0.3176, 0.0113];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6512, 0.1367];[0.4221, 0.0094];[0.8577, 0.2723];[0.6433, 0.0221];[0.554, 0.0196];[0.644, 0.0344];[0.726, 0.032];[0.97, 0.0089];[0.6577, 0.0294];[0.568, 0.0204];[0.666, 0.0432];[0.764, 0.0492];[0.98, 0.0089];[1.0975, 0.2183];[0.9225, 0.026];[1.2499, 0.4438];[0.7379, 0.0337];[0.596, 0.0445];[0.832, 0.0483];[1.0, 0.0];[1.0, 0.0];[0.7643, 0.012];[0.612, 0.0204];[0.876, 0.032];[1.0, 0.0];[1.0, 0.0]
train_S3_p;domain;complex;100;0.5;1;no_reasoner;[20.742831659317016, 5.702291063235775];[2.5768, 0.0001];[0.012, 0.0003];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6041, 0.0084];[0.3327, 0.0149];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9303, 0.0091];[0.4584, 0.0183];[1.4023, 0.0];[0.8164, 0.0226];[0.75, 0.0316];[0.844, 0.0242];[0.9, 0.0167];[0.988, 0.004];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[1.7781, 0.0172];[0.4712, 0.0344];[3.085, 0.0];[0.8349, 0.0182];[0.744, 0.0196];[0.9, 0.0179];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
