Task;Grounder;KGE;Rule_Miner;EmbedSize;WeightLoss_Task;Reasoner_depth;Model_name;Time;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1@1;train_concept_hits@3@3;train_task_mrr;train_task_hits@1@1;train_task_hits@3@3;val_loss;val_concept_loss;val_task_loss;val_concept_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_task_mrr;val_task_hits@1@1;val_task_hits@3@3;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1@1;test_concept_hits@3@3;test_task_mrr;test_task_hits@1@1;test_task_hits@3@3
nations;backward_1;complex;amie;100;0.5;1;cdcr;[590.730830526352, 8.388257424408174];[0.3928, 0.002];[0.0158, 0.0004];[0.0375, 0.0024];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.6048, 0.0231];[0.2298, 0.0214];[0.2476, 0.0229];[0.6039, 0.0075];[0.5871, 0.0085];[0.5881, 0.0084];[0.613, 0.0026];[0.596, 0.0034];[0.597, 0.0031]
nations;backward_1;complex;None;100;0.5;1;cdcr;[363.29738836288453, 12.086209412708167];[0.2394, 0.002];[0.0244, 0.0017];[0.05, 0.0024];[0.9999, 0.0001];[0.9999, 0.0003];[1.0, 0.0];[0.9996, 0.0002];[0.9991, 0.0005];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.4721, 0.0218];[0.2567, 0.0227];[0.2831, 0.0219];[0.6027, 0.0052];[0.5876, 0.0048];[0.5881, 0.0051];[0.5962, 0.0104];[0.5811, 0.0095];[0.5826, 0.0099]
nations;backward_1;complex;ncrl;100;0.5;1;no_reasoner;[89.00517091751098, 10.427053154133082];[2.5775, 0.0001];[0.0133, 0.0001];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6087, 0.0059];[0.3397, 0.0136];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.2407, 0.0137];[0.2641, 0.0274];[0.2173, 0.0];[0.6033, 0.0047];[0.5881, 0.0051];[0.5881, 0.0051];[0.5292, 0.0037];[0.5055, 0.0033];[0.5179, 0.0053]
nations;backward_1;complex;amie;100;0.5;1;no_reasoner;[88.63117871284484, 12.053196308128042];[2.5775, 0.0001];[0.0133, 0.0001];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6087, 0.0059];[0.3397, 0.0136];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.2407, 0.0137];[0.2641, 0.0274];[0.2173, 0.0];[0.6033, 0.0047];[0.5881, 0.0051];[0.5881, 0.0051];[0.5292, 0.0037];[0.5055, 0.0033];[0.5179, 0.0053]
nations;backward_1;complex;None;100;0.5;1;no_reasoner;[85.80092687606812, 12.237767465012244];[2.5775, 0.0001];[0.0133, 0.0001];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6087, 0.0059];[0.3397, 0.0136];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.2407, 0.0137];[0.2641, 0.0274];[0.2173, 0.0];[0.6033, 0.0047];[0.5881, 0.0051];[0.5881, 0.0051];[0.5292, 0.0037];[0.5055, 0.0033];[0.5179, 0.0053]
nations;backward_2;complex;ncrl;100;0.5;1;dcr;[427.4730285644531, 13.709057799149036];[0.3945, 0.0008];[0.0148, 0.0003];[0.0204, 0.0008];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.649, 0.024];[0.2672, 0.0219];[0.277, 0.0258];[0.6061, 0.0051];[0.59, 0.0064];[0.5905, 0.0058];[0.6004, 0.0105];[0.5846, 0.0115];[0.5851, 0.0106]
nations;backward_2;complex;amie;100;0.5;1;dcr;[458.0170196056366, 11.683670205208621];[0.3928, 0.0007];[0.0149, 0.0005];[0.044, 0.0005];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.6397, 0.0182];[0.263, 0.0192];[0.2897, 0.0181];[0.6111, 0.0068];[0.596, 0.0068];[0.597, 0.0079];[0.6166, 0.0081];[0.6015, 0.0079];[0.6025, 0.0091]
nations;backward_2;complex;None;100;0.5;1;dcr;[276.862235212326, 21.440497651408975];[0.2476, 0.0054];[0.0323, 0.0045];[0.0408, 0.004];[0.9997, 0.0003];[0.9995, 0.0005];[1.0, 0.0];[0.9997, 0.0002];[0.9994, 0.0004];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.4608, 0.0198];[0.2363, 0.0209];[0.2634, 0.0201];[0.6065, 0.0065];[0.5905, 0.0068];[0.591, 0.006];[0.5955, 0.0046];[0.5791, 0.0048];[0.5811, 0.0034]
nations;backward_2;complex;ncrl;100;0.5;1;r2n;[229.5885561466217, 4.369350561129762];[0.0155, 0.0004];[0.0154, 0.0004];[0.0155, 0.0007];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9999, 0.0003];[0.9997, 0.0005];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.277, 0.0131];[0.2537, 0.0122];[0.3003, 0.0155];[0.6018, 0.0092];[0.5861, 0.0084];[0.5871, 0.0096];[0.6034, 0.0051];[0.5876, 0.004];[0.5886, 0.0046]
nations;backward_2;complex;amie;100;0.5;1;r2n;[239.39692730903624, 2.626069059394208];[0.0154, 0.0008];[0.0154, 0.0005];[0.0154, 0.001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.2868, 0.0099];[0.2425, 0.0072];[0.3312, 0.016];[0.6117, 0.011];[0.596, 0.0119];[0.5965, 0.0112];[0.6037, 0.0073];[0.5881, 0.0078];[0.5886, 0.008]
