Task;Grounder;KGE;Rule_Miner;EmbedSize;WeightLoss_Task;Reasoner_depth;Model_name;Time;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1@1;train_concept_hits@3@3;train_task_mrr;train_task_hits@1@1;train_task_hits@3@3;val_loss;val_concept_loss;val_task_loss;val_concept_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_task_mrr;val_task_hits@1@1;val_task_hits@3@3;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1@1;test_concept_hits@3@3;test_task_mrr;test_task_hits@1@1;test_task_hits@3@3
nations;known;complex;ncrl;100;0.5;1;dcr;[335.9869710445404, 3.200097247532193];[0.3873, 0.0001];[0.0132, 0.0001];[0.0132, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.6282, 0.0139];[0.2541, 0.0139];[0.2541, 0.0139];[0.5987, 0.0123];[0.5881, 0.0123];[0.5881, 0.0123];[0.5987, 0.0123];[0.5881, 0.0123];[0.5881, 0.0123]
nations;known;complex;amie;100;0.5;1;dcr;[329.4921052455902, 5.461224319061607];[0.373, 0.0001];[0.0132, 0.0001];[0.0132, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.6132, 0.014];[0.2535, 0.014];[0.2535, 0.014];[0.5991, 0.0139];[0.5886, 0.014];[0.5886, 0.014];[0.5991, 0.0139];[0.5886, 0.014];[0.5886, 0.014]
nations;known;complex;None;100;0.5;1;dcr;[213.83314108848572, 7.216599068044755];[0.2111, 0.0001];[0.0132, 0.0001];[0.0132, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.4519, 0.0139];[0.2541, 0.0139];[0.2541, 0.0139];[0.5987, 0.0123];[0.5881, 0.0123];[0.5881, 0.0123];[0.5987, 0.0123];[0.5881, 0.0123];[0.5881, 0.0123]
nations;known;complex;ncrl;100;0.5;1;r2n;[166.25487685203552, 8.686544950013765];[0.0145, 0.0002];[0.0132, 0.0001];[0.0157, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.2539, 0.0137];[0.2543, 0.0139];[0.2535, 0.0136];[0.5987, 0.0123];[0.5881, 0.0123];[0.5881, 0.0123];[0.6003, 0.0146];[0.5896, 0.0148];[0.5896, 0.0148]
nations;known;complex;amie;100;0.5;1;r2n;[164.53175354003906, 9.100295678169704];[0.0145, 0.0002];[0.0133, 0.0001];[0.0157, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.2527, 0.0132];[0.2532, 0.0134];[0.2523, 0.0131];[0.5993, 0.0142];[0.5886, 0.014];[0.5886, 0.014];[0.6013, 0.0154];[0.5905, 0.0151];[0.5905, 0.0151]
nations;known;complex;None;100;0.5;1;r2n;[114.83023476600647, 11.21941041566143];[0.0145, 0.0002];[0.0132, 0.0001];[0.0157, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.2539, 0.0137];[0.2543, 0.0139];[0.2535, 0.0136];[0.5987, 0.0123];[0.5881, 0.0123];[0.5881, 0.0123];[0.6003, 0.0146];[0.5896, 0.0148];[0.5896, 0.0148]
nations;known;complex;ncrl;100;0.5;1;gsbr;[145.2148687839508, 10.28309657449165];[0.0132, 0.0001];[0.0132, 0.0001];[0.0132, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.2541, 0.0139];[0.2541, 0.0139];[0.2541, 0.0139];[0.5987, 0.0123];[0.5881, 0.0123];[0.5881, 0.0123];[0.5987, 0.0123];[0.5881, 0.0123];[0.5881, 0.0123]
nations;known;complex;amie;100;0.5;1;gsbr;[134.46711626052857, 14.609959922227516];[0.0132, 0.0001];[0.0132, 0.0001];[0.0132, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.2541, 0.014];[0.2541, 0.014];[0.2541, 0.014];[0.5986, 0.0121];[0.5881, 0.012];[0.5881, 0.012];[0.5986, 0.0121];[0.5881, 0.012];[0.5881, 0.012]
nations;known;complex;None;100;0.5;1;gsbr;[110.93930749893188, 14.627133765787798];[0.0132, 0.0001];[0.0132, 0.0001];[0.0132, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.2541, 0.0139];[0.2541, 0.0139];[0.2541, 0.0139];[0.5987, 0.0123];[0.5881, 0.0123];[0.5881, 0.0123];[0.5987, 0.0123];[0.5881, 0.0123];[0.5881, 0.0123]
nations;known;complex;ncrl;100;0.5;1;cdcr;[473.8199204444885, 18.709973259334777];[0.3873, 0.0001];[0.0132, 0.0001];[0.0132, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.6282, 0.0139];[0.2541, 0.0139];[0.2541, 0.0139];[0.5987, 0.0123];[0.5881, 0.0123];[0.5881, 0.0123];[0.5987, 0.0123];[0.5881, 0.0123];[0.5881, 0.0123]
