Task;Grounder;KGE;Rule_Miner;EmbedSize;WeightLoss_Task;Reasoner_depth;Model_name;Time;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1@1;train_concept_hits@3@3;train_task_mrr;train_task_hits@1@1;train_task_hits@3@3;val_loss;val_concept_loss;val_task_loss;val_concept_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_task_mrr;val_task_hits@1@1;val_task_hits@3@3;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1@1;test_concept_hits@3@3;test_task_mrr;test_task_hits@1@1;test_task_hits@3@3
nations;known;complex;amie;100;0.5;1;cdcr;[455.69719223976136, 19.254818241872925];[0.373, 0.0001];[0.0132, 0.0001];[0.0132, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.6131, 0.0139];[0.2534, 0.0139];[0.2534, 0.0139];[0.5981, 0.0136];[0.5876, 0.0138];[0.5876, 0.0138];[0.5981, 0.0136];[0.5876, 0.0138];[0.5876, 0.0138]
nations;known;complex;None;100;0.5;1;cdcr;[278.9029501438141, 30.034878888208215];[0.2111, 0.0001];[0.0132, 0.0001];[0.0132, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.4519, 0.0139];[0.2541, 0.0139];[0.2541, 0.0139];[0.5987, 0.0123];[0.5881, 0.0123];[0.5881, 0.0123];[0.5987, 0.0123];[0.5881, 0.0123];[0.5881, 0.0123]
nations;known;complex;ncrl;100;0.5;1;no_reasoner;[57.55684518814087, 0.45915182421509515];[2.5774, 0.0001];[0.0132, 0.0001];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6087, 0.0059];[0.3397, 0.0136];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.2033, 0.0046];[0.2538, 0.0092];[0.1527, 0.0];[0.6001, 0.0148];[0.5896, 0.0153];[0.5896, 0.0153];[0.5223, 0.0028];[0.504, 0.003];[0.5209, 0.0078]
nations;known;complex;amie;100;0.5;1;no_reasoner;[70.31566319465637, 25.087093062022173];[2.5774, 0.0001];[0.0132, 0.0001];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6087, 0.0059];[0.3397, 0.0136];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.2033, 0.0046];[0.2538, 0.0092];[0.1527, 0.0];[0.6001, 0.0148];[0.5896, 0.0153];[0.5896, 0.0153];[0.5223, 0.0028];[0.504, 0.003];[0.5209, 0.0078]
nations;known;complex;None;100;0.5;1;no_reasoner;[68.83567485809326, 22.762202538411202];[2.5774, 0.0001];[0.0132, 0.0001];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6087, 0.0059];[0.3397, 0.0136];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.2033, 0.0046];[0.2538, 0.0092];[0.1527, 0.0];[0.6001, 0.0148];[0.5896, 0.0153];[0.5896, 0.0153];[0.5223, 0.0028];[0.504, 0.003];[0.5209, 0.0078]
nations;backward_1;complex;ncrl;100;0.5;1;dcr;[342.9200491428375, 28.8289446430077];[0.3921, 0.0023];[0.0154, 0.0011];[0.0192, 0.0032];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.6346, 0.0202];[0.2573, 0.0208];[0.2624, 0.0196];[0.5967, 0.0166];[0.5856, 0.0165];[0.5856, 0.0165];[0.5987, 0.015];[0.5876, 0.0152];[0.5876, 0.0152]
nations;backward_1;complex;amie;100;0.5;1;dcr;[340.3570287704468, 35.17715618291827];[0.3897, 0.002];[0.0152, 0.0004];[0.0311, 0.0022];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.617, 0.0081];[0.242, 0.0065];[0.2589, 0.0082];[0.5948, 0.016];[0.5831, 0.0164];[0.5831, 0.0164];[0.5961, 0.0159];[0.5841, 0.0166];[0.5841, 0.0166]
nations;backward_1;complex;None;100;0.5;1;dcr;[217.04161229133607, 36.284315176607734];[0.218, 0.0017];[0.0157, 0.0008];[0.0207, 0.0019];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9997, 0.0002];[0.9996, 0.0005];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.4549, 0.0086];[0.2513, 0.0078];[0.2591, 0.0094];[0.6024, 0.0167];[0.5915, 0.017];[0.5915, 0.017];[0.6027, 0.0218];[0.592, 0.0223];[0.592, 0.0223]
nations;backward_1;complex;ncrl;100;0.5;1;r2n;[166.95512275695802, 31.43699683355725];[0.0148, 0.0001];[0.0145, 0.0001];[0.0152, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.2481, 0.009];[0.2464, 0.0103];[0.2498, 0.0079];[0.5976, 0.0088];[0.5866, 0.0087];[0.5866, 0.0087];[0.5961, 0.0094];[0.5851, 0.0094];[0.5851, 0.0094]
nations;backward_1;complex;amie;100;0.5;1;r2n;[172.50231723785402, 33.649903966736716];[0.0165, 0.0004];[0.0163, 0.0009];[0.0168, 0.0014];[0.9999, 0.0001];[0.9999, 0.0003];[1.0, 0.0];[0.9998, 0.0003];[0.9996, 0.0005];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.2565, 0.0092];[0.2434, 0.0104];[0.2697, 0.0086];[0.5966, 0.0136];[0.5856, 0.0139];[0.5856, 0.0139];[0.5955, 0.0171];[0.5846, 0.0178];[0.5846, 0.0178]
nations;backward_1;complex;None;100;0.5;1;r2n;[123.0260027885437, 32.77213905740328];[0.0147, 0.0001];[0.0138, 0.0001];[0.0155, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.2498, 0.0062];[0.2496, 0.0064];[0.25, 0.006];[0.5965, 0.0141];[0.5856, 0.0139];[0.5856, 0.0139];[0.5954, 0.0123];[0.5846, 0.0121];[0.5846, 0.0121]
nations;backward_1;complex;ncrl;100;0.5;1;gsbr;[143.29843068122864, 34.09782467906258];[0.0133, 0.0003];[0.0133, 0.0002];[0.0133, 0.0004];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.259, 0.0114];[0.2571, 0.0125];[0.261, 0.0105];[0.5986, 0.0144];[0.5876, 0.0148];[0.5876, 0.0148];[0.599, 0.0149];[0.5881, 0.0153];[0.5881, 0.0153]
nations;backward_1;complex;amie;100;0.5;1;gsbr;[140.88708028793334, 34.20679539829747];[0.0134, 0.0001];[0.0136, 0.0002];[0.0132, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.2515, 0.0041];[0.2505, 0.0049];[0.2526, 0.0037];[0.5973, 0.0214];[0.5861, 0.0222];[0.5861, 0.0222];[0.5969, 0.0221];[0.5856, 0.0229];[0.5856, 0.0229]
nations;backward_1;complex;None;100;0.5;1;gsbr;[111.18730120658874, 35.73265439792932];[0.0132, 0.0001];[0.0133, 0.0001];[0.0131, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.2551, 0.0095];[0.2524, 0.0101];[0.2578, 0.009];[0.6019, 0.0159];[0.591, 0.0162];[0.591, 0.0162];[0.6004, 0.0149];[0.5896, 0.0153];[0.5896, 0.0153]
nations;backward_1;complex;ncrl;100;0.5;1;cdcr;[481.15693788528444, 50.3090089706304];[0.4145, 0.0083];[0.0266, 0.0049];[0.053, 0.0114];[0.9999, 0.0001];[0.9999, 0.0003];[1.0, 0.0];[0.9995, 0.0003];[0.9992, 0.0007];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.6323, 0.0129];[0.2399, 0.015];[0.2753, 0.0137];[0.5987, 0.0141];[0.5876, 0.014];[0.5876, 0.014];[0.5955, 0.0103];[0.5841, 0.0102];[0.5841, 0.0102]
