sep=;
dataset_name;grounder;kge;model_name;rule_miner;seed;kge_atom_embedding_size;batch_size;val_batch_size;test_batch_size;facts_file;train_file;valid_file;test_file;domain_file;rules_file;corrupt_mode;num_negatives;valid_negatives;test_negatives;ragged;format;engine_num_negatives;engine_num_adaptive_constants;constant_embedding_size;predicate_embedding_size;dropout_rate_embedder;kge_regularization;learning_rate;lr_sched;optimizer;early_stopping;epochs;num_rules;loss;weight_loss;cdcr_use_positional_embeddings;cdcr_num_formulas;valid_frequency;resnet;reasoner_depth;reasoner_regularization_factor;reasoner_formula_hidden_embedding_size;reasoner_dropout_rate;kge_dropout_rate;reasoner_atom_embedding_size;signed;temperature;aggregation_type;filter_num_heads;filter_activity_regularization;keys_signature;run_signature;ckpt_folder;load_model_ckpt;save_model_ckpt;load_kge_ckpt;save_kge_ckpt;seed_run_i;time_ground_train;time_ground_valid;time_ground_test;time_train;time_inference;time_ground_train;time_ground_valid;time_ground_test;time_train;time_inference;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1;train_concept_hits@3;train_concept_hits@10;train_task_mrr;train_task_hits@1;train_task_hits@3;train_task_hits@10;valid_loss;valid_concept_loss;valid_task_loss;valid_concept_mrr;valid_concept_hits@1;valid_concept_hits@3;valid_concept_hits@10;valid_task_mrr;valid_task_hits@1;valid_task_hits@3;valid_task_hits@10;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1;test_concept_hits@3;test_concept_hits@10;test_task_mrr;test_task_hits@1;test_task_hits@3;test_task_hits@10
ablation_d1;backward_0_1;complex;dcr;None;[0, 1, 2, 3, 4];100;256;256;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;True;functional;0;0;200;200;0.0;0.0;0.01;plateau;adam;True;100;1;binary_crossentropy;0.5;False;3;1;False;1;0.0;100;0.0;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e', 'train_batch_size', 'val_batch_size', 'test_batch_size'];ablation_d1-backward_0_1-complex-dcr-None-1-100-256-256-256;./../checkpoints/;False;True;False;True;4;0.0;0.14;0.02;33.49;0.1;[0.0, 0.0];[0.238, 0.191];[0.022, 0.004];[38.732, 2.81];[0.102, 0.004];[2.309, 0.002];[0.004, 0.002];[4.613, 0.001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.65, 0.01];[0.411, 0.007];[1.0, 0.0];[1.0, 0.0];[0.02, 0.002];[0.002, 0.001];[0.026, 0.006];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.96, 0.001];[0.958, 0.0];[0.958, 0.0];[0.958, 0.0];[0.093, 0.01];[0.033, 0.011];[0.149, 0.014];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.97, 0.002];[0.96, 0.0];[0.968, 0.01];[1.0, 0.0]
ablation_d1;backward_0_1;complex;sbr;None;[0, 1, 2, 3, 4];100;256;256;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;True;functional;0;0;200;200;0.0;0.0;0.01;plateau;adam;True;100;1;binary_crossentropy;0.5;False;3;1;False;1;0.0;100;0.0;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e', 'train_batch_size', 'val_batch_size', 'test_batch_size'];ablation_d1-backward_0_1-complex-sbr-None-1-100-256-256-256;./../checkpoints/;False;True;False;True;4;0.0;0.14;0.02;24.47;0.1;[0.0, 0.0];[0.142, 0.004];[0.02, 0.0];[27.574, 3.49];[0.1, 0.0];[2.31, 0.002];[0.007, 0.004];[4.613, 0.001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.647, 0.005];[0.412, 0.015];[1.0, 0.0];[1.0, 0.0];[0.013, 0.001];[0.002, 0.001];[0.023, 0.002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.959, 0.0];[0.958, 0.0];[0.958, 0.0];[0.958, 0.0];[0.092, 0.008];[0.034, 0.011];[0.15, 0.01];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.969, 0.001];[0.96, 0.0];[0.964, 0.008];[1.0, 0.0]
ablation_d1;backward_0_1;complex;r2n;None;[0, 1, 2, 3, 4];100;256;256;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;True;functional;0;0;200;200;0.0;0.0;0.01;plateau;adam;True;100;1;binary_crossentropy;0.5;False;3;1;False;1;0.0;100;0.0;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e', 'train_batch_size', 'val_batch_size', 'test_batch_size'];ablation_d1-backward_0_1-complex-r2n-None-1-100-256-256-256;./../checkpoints/;False;True;False;True;4;0.0;0.14;0.02;27.3;0.1;[0.0, 0.0];[0.14, 0.006];[0.02, 0.0];[27.156, 1.838];[0.102, 0.004];[2.195, 0.066];[0.07, 0.127];[4.321, 0.007];[0.999, 0.001];[0.999, 0.002];[1.0, 0.0];[1.0, 0.0];[0.676, 0.006];[0.44, 0.012];[1.0, 0.0];[1.0, 0.0];[0.011, 0.014];[0.015, 0.026];[0.007, 0.002];[0.996, 0.007];[0.996, 0.008];[0.996, 0.008];[1.0, 0.0];[0.98, 0.0];[0.979, 0.0];[0.979, 0.0];[0.983, 0.008];[0.159, 0.077];[0.06, 0.035];[0.258, 0.136];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.983, 0.007];[0.98, 0.0];[0.992, 0.01];[1.0, 0.0]
ablation_d1;backward_1_1;complex;no_reasoner;None;[0, 1, 2, 3, 4];100;256;256;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;True;functional;0;0;200;200;0.0;0.0;0.01;plateau;adam;True;100;0;binary_crossentropy;0.5;False;3;1;False;1;0.0;100;0.0;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e', 'train_batch_size', 'val_batch_size', 'test_batch_size'];ablation_d1-backward_1_1-complex-no_reasoner-None-1-100-256-256-256;./../checkpoints/;False;True;False;True;4;0.0;0.02;0.0;16.04;0.1;[0.0, 0.0];[0.022, 0.004];[0.0, 0.0];[18.438, 1.915];[0.098, 0.004];[0.124, 0.072];[0.124, 0.072];[0.124, 0.072];[0.999, 0.001];[0.998, 0.001];[1.0, 0.0];[1.0, 0.0];[0.999, 0.001];[0.998, 0.001];[1.0, 0.0];[1.0, 0.0];[0.017, 0.016];[0.017, 0.016];[0.017, 0.016];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.084, 0.03];[0.084, 0.03];[0.084, 0.03];[0.998, 0.004];[0.996, 0.008];[1.0, 0.0];[1.0, 0.0];[0.998, 0.004];[0.996, 0.008];[1.0, 0.0];[1.0, 0.0]
ablation_d1;backward_1_1;complex;dcr;None;[0, 1, 2, 3, 4];100;256;256;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;True;functional;0;0;200;200;0.0;0.0;0.01;plateau;adam;True;100;1;binary_crossentropy;0.5;False;3;1;False;1;0.0;100;0.0;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e', 'train_batch_size', 'val_batch_size', 'test_batch_size'];ablation_d1-backward_1_1-complex-dcr-None-1-100-256-256-256;./../checkpoints/;False;True;False;True;4;0.0;0.24;0.04;65.25;0.11;[0.0, 0.0];[0.352, 0.134];[0.124, 0.168];[58.454, 6.983];[0.114, 0.014];[2.309, 0.001];[0.003, 0.001];[4.613, 0.001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.649, 0.008];[0.408, 0.01];[1.0, 0.0];[1.0, 0.0];[0.073, 0.007];[0.002, 0.001];[0.096, 0.022];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.959, 0.0];[0.958, 0.0];[0.958, 0.0];[0.958, 0.0];[0.041, 0.007];[0.035, 0.009];[0.037, 0.01];[0.998, 0.004];[0.996, 0.008];[1.0, 0.0];[1.0, 0.0];[0.998, 0.004];[0.996, 0.008];[1.0, 0.0];[1.0, 0.0]
ablation_d1;backward_1_1;complex;sbr;None;[0, 1, 2, 3, 4];100;256;256;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;True;functional;0;0;200;200;0.0;0.0;0.01;plateau;adam;True;100;1;binary_crossentropy;0.5;False;3;1;False;1;0.0;100;0.0;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e', 'train_batch_size', 'val_batch_size', 'test_batch_size'];ablation_d1-backward_1_1-complex-sbr-None-1-100-256-256-256;./../checkpoints/;False;True;False;True;4;0.0;0.23;0.04;40.2;0.1;[0.0, 0.0];[0.268, 0.081];[0.04, 0.0];[45.144, 6.374];[0.112, 0.012];[2.31, 0.002];[0.006, 0.004];[4.613, 0.001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.646, 0.007];[0.404, 0.006];[1.0, 0.0];[1.0, 0.0];[0.013, 0.001];[0.002, 0.001];[0.024, 0.002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.959, 0.0];[0.958, 0.0];[0.958, 0.0];[0.958, 0.0];[0.027, 0.006];[0.032, 0.012];[0.022, 0.007];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.998, 0.004];[0.996, 0.008];[1.0, 0.0];[1.0, 0.0]
ablation_d1;backward_1_1;complex;r2n;None;[0, 1, 2, 3, 4];100;256;256;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;True;functional;0;0;200;200;0.0;0.0;0.01;plateau;adam;True;100;1;binary_crossentropy;0.5;False;3;1;False;1;0.0;100;0.0;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e', 'train_batch_size', 'val_batch_size', 'test_batch_size'];ablation_d1-backward_1_1-complex-r2n-None-1-100-256-256-256;./../checkpoints/;False;True;False;True;4;0.0;0.64;0.04;41.04;0.12;[0.0, 0.0];[0.496, 0.154];[0.13, 0.18];[46.318, 5.465];[0.114, 0.01];[2.164, 0.006];[0.006, 0.004];[4.322, 0.009];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.669, 0.01];[0.441, 0.014];[1.0, 0.0];[1.0, 0.0];[0.006, 0.002];[0.002, 0.001];[0.009, 0.004];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.978, 0.004];[0.975, 0.008];[0.979, 0.0];[0.979, 0.0];[0.092, 0.1];[0.03, 0.014];[0.155, 0.19];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0]
ablation_d1;backward_1_2;complex;dcr;None;[0, 1, 2, 3, 4];100;256;256;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;True;functional;0;0;200;200;0.0;0.0;0.01;plateau;adam;True;100;1;binary_crossentropy;0.5;False;3;1;False;1;0.0;100;0.0;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e', 'train_batch_size', 'val_batch_size', 'test_batch_size'];ablation_d1-backward_1_2-complex-dcr-None-1-100-256-256-256;./../checkpoints/;False;True;False;True;4;0.0;0.79;0.11;87.47;0.13;[0.0, 0.0];[0.616, 0.186];[0.108, 0.004];[92.192, 13.107];[0.128, 0.004];[2.322, 0.002];[0.005, 0.003];[4.619, 0.003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.65, 0.01];[0.399, 0.017];[1.0, 0.0];[1.0, 0.0];[0.12, 0.003];[0.001, 0.0];[0.196, 0.008];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.959, 0.0];[0.958, 0.0];[0.958, 0.0];[0.958, 0.0];[0.111, 0.009];[0.028, 0.016];[0.159, 0.005];[0.993, 0.006];[0.988, 0.01];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0]
ablation_d1;backward_1_2;complex;sbr;None;[0, 1, 2, 3, 4];100;256;256;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;True;functional;0;0;200;200;0.0;0.0;0.01;plateau;adam;True;100;1;binary_crossentropy;0.5;False;3;1;False;1;0.0;100;0.0;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e', 'train_batch_size', 'val_batch_size', 'test_batch_size'];ablation_d1-backward_1_2-complex-sbr-None-1-100-256-256-256;./../checkpoints/;False;True;False;True;4;0.0;0.7;0.11;86.77;0.12;[0.0, 0.0];[0.524, 0.184];[0.108, 0.004];[85.042, 3.205];[0.12, 0.006];[2.304, 0.001];[0.005, 0.001];[4.604, 0.001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.65, 0.003];[0.402, 0.017];[1.0, 0.0];[1.0, 0.0];[0.012, 0.001];[0.002, 0.001];[0.023, 0.003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.959, 0.0];[0.958, 0.0];[0.958, 0.0];[0.958, 0.0];[0.058, 0.013];[0.093, 0.026];[0.023, 0.005];[0.985, 0.003];[0.976, 0.008];[0.988, 0.01];[1.0, 0.0];[0.998, 0.004];[0.996, 0.008];[1.0, 0.0];[1.0, 0.0]
ablation_d1;backward_1_2;complex;r2n;None;[0, 1, 2, 3, 4];100;256;256;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;True;functional;0;0;200;200;0.0;0.0;0.01;plateau;adam;True;100;1;binary_crossentropy;0.5;False;3;1;False;1;0.0;100;0.0;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e', 'train_batch_size', 'val_batch_size', 'test_batch_size'];ablation_d1-backward_1_2-complex-r2n-None-1-100-256-256-256;./../checkpoints/;False;True;False;True;4;0.0;0.32;0.12;86.35;0.12;[0.0, 0.0];[0.562, 0.14];[0.11, 0.006];[85.024, 1.792];[0.12, 0.011];[1.73, 0.03];[0.007, 0.004];[3.454, 0.062];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.739, 0.009];[0.555, 0.013];[1.0, 0.0];[1.0, 0.0];[0.006, 0.002];[0.002, 0.001];[0.01, 0.004];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.976, 0.009];[0.975, 0.008];[0.979, 0.0];[0.983, 0.008];[0.045, 0.048];[0.041, 0.021];[0.049, 0.099];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0]
ablation_d1;backward_1_3;complex;dcr;None;[0, 1, 2, 3, 4];100;256;256;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;True;functional;0;0;200;200;0.0;0.0;0.01;plateau;adam;True;100;1;binary_crossentropy;0.5;False;3;1;False;1;0.0;100;0.0;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e', 'train_batch_size', 'val_batch_size', 'test_batch_size'];ablation_d1-backward_1_3-complex-dcr-None-1-100-256-256-256;./../checkpoints/;False;True;False;True;4;0.0;0.41;0.19;182.03;0.11;[0.0, 0.0];[0.418, 0.083];[0.192, 0.007];[146.066, 18.418];[0.12, 0.009];[2.338, 0.002];[0.004, 0.002];[4.633, 0.002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.654, 0.005];[0.39, 0.007];[1.0, 0.0];[1.0, 0.0];[0.143, 0.005];[0.001, 0.0];[0.237, 0.012];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.959, 0.0];[0.958, 0.0];[0.958, 0.0];[0.958, 0.0];[0.128, 0.014];[0.019, 0.032];[0.193, 0.006];[0.996, 0.008];[0.992, 0.016];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0]
ablation_d1;backward_1_3;complex;sbr;None;[0, 1, 2, 3, 4];100;256;256;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;True;functional;0;0;200;200;0.0;0.0;0.01;plateau;adam;True;100;1;binary_crossentropy;0.5;False;3;1;False;1;0.0;100;0.0;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e', 'train_batch_size', 'val_batch_size', 'test_batch_size'];ablation_d1-backward_1_3-complex-sbr-None-1-100-256-256-256;./../checkpoints/;False;True;False;True;4;0.0;0.85;0.21;137.74;0.11;[0.0, 0.0];[0.606, 0.202];[0.258, 0.126];[141.47, 16.328];[0.114, 0.005];[2.304, 0.001];[0.004, 0.001];[4.604, 0.001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.649, 0.003];[0.4, 0.018];[1.0, 0.0];[1.0, 0.0];[0.012, 0.002];[0.002, 0.001];[0.023, 0.003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.959, 0.0];[0.958, 0.0];[0.958, 0.0];[0.958, 0.0];[0.052, 0.012];[0.084, 0.026];[0.021, 0.002];[0.983, 0.003];[0.972, 0.01];[0.992, 0.01];[1.0, 0.0];[0.998, 0.004];[0.996, 0.008];[1.0, 0.0];[1.0, 0.0]
ablation_d1;backward_1_3;complex;r2n;None;[0, 1, 2, 3, 4];100;256;256;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;True;functional;0;0;200;200;0.0;0.0;0.01;plateau;adam;True;100;1;binary_crossentropy;0.5;False;3;1;False;1;0.0;100;0.0;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e', 'train_batch_size', 'val_batch_size', 'test_batch_size'];ablation_d1-backward_1_3-complex-r2n-None-1-100-256-256-256;./../checkpoints/;False;True;False;True;4;0.0;0.37;0.62;153.35;0.12;[0.0, 0.0];[0.42, 0.072];[0.432, 0.199];[143.962, 9.973];[0.12, 0.006];[1.157, 0.057];[0.008, 0.004];[2.307, 0.111];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.826, 0.011];[0.71, 0.01];[1.0, 0.0];[1.0, 0.0];[0.009, 0.008];[0.003, 0.001];[0.015, 0.016];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.98, 0.001];[0.979, 0.0];[0.983, 0.008];[0.979, 0.0];[0.152, 0.144];[0.061, 0.02];[0.242, 0.289];[0.993, 0.01];[0.988, 0.016];[0.996, 0.008];[1.0, 0.0];[0.989, 0.014];[0.984, 0.023];[0.996, 0.008];[1.0, 0.0]
ablation_d2;backward_0_1;complex;dcr;None;[0, 1, 2, 3, 4];100;256;256;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;True;functional;0;0;200;200;0.0;0.0;0.01;plateau;adam;True;100;1;binary_crossentropy;0.5;False;3;1;False;1;0.0;100;0.0;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e', 'train_batch_size', 'val_batch_size', 'test_batch_size'];ablation_d2-backward_0_1-complex-dcr-None-1-100-256-256-256;./../checkpoints/;False;True;False;True;4;0.0;0.09;0.01;25.34;0.1;[0.0, 0.0];[0.094, 0.008];[0.01, 0.0];[25.646, 0.66];[0.102, 0.004];[2.612, 0.131];[0.136, 0.241];[5.073, 0.005];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.619, 0.006];[0.338, 0.018];[1.0, 0.0];[1.0, 0.0];[0.202, 0.047];[0.085, 0.122];[0.299, 0.056];[0.809, 0.096];[0.746, 0.107];[0.833, 0.114];[0.946, 0.068];[0.021, 0.003];[0.0, 0.0];[0.0, 0.0];[0.013, 0.017];[1.705, 0.028];[0.326, 0.056];[3.085, 0.0];[0.962, 0.027];[0.932, 0.041];[0.988, 0.024];[1.0, 0.0];[0.338, 0.023];[0.068, 0.016];[0.276, 0.046];[1.0, 0.0]
