?h  An  ?b  ?a  Te  ?h   => ?a  U  ?b   0,174468085     0,294964029     0,325396825     82      278     252     -1
?h  P  ?b  ?a  Rg  ?h   => ?a  U  ?b    0,99787234      0,178191489     0,185302252     469     2632    2531    -1
?h  Iw  ?b  ?a  Te  ?h   => ?a  U  ?b   0,127659574     0,173410405     0,18018018      60      346     333     -1
?h  I  ?b  ?a  Rg  ?h   => ?a  U  ?b    0,429787234     0,25798212      0,262337662     202     783     770     -1
?a  Rg  ?h  ?h  Te  ?b   => ?a  U  ?b   0,921276596     0,186076493     0,19049714      433     2327    2273    -1
?a  Rg  ?h  ?h  U  ?b   => ?a  U  ?b    0,982978723     0,196679438     0,202011369     462     2349    2287    -1
?h  D  ?b  ?a  Rg  ?h   => ?a  U  ?b    0,789361702     0,207378424     0,211878926     371     1789    1751    -1
?h  As  ?b  ?a  P  ?h   => ?a  U  ?b    0,023404255     0,423076923     0,47826087      11      26      23      -1
?h  D  ?b  ?a  Q  ?h   => ?a  U  ?b     0,723404255     0,213166144     0,226515656     340     1595    1501    -1
?h  I  ?b  ?a  Q  ?h   => ?a  U  ?b     0,427659574     0,262402089     0,277624309     201     766     724     -1
?g  B  ?a  ?g  Sa  ?b   => ?a  U  ?b    0,027659574     0,209677419     0,232142857     13      62      56      -1
?a  Q  ?h  ?h  U  ?b   => ?a  U  ?b     0,980851064     0,195920102     0,206541219     461     2353    2232    -1
?h  P  ?b  ?a  Q  ?h   => ?a  U  ?b     0,989361702     0,175936436     0,185185185     465     2643    2511    -1
?a  D  ?g  ?g  Iw  ?b   => ?a  U  ?b    0,127659574     0,255319149     0,255319149     60      235     235     -1
?h  Iw  ?b  ?a  P  ?h   => ?a  U  ?b    0,39787234      0,185148515     0,193581781     187     1010    966     -1
?b  ML  ?h  ?a  Q  ?h   => ?a  U  ?b    0,989361702     0,176203107     0,185480654     465     2639    2507    -1
?g  Iw  ?a  ?g  Iw  ?b   => ?a  U  ?b   0,082978723     0,062903226     0,28057554      39      620     139     -1
?g  A  ?a  ?g  Sa  ?b   => ?a  U  ?b    0,010638298     0,2     0,2     5       25      25      -1
?g  N  ?a  ?g  Sa  ?b   => ?a  U  ?b    0,082978723     0,160493827     0,170305677     39      243     229     -1
?g  Iw  ?a  ?g  T  ?b   => ?a  U  ?b    0,027659574     0,146067416     0,146067416     13      89      89      -1
?h  An  ?b  ?a  P  ?h   => ?a  U  ?b    0,336170213     0,24496124      0,261157025     158     645     605     -1
?g  E  ?a  ?g  Sa  ?b   => ?a  U  ?b    0,234042553     0,155148096     0,157593123     110     709     698     -1
?g  Iw  ?b  ?g  X  ?a   => ?a  U  ?b    0,144680851     0,189944134     0,189944134     68      358     358     -1
?a  Q  ?h  ?h  Te  ?b   => ?a  U  ?b    0,910638298     0,185683297     0,196330275     428     2305    2180    -1
?g  Iw  ?b  ?g  ML  ?a   => ?a  U  ?b   0,514893617     0,165187713     0,174855491     242     1465    1384    -1
?g  A  ?a  ?g  T  ?b   => ?a  U  ?b     0,038297872     0,321428571     0,321428571     18      56      56      -1
?g  N  ?a  ?g  T  ?b   => ?a  U  ?b     0,263829787     0,171034483     0,185907046     124     725     667     -1
?g  J  ?b  ?g  N  ?a   => ?a  U  ?b     0,038297872     0,163636364     0,169811321     18      110     106     -1
?g  B  ?a  ?g  T  ?b   => ?a  U  ?b     0,070212766     0,201219512     0,239130435     33      164     138     -1
?a  E  ?g  ?g  I  ?b   => ?a  U  ?b     0,368085106     0,241958042     0,263318113     173     715     657     -1
?g  GG  ?a  ?g  I  ?b   => ?a  U  ?b    0,129787234     0,342696629     0,354651163     61      178     172     -1
?g  I  ?b  ?g  Iw  ?a   => ?a  U  ?b    0,021276596     0,181818182     0,217391304     10      55      46      -1
?g  B  ?a  ?g  I  ?b   => ?a  U  ?b     0,2     0,239185751     0,24671916      94      393     381     -1
?g  C  ?b  ?g  Iw  ?a   => ?a  U  ?b    0,023404255     0,305555556     0,305555556     11      36      36      -1
?g  E  ?a  ?g  J  ?b   => ?a  U  ?b     0,24893617      0,185419968     0,1908646       117     631     613     -1
?g  I  ?b  ?g  Ra  ?a   => ?a  U  ?b    0,357446809     0,255319149     0,263322884     168     658     638     -1
?g  As  ?b  ?g  ML  ?a   => ?a  U  ?b   0,029787234     0,358974359     0,378378378     14      39      37      -1
?g  E  ?a  ?g  T  ?b   => ?a  U  ?b     0,553191489     0,171730515     0,176032498     260     1514    1477    -1
?g  I  ?b  ?g  Rg  ?a   => ?a  U  ?b    0,404255319     0,246433204     0,250659631     190     771     758     -1
?g  I  ?b  ?g  Q  ?a   => ?a  U  ?b     0,387234043     0,251381215     0,266081871     182     724     684     -1
?g  E  ?a  ?g  I  ?b   => ?a  U  ?b     0,389361702     0,244   0,250684932     183     750     730     -1
?g  Iw  ?a  ?g  J  ?b   => ?a  U  ?b    0,027659574     0,228070175     0,228070175     13      57      57      -1
?g  B  ?a  ?g  J  ?b   => ?a  U  ?b     0,021276596     0,192307692     0,294117647     10      52      34      -1
?g  D  ?b  ?g  Iw  ?a   => ?a  U  ?b    0,040425532     0,157024793     0,195876289     19      121     97      -1
?g  C  ?b  ?g  N  ?a   => ?a  U  ?b     0,070212766     0,217105263     0,232394366     33      152     142     -1
?g  B  ?a  ?g  C  ?b   => ?a  U  ?b     0,023404255     0,25    0,333333333     11      44      33      -1
?g  An  ?b  ?g  X  ?a   => ?a  U  ?b    0,093617021     0,26993865      0,273291925     44      163     161     -1
?g  D  ?b  ?g  GG  ?a   => ?a  U  ?b    0,261702128     0,264516129     0,26681128      123     465     461     -1
?g  B  ?a  ?g  D  ?b   => ?a  U  ?b     0,406382979     0,208287895     0,215819209     191     917     885     -1
?g  C  ?b  ?g  E  ?a   => ?a  U  ?b     0,219148936     0,208502024     0,214137214     103     494     481     -1
?g  D  ?b  ?a  E  ?g   => ?a  U  ?b     0,69787234      0,207989854     0,227304227     328     1577    1443    -1
?g  D  ?b  ?g  Ra  ?a   => ?a  U  ?b    0,612765957     0,227848101     0,231325301     288     1264    1245    -1
?g  D  ?b  ?g  Q  ?a   => ?a  U  ?b     0,70212766      0,211402947     0,224642614     330     1561    1469    -1
?g  D  ?b  ?g  E  ?a   => ?a  U  ?b     0,670212766     0,210702341     0,215901302     315     1495    1459    -1
?g  E  ?a  ?g  Pr  ?b   => ?a  U  ?b    0,157446809     0,180929095     0,185463659     74      409     399     -1
?h  An  ?b  ?a  D  ?h   => ?a  U  ?b    0,089361702     0,362068966     0,362068966     42      116     116     -1
?g  N  ?a  ?g  Pr  ?b   => ?a  U  ?b    0,053191489     0,203252033     0,217391304     25      123     115     -1
?g  An  ?b  ?g  ML  ?a   => ?a  U  ?b   0,39787234      0,241914618     0,254076087     187     773     736     -1
?h  Iw  ?a  ?b  ML  ?h   => ?a  U  ?b   0,085106383     0,126182965     0,173160173     40      317     231     -1
?h  GG  ?a  ?b  ML  ?h   => ?a  U  ?b   0,612765957     0,202389318     0,218181818     288     1423    1320    -1
?b  ML  ?h  ?h  Ra  ?a   => ?a  U  ?b   0,987234043     0,179705655     0,186795491     464     2582    2484    -1
?h  B  ?a  ?b  ML  ?h   => ?a  U  ?b    0,917021277     0,184030743     0,190455148     431     2342    2263    -1
?g  D  ?b  ?g  Rg  ?a   => ?a  U  ?b    0,79787234      0,209263393     0,213189312     375     1792    1759    -1
?b  ML  ?h  ?h  Rg  ?a   => ?a  U  ?b   0,995744681     0,176072235     0,184034605     468     2658    2543    -1
?h  E  ?a  ?b  ML  ?h   => ?a  U  ?b    0,989361702     0,175339367     0,184158416     465     2652    2525    -1
?g  Iw  ?a  ?g  Te  ?b   => ?a  U  ?b   0,059574468     0,159090909     0,178343949     28      176     157     -1
?b  ML  ?h  ?h  Q  ?a   => ?a  U  ?b    0,995744681     0,175807663     0,184980237     468     2662    2530    -1
?g  Iw  ?a  ?g  U  ?b   => ?a  U  ?b    0,072340426     0,165853659     0,207317073     34      205     164     -1
?g  Iw  ?a  ?g  P  ?b   => ?a  U  ?b    0,078723404     0,127586207     0,166666667     37      290     222     -1
?g  GG  ?a  ?g  Te  ?b   => ?a  U  ?b   0,444680851     0,217030114     0,24106113      209     963     867     -1
?g  B  ?a  ?g  Te  ?b   => ?a  U  ?b    0,704255319     0,203943315     0,209493671     331     1623    1580    -1
?g  Ra  ?a  ?g  Te  ?b   => ?a  U  ?b   0,804255319     0,198947368     0,203116604     378     1900    1861    -1
?g  Rg  ?a  ?g  Te  ?b   => ?a  U  ?b   0,942553191     0,186056279     0,192274306     443     2381    2304    -1
?a  E  ?g  ?g  Te  ?b   => ?a  U  ?b    0,90212766      0,177777778     0,196024041     424     2385    2163    -1
?g  E  ?a  ?g  Te  ?b   => ?a  U  ?b    0,912765957     0,186521739     0,194557823     429     2300    2205    -1
?g  Q  ?a  ?g  Te  ?b   => ?a  U  ?b    0,908510638     0,185652174     0,196231618     427     2300    2176    -1
?a  E  ?h  ?b  ML  ?h   => ?a  U  ?b    0,985106383     0,169410904     0,186693548     463     2733    2480    -1
?a  E  ?g  ?g  U  ?b   => ?a  U  ?b     0,917021277     0,181473684     0,198800738     431     2375    2168    -1
?g  Q  ?a  ?g  U  ?b   => ?a  U  ?b     0,980851064     0,197430407     0,20840868      461     2335    2212    -1
?g  Rg  ?a  ?g  U  ?b   => ?a  U  ?b    0,985106383     0,195523649     0,200780572     463     2368    2306    -1
?g  GG  ?a  ?g  U  ?b   => ?a  U  ?b    0,438297872     0,244075829     0,26142132      206     844     788     -1
?g  B  ?a  ?g  U  ?b   => ?a  U  ?b     0,676595745     0,216326531     0,223157895     318     1470    1425    -1
?g  GG  ?a  ?g  P  ?b   => ?a  U  ?b    0,578723404     0,19724438      0,214173228     272     1379    1270    -1
?g  Ra  ?a  ?g  U  ?b   => ?a  U  ?b    0,942553191     0,215362178     0,220727454     443     2057    2007    -1
?g  B  ?a  ?g  P  ?b   => ?a  U  ?b     0,908510638     0,181856899     0,187198597     427     2348    2281    -1
?a  Ra  ?b  ?a  Rg  ?b   => ?a  B  ?b   0,096774194     0,134831461     0,136363636     36      267     264     -1
?g  E  ?a  ?g  U  ?b   => ?a  U  ?b     0,931914894     0,192021043     0,199817518     438     2281    2192    -1
?g  P  ?b  ?g  Ra  ?a   => ?a  U  ?b    0,987234043     0,180404355     0,186046512     464     2572    2494    -1
?a  Ra  ?b  ?b  Rg  ?a   => ?a  B  ?b   0,110215054     0,145390071     0,147482014     41      282     278     -1
?a  E  ?h  ?h  P  ?b   => ?a  U  ?b     0,991489362     0,169948942     0,187449718     466     2742    2486    -1
?g  P  ?b  ?g  Q  ?a   => ?a  U  ?b     0,995744681     0,175873732     0,185053381     468     2661    2529    -1
?g  P  ?b  ?g  Rg  ?a   => ?a  U  ?b    0,995744681     0,176204819     0,183962264     468     2656    2544    -1
?g  E  ?a  ?g  P  ?b   => ?a  U  ?b     0,993617021     0,175960814     0,184877276     467     2654    2526    -1
?a  GG  ?b  ?a  Ra  ?b   => ?a  B  ?b   0,040322581     0,348837209     0,365853659     15      43      41      -1
?b  E  ?a  ?a  Ra  ?b   => ?a  B  ?b    0,067204301     0,134408602     0,135869565     25      186     184     -1
?b  GG  ?a  ?a  Ra  ?b   => ?a  B  ?b   0,040322581     0,326086957     0,326086957     15      46      46      -1
?a  Q  ?b  ?b  Ra  ?a   => ?a  B  ?b    0,083333333     0,165775401     0,172222222     31      187     180     -1
?a  GG  ?b  ?b  Ra  ?a   => ?a  B  ?b   0,037634409     0,304347826     0,325581395     14      46      43      -1
?b  GG  ?a  ?b  Rg  ?a   => ?a  B  ?b   0,067204301     0,247524752     0,25    25      101     100     -1
?b  E  ?a  ?b  Ra  ?a   => ?a  B  ?b    0,099462366     0,18974359      0,193717277     37      195     191     -1
?b  E  ?a  ?b  Rg  ?a   => ?a  B  ?b    0,172043011     0,166233766     0,168865435     64      385     379     -1
?a  E  ?b  ?b  Rg  ?a   => ?a  B  ?b    0,155913978     0,150259067     0,150649351     58      386     385     -1
?a  Q  ?b  ?b  Rg  ?a   => ?a  B  ?b    0,150537634     0,143589744     0,146981627     56      390     381     -1
?b  E  ?a  ?a  GG  ?b   => ?a  B  ?b    0,045698925     0,220779221     0,22972973      17      77      74      -1
?b  B  ?a  ?b  Rg  ?a   => ?a  B  ?b    0,258064516     0,671328671     0,690647482     96      143     139     -1
?b  Ra  ?a  ?b  Rg  ?a   => ?a  B  ?b   0,129032258     0,179775281     0,182509506     48      267     263     -1
?a  GG  ?b  ?a  Rg  ?b   => ?a  B  ?b   0,061827957     0,227722772     0,232323232     23      101     99      -1
?b  E  ?a  ?b  GG  ?a   => ?a  B  ?b    0,040322581     0,211267606     0,211267606     15      71      71      -1
?a  E  ?b  ?a  GG  ?b   => ?a  B  ?b    0,045698925     0,23943662      0,23943662      17      71      71      -1
?b  Q  ?a  ?b  Rg  ?a   => ?a  B  ?b    0,147849462     0,142487047     0,145502646     55      386     378     -1
?b  Q  ?a  ?a  Rg  ?b   => ?a  B  ?b    0,147849462     0,141025641     0,143603133     55      390     383     -1
?b  GG  ?a  ?b  Ra  ?a   => ?a  B  ?b   0,048387097     0,418604651     0,418604651     18      43      43      -1
?a  GG  ?b  ?b  Q  ?a   => ?a  B  ?b    0,053763441     0,204081633     0,206185567     20      98      97      -1
?b  GG  ?a  ?a  Rg  ?b   => ?a  B  ?b   0,056451613     0,216494845     0,216494845     21      97      97      -1
?b  B  ?a  ?b  Q  ?a   => ?a  B  ?b     0,172043011     0,64    0,666666667     64      100     96      -1
?a  GG  ?b  ?b  Rg  ?a   => ?a  B  ?b   0,056451613     0,216494845     0,225806452     21      97      93      -1
?b  E  ?a  ?b  Q  ?a   => ?a  B  ?b     0,11827957      0,145214521     0,149152542     44      303     295     -1
?b  E  ?a  ?a  Rg  ?b   => ?a  B  ?b    0,166666667     0,160621762     0,163157895     62      386     380     -1
?b  E  ?a  ?a  Q  ?b   => ?a  B  ?b     0,120967742     0,142857143     0,147540984     45      315     305     -1
?b  B  ?a  ?b  GG  ?a   => ?a  B  ?b    0,075268817     0,736842105     0,736842105     28      38      38      -1
?b  Q  ?a  ?a  Q  ?b   => ?a  B  ?b     0,22311828      0,097647059     0,102091021     83      850     813     -1
?b  B  ?a  ?a  GG  ?b   => ?a  B  ?b    0,075268817     0,717948718     0,756756757     28      39      37      -1
?a  E  ?b  ?b  Q  ?a   => ?a  B  ?b     0,115591398     0,136507937     0,137380192     43      315     313     -1
?b  B  ?a  ?b  E  ?a   => ?a  B  ?b     0,206989247     0,620967742     0,658119658     77      124     117     -1
?b  E  ?a  ?a  E  ?b   => ?a  B  ?b     0,258064516     0,129032258     0,129380054     96      744     742     -1
?b  B  ?a  ?a  Q  ?b   => ?a  B  ?b     0,172043011     0,62745098      0,666666667     64      102     96      -1
?a  Q  ?b  ?a  Rg  ?b   => ?a  B  ?b    0,134408602     0,129533679     0,131926121     50      386     379     -1
?a  E  ?b  ?a  Q  ?b   => ?a  B  ?b     0,110215054     0,135313531     0,135761589     41      303     302     -1
?a  E  ?b  ?a  Rg  ?b   => ?a  B  ?b    0,153225806     0,148051948     0,148051948     57      385     385     -1
?b  B  ?a  ?a  Rg  ?b   => ?a  B  ?b    0,258064516     0,631578947     0,64    96      152     150     -1
?h  GG  ?a  ?b  Ra  ?h   => ?a  B  ?b   0,384408602     0,128944995     0,132284921     143     1109    1081    -1
?h  B  ?a  ?b  Ra  ?h   => ?a  B  ?b    0,771505376     0,12654321      0,129454217     287     2268    2217    -1
?h  E  ?a  ?b  Ra  ?h   => ?a  B  ?b    0,922043011     0,107254534     0,109900673     343     3198    3121    -1
?h  Ra  ?a  ?b  Ra  ?h   => ?a  B  ?b   0,85483871      0,108643662     0,112011272     318     2927    2839    -1
?a  Iw  ?h  ?b  Ra  ?h   => ?a  B  ?b   0,129032258     0,112412178     0,123393316     48      427     389     -1
?h  Q  ?a  ?b  Ra  ?h   => ?a  B  ?b    0,900537634     0,10361893      0,107440667     335     3233    3118    -1
?b  Ra  ?h  ?a  Rg  ?h   => ?a  B  ?b   0,956989247     0,106268657     0,108173807     356     3350    3291    -1
?a  Q  ?h  ?b  Ra  ?h   => ?a  B  ?b    0,89516129      0,101339014     0,10521327      333     3286    3165    -1
?b  Ra  ?h  ?h  Rg  ?a   => ?a  B  ?b   0,959677419     0,105403012     0,107465382     357     3387    3322    -1
?a  E  ?h  ?b  Ra  ?h   => ?a  B  ?b    0,935483871     0,105104198     0,1055505       348     3311    3297    -1
?a  B  ?h  ?b  Ra  ?h   => ?a  B  ?b    0,801075269     0,127404874     0,127404874     298     2339    2339    -1
?a  Ra  ?h  ?b  Ra  ?h   => ?a  B  ?b   0,873655914     0,108153078     0,111225188     325     3005    2922    -1
?h  GG  ?a  ?b  Q  ?h   => ?a  B  ?b    0,456989247     0,115254237     0,119887165     170     1475    1418    -1
?h  B  ?a  ?b  Q  ?h   => ?a  B  ?b     0,862903226     0,120269764     0,122941402     321     2669    2611    -1
?b  Q  ?h  ?h  Ra  ?a   => ?a  B  ?b    0,908602151     0,103744629     0,106725608     338     3258    3167    -1
?h  E  ?a  ?b  Q  ?h   => ?a  B  ?b     0,943548387     0,102094241     0,105278944     351     3438    3334    -1
?h  Q  ?a  ?b  Q  ?h   => ?a  B  ?b     0,978494624     0,101449275     0,104929374     364     3588    3469    -1
?b  Q  ?h  ?h  Rg  ?a   => ?a  B  ?b    0,970430108     0,101948602     0,104637681     361     3541    3450    -1
?a  GG  ?h  ?b  Q  ?h   => ?a  B  ?b    0,502688172     0,103429204     0,106796117     187     1808    1751    -1
?a  B  ?h  ?b  Q  ?h   => ?a  B  ?b     0,935483871     0,126499455     0,126499455     348     2751    2751    -1
?b  Q  ?h  ?a  Ra  ?h   => ?a  B  ?b    0,903225806     0,102251978     0,104934416     336     3286    3202    -1
?b  E  ?h  ?h  GG  ?a   => ?a  B  ?b    0,451612903     0,111405836     0,115702479     168     1508    1452    -1
?a  GG  ?h  ?b  Ra  ?h   => ?a  B  ?b   0,440860215     0,11533052      0,119359534     164     1422    1374    -1
?h  B  ?a  ?b  E  ?h   => ?a  B  ?b     0,844086022     0,116641902     0,119255602     314     2692    2633    -1
?b  E  ?h  ?h  Ra  ?a   => ?a  B  ?b    0,897849462     0,101488909     0,104472943     334     3291    3197    -1
?a  E  ?h  ?b  Q  ?h   => ?a  B  ?b     0,962365591     0,10073157      0,101907202     358     3554    3513    -1
?b  Q  ?h  ?a  Rg  ?h   => ?a  B  ?b    0,970430108     0,102731929     0,105278507     361     3514    3429    -1
?a  Q  ?h  ?b  Q  ?h   => ?a  B  ?b     0,975806452     0,101709162     0,105247898     363     3569    3449    -1
?h  GG  ?a  ?b  Rg  ?h   => ?a  B  ?b   0,52688172      0,123659306     0,127521145     196     1585    1537    -1
?h  Iw  ?a  ?b  Rg  ?h   => ?a  B  ?b   0,080645161     0,082417582     0,107913669     30      364     278     -1
?b  E  ?h  ?a  GG  ?h   => ?a  B  ?b    0,454301075     0,098484848     0,101623572     169     1716    1663    -1
?h  B  ?a  ?b  Rg  ?h   => ?a  B  ?b    0,924731183     0,1185798       0,120956399     344     2901    2844    -1
?h  Ra  ?a  ?b  Rg  ?h   => ?a  B  ?b   0,951612903     0,106402164     0,109665428     354     3327    3228    -1
?a  B  ?h  ?b  E  ?h   => ?a  B  ?b     0,870967742     0,117179024     0,117179024     324     2765    2765    -1
?b  E  ?h  ?a  Ra  ?h   => ?a  B  ?b    0,889784946     0,099969798     0,102763117     331     3311    3221    -1
?a  Iw  ?h  ?b  Rg  ?h   => ?a  B  ?b   0,271505376     0,113610799     0,120669056     101     889     837     -1
?h  E  ?a  ?b  Rg  ?h   => ?a  B  ?b    0,975806452     0,104130809     0,107269504     363     3486    3384    -1
?a  B  ?h  ?b  Rg  ?h   => ?a  B  ?b    0,983870968     0,123190845     0,123190845     366     2971    2971    -1
?b  P  ?h  ?h  X  ?a   => ?a  B  ?b     0,779569892     0,107646622     0,110771581     290     2694    2618    -1
?a  Q  ?h  ?b  Rg  ?h   => ?a  B  ?b    0,970430108     0,102731929     0,106332842     361     3514    3395    -1
?a  E  ?h  ?b  Rg  ?h   => ?a  B  ?b    0,994623656     0,103409726     0,104608425     370     3578    3537    -1
?h  Q  ?a  ?b  Rg  ?h   => ?a  B  ?b    0,975806452     0,102484472     0,106047327     363     3542    3423    -1
?a  I  ?h  ?b  P  ?h   => ?a  B  ?b     0,35483871      0,10653753      0,10653753      132     1239    1239    -1
?a  D  ?h  ?b  P  ?h   => ?a  B  ?b     0,690860215     0,112423447     0,115040286     257     2286    2234    -1
?h  Rg  ?a  ?b  Rg  ?h   => ?a  B  ?b   0,981182796     0,1032824       0,105613426     365     3534    3456    -1
?h  N  ?a  ?b  Z  ?h   => ?a  B  ?b     0,02688172      0,185185185     0,192307692     10      54      52      -1
?b  P  ?h  ?a  U  ?h   => ?a  B  ?b     0,892473118     0,10018105      0,101809261     332     3314    3261    -1
?b  P  ?h  ?a  Te  ?h   => ?a  B  ?b    0,77688172      0,099758371     0,104031677     289     2897    2778    -1
?a  K  ?h  ?b  Z  ?h   => ?a  B  ?b     0,053763441     0,128205128     0,128205128     20      156     156     -1
?h  N  ?a  ?b  O  ?h   => ?a  B  ?b     0,010752688     0,142857143     0,16    4       28      25      -1
?a  GG  ?h  ?b  Rg  ?h   => ?a  B  ?b   0,545698925     0,110566449     0,114173228     203     1836    1778    -1
?a  Ra  ?h  ?b  Rg  ?h   => ?a  B  ?b   0,965053763     0,107164179     0,110427561     359     3350    3251    -1
?a  K  ?h  ?b  K  ?h   => ?a  B  ?b     0,067204301     0,147058824     0,147058824     25      170     170     -1
?h  B  ?a  ?b  Z  ?h   => ?a  B  ?b     0,02688172      0,277777778     0,277777778     10      36      36      -1
?a  Z  ?h  ?b  Z  ?h   => ?a  B  ?b     0,096774194     0,124137931     0,124567474     36      290     289     -1
?h  Iw  ?a  ?b  Z  ?h   => ?a  B  ?b    0,024193548     0,176470588     0,176470588     9       51      51      -1
?b  K  ?h  ?h  N  ?a   => ?a  B  ?b     0,067204301     0,190839695     0,215517241     25      131     116     -1
?h  E  ?a  ?b  K  ?h   => ?a  B  ?b     0,212365591     0,144160584     0,146567718     79      548     539     -1
?a  Rg  ?h  ?b  Rg  ?h   => ?a  B  ?b   0,981182796     0,104494704     0,106321002     365     3493    3433    -1
?h  ML  ?a  ?b  P  ?h   => ?a  B  ?b    0,983870968     0,098387097     0,10172318      366     3720    3598    -1
?a  P  ?h  ?b  P  ?h   => ?a  B  ?b     0,983870968     0,098360656     0,101694915     366     3721    3599    -1
?h  B  ?a  ?b  K  ?h   => ?a  B  ?b     0,018817204     0,166666667     0,166666667     7       42      42      -1
?h  Iw  ?a  ?b  K  ?h   => ?a  B  ?b    0,018817204     0,194444444     0,194444444     7       36      36      -1
?b  K  ?h  ?a  Z  ?h   => ?a  B  ?b     0,061827957     0,147435897     0,150326797     23      156     153     -1
?h  E  ?a  ?b  Z  ?h   => ?a  B  ?b     0,206989247     0,153081511     0,158436214     77      503     486     -1
?b  B  ?h  ?h  Iw  ?a   => ?a  B  ?b    0,064516129     0,118811881     0,137931034     24      202     174     -1
?b  B  ?h  ?h  GG  ?a   => ?a  B  ?b    0,327956989     0,138636364     0,14403778      122     880     847     -1
?h  B  ?a  ?b  B  ?h   => ?a  B  ?b     0,696236559     0,143888889     0,147578348     259     1800    1755    -1
?b  B  ?h  ?h  Q  ?a   => ?a  B  ?b     0,838709677     0,113207547     0,117558402     312     2756    2654    -1
?b  B  ?h  ?h  Ra  ?a   => ?a  B  ?b    0,75    0,121887287     0,124553571     279     2289    2240    -1
?b  B  ?h  ?h  Rg  ?a   => ?a  B  ?b    0,905913978     0,112671347     0,114664852     337     2991    2939    -1
?b  B  ?h  ?a  Rg  ?h   => ?a  B  ?b    0,916666667     0,11477617      0,116621067     341     2971    2924    -1
?b  B  ?h  ?a  Iw  ?h   => ?a  B  ?b    0,198924731     0,18974359      0,2     74      390     370     -1
?b  B  ?h  ?a  GG  ?h   => ?a  B  ?b    0,327956989     0,126556017     0,131465517     122     964     928     -1
?b  B  ?h  ?a  Ra  ?h   => ?a  B  ?b    0,731182796     0,116289012     0,118673647     272     2339    2292    -1
?a  B  ?h  ?b  B  ?h   => ?a  B  ?b     0,701612903     0,144678492     0,144678492     261     1804    1804    -1
?h  GG  ?a  ?b  Iw  ?h   => ?a  B  ?b   0,029569892     0,142857143     0,142857143     11      77      77      -1
?b  Iw  ?h  ?h  Ra  ?a   => ?a  B  ?b   0,161290323     0,12793177      0,134529148     60      469     446     -1
?h  B  ?a  ?b  Iw  ?h   => ?a  B  ?b    0,129032258     0,19123506      0,2     48      251     240     -1
?h  E  ?a  ?b  Iw  ?h   => ?a  B  ?b    0,266129032     0,118138425     0,122524752     99      838     808     -1
?b  B  ?h  ?a  E  ?h   => ?a  B  ?b     0,852150538     0,114647378     0,115063521     317     2765    2755    -1
?b  B  ?h  ?a  Q  ?h   => ?a  B  ?b     0,85483871      0,115594329     0,120136003     318     2751    2647    -1
?b  Iw  ?h  ?h  Rg  ?a   => ?a  B  ?b   0,244623656     0,105446118     0,107058824     91      863     850     -1
?b  Iw  ?h  ?h  Q  ?a   => ?a  B  ?b    0,166666667     0,105621806     0,10877193      62      587     570     -1
?a  B  ?h  ?b  Iw  ?h   => ?a  B  ?b    0,204301075     0,194871795     0,194871795     76      390     390     -1
?b  B  ?h  ?h  E  ?a   => ?a  B  ?b     0,836021505     0,116610424     0,119661408     311     2667    2599    -1
?h  Iw  ?a  ?b  Iw  ?h   => ?a  B  ?b   0,021505376     0,044692737     0,129032258     8       179     62      -1
?a  GG  ?h  ?b  Iw  ?h   => ?a  B  ?b   0,040322581     0,102040816     0,107142857     15      147     140     -1
?a  E  ?h  ?b  Iw  ?h   => ?a  B  ?b    0,233870968     0,102232667     0,102232667     87      851     851     -1
?b  Iw  ?h  ?a  Ra  ?h   => ?a  B  ?b   0,126344086     0,110070258     0,110588235     47      427     425     -1
?a  D  ?h  ?b  I  ?h   => ?a  B  ?b     0,110215054     0,143356643     0,145907473     41      286     281     -1
?b  I  ?h  ?a  U  ?h   => ?a  B  ?b     0,225806452     0,118309859     0,119148936     84      710     705     -1
?b  Iw  ?h  ?a  Rg  ?h   => ?a  B  ?b   0,252688172     0,105736783     0,108796296     94      889     864     -1
?a  I  ?h  ?b  I  ?h   => ?a  B  ?b     0,083333333     0,125506073     0,125506073     31      247     247     -1
?h  B  ?a  ?b  GG  ?h   => ?a  B  ?b    0,373655914     0,152915292     0,157417894     139     909     883     -1
?b  I  ?h  ?h  X  ?a   => ?a  B  ?b     0,137096774     0,127819549     0,128140704     51      399     398     -1
?h  E  ?a  ?b  GG  ?h   => ?a  B  ?b    0,532258065     0,117437722     0,120658135     198     1686    1641    -1
?b  GG  ?h  ?h  Rg  ?a   => ?a  B  ?b   0,60483871      0,125348189     0,128132118     225     1795    1756    -1
?b  I  ?h  ?h  ML  ?a   => ?a  B  ?b    0,424731183     0,108293352     0,112295665     158     1459    1407    -1
?b  I  ?h  ?a  P  ?h   => ?a  B  ?b     0,35483871      0,10653753      0,110831234     132     1239    1191    -1
?b  I  ?h  ?a  Te  ?h   => ?a  B  ?b    0,206989247     0,133217993     0,1375  77      578     560     -1
?h  GG  ?a  ?b  GG  ?h   => ?a  B  ?b   0,166666667     0,151960784     0,158567775     62      408     391     -1
?b  GG  ?h  ?h  Iw  ?a   => ?a  B  ?b   0,037634409     0,141414141     0,152173913     14      99      92      -1
?b  GG  ?h  ?h  Ra  ?a   => ?a  B  ?b   0,48655914      0,127017544     0,130780347     181     1425    1384    -1
?b  GG  ?h  ?a  Iw  ?h   => ?a  B  ?b   0,051075269     0,129251701     0,145038168     19      147     131     -1
