Task;Grounder;KGE;Rule_Miner;EmbedSize;WeightLoss_Task;Reasoner_depth;Model_name;Time;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1@1;train_concept_hits@3@3;train_task_mrr;train_task_hits@1@1;train_task_hits@3@3;val_loss;val_concept_loss;val_task_loss;val_concept_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_task_mrr;val_task_hits@1@1;val_task_hits@3@3;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1@1;test_concept_hits@3@3;test_task_mrr;test_task_hits@1@1;test_task_hits@3@3
countries_s2_reason_3p;backward_prune_3;complex;None;100;0.5;1;r2n;[44.544539260864255, 0.9458907864366837];[0.0158, 0.0004];[0.0119, 0.0002];[0.0196, 0.0006];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9995, 0.0003];[0.999, 0.0006];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3961, 0.0367];[0.4072, 0.0408];[0.3849, 0.033];[0.8855, 0.0188];[0.832, 0.0271];[0.916, 0.0294];[0.9087, 0.0175];[0.868, 0.0271];[0.932, 0.016]
countries_s2_reason_3p;backward_prune_3;complex;None;100;0.5;1;no_reasoner;[19.834767484664916, 0.588102820868889];[2.5768, 0.0001];[0.0119, 0.0002];[5.1417, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6068, 0.0071];[0.3458, 0.0138];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[1.7632, 0.0271];[0.4414, 0.0542];[3.085, 0.0];[0.8883, 0.0133];[0.828, 0.0204];[0.932, 0.016];[0.7234, 0.0209];[0.604, 0.015];[0.816, 0.0697]
countries_s2_reason_3p;backward_prune_3;complex;None;100;0.5;1;sbr;[39.34629259109497, 1.6492278118995107];[0.0131, 0.0003];[0.0124, 0.0003];[0.0138, 0.0005];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.4306, 0.0563];[0.4353, 0.0579];[0.4259, 0.055];[0.8722, 0.0198];[0.804, 0.0344];[0.92, 0.0335];[0.8944, 0.021];[0.84, 0.0358];[0.928, 0.0325]
countries_s2_reason_3p;backward_prune_3;complex;None;100;0.5;1;rnm;[38.66854104995728, 2.099044060986822];[0.0124, 0.0002];[0.0119, 0.0002];[0.0128, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.4406, 0.0568];[0.4429, 0.0568];[0.4382, 0.057];[0.8792, 0.0249];[0.812, 0.0412];[0.932, 0.0204];[0.8799, 0.0248];[0.812, 0.0412];[0.936, 0.0233]
countries_s2_reason_3p;backward_prune_3;complex;None;100;0.5;1;dcr;[49.57925505638123, 2.9338841465063825];[0.024, 0.0022];[0.0122, 0.0002];[0.0158, 0.0011];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.4302, 0.0639];[0.4247, 0.0683];[0.4146, 0.0628];[0.8845, 0.0323];[0.824, 0.0512];[0.924, 0.0233];[0.9057, 0.0274];[0.86, 0.0456];[0.928, 0.0204]
countries_s2_reason_3np;backward_3;complex;None;100;0.5;1;r2n;[50.966138219833375, 1.0324718257618022];[0.0128, 0.0003];[0.0121, 0.0002];[0.0135, 0.0004];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.369, 0.0398];[0.3828, 0.0372];[0.3551, 0.0435];[0.8809, 0.0162];[0.816, 0.0344];[0.928, 0.016];[0.9164, 0.0302];[0.876, 0.0463];[0.936, 0.032]
countries_s2_reason_3np;backward_3;complex;None;100;0.5;1;no_reasoner;[19.439383840560915, 0.7691795240161953];[2.5768, 0.0001];[0.0119, 0.0002];[5.1417, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6068, 0.0071];[0.3458, 0.0138];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[1.7632, 0.0271];[0.4414, 0.0542];[3.085, 0.0];[0.8883, 0.0133];[0.828, 0.0204];[0.932, 0.016];[0.7234, 0.0209];[0.604, 0.015];[0.816, 0.0697]
countries_s2_reason_3np;backward_3;complex;None;100;0.5;1;sbr;[45.75281109809875, 3.174147777447969];[0.0188, 0.0017];[0.0154, 0.0009];[0.0222, 0.0026];[0.9999, 0.0002];[0.9998, 0.0004];[1.0, 0.0];[0.9999, 0.0002];[0.9998, 0.0004];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.4368, 0.0571];[0.3922, 0.0657];[0.4814, 0.0491];[0.8947, 0.023];[0.844, 0.0344];[0.928, 0.0204];[0.8958, 0.0327];[0.84, 0.0522];[0.936, 0.0196]
countries_s2_reason_3np;backward_3;complex;None;100;0.5;1;rnm;[43.41352076530457, 1.7256117635889874];[0.0129, 0.0003];[0.0121, 0.0003];[0.0137, 0.0004];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.4266, 0.0533];[0.4346, 0.0584];[0.4185, 0.0484];[0.8862, 0.025];[0.828, 0.0392];[0.928, 0.0271];[0.8869, 0.0243];[0.828, 0.0392];[0.936, 0.015]
countries_s2_reason_3np;backward_3;complex;None;100;0.5;1;dcr;[55.65496854782104, 4.0135404027814605];[0.0465, 0.0035];[0.0123, 0.0002];[0.0234, 0.004];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9998, 0.0004];[0.9996, 0.0008];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.4578, 0.048];[0.4435, 0.0631];[0.4183, 0.0401];[0.8805, 0.0272];[0.82, 0.04];[0.916, 0.0294];[0.9485, 0.0239];[0.924, 0.0367];[0.964, 0.0265]
countries_s3_reason_2p;backward_prune_2;complex;None;100;0.5;1;r2n;[102.05319633483887, 3.6892477046178205];[0.02, 0.0075];[0.0119, 0.0002];[0.028, 0.015];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9991, 0.001];[0.9981, 0.0019];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.522, 0.1084];[0.5403, 0.1006];[0.5037, 0.1187];[0.7643, 0.0416];[0.648, 0.0546];[0.864, 0.0543];[0.8001, 0.0619];[0.7, 0.0849];[0.892, 0.0601]
countries_s3_reason_2p;backward_prune_2;complex;None;100;0.5;1;no_reasoner;[19.899228286743163, 0.46634438398399053];[2.5768, 0.0001];[0.012, 0.0002];[5.1417, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6052, 0.0087];[0.3458, 0.0159];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[1.8187, 0.0422];[0.5525, 0.0844];[3.085, 0.0];[0.7907, 0.0228];[0.676, 0.0233];[0.888, 0.0652];[0.7234, 0.0209];[0.604, 0.015];[0.816, 0.0697]
countries_s3_reason_2p;backward_prune_2;complex;None;100;0.5;1;sbr;[96.8775927066803, 2.955289075007952];[0.0161, 0.0008];[0.0128, 0.0003];[0.0193, 0.0013];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.582, 0.0656];[0.5768, 0.0882];[0.5872, 0.0456];[0.751, 0.0368];[0.628, 0.0546];[0.848, 0.0271];[0.9228, 0.025];[0.852, 0.0371];[0.988, 0.016]
countries_s3_reason_2p;backward_prune_2;complex;None;100;0.5;1;rnm;[95.39888920783997, 1.1501606479903328];[0.0129, 0.0002];[0.0119, 0.0002];[0.0139, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.5212, 0.0732];[0.5517, 0.0952];[0.4907, 0.052];[0.7841, 0.0301];[0.668, 0.0349];[0.888, 0.0614];[0.7877, 0.0277];[0.668, 0.0349];[0.912, 0.0483]
countries_s3_reason_2p;backward_prune_2;complex;None;100;0.5;1;dcr;[108.3695556640625, 2.281387030400666];[0.0326, 0.0025];[0.0119, 0.0002];[0.0286, 0.0083];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9993, 0.0012];[0.9985, 0.0024];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.7528, 0.1017];[0.5402, 0.1188];[0.9053, 0.2083];[0.822, 0.0312];[0.728, 0.0371];[0.9, 0.0632];[0.9007, 0.0108];[0.804, 0.0233];[1.0, 0.0]
countries_s3_reason_2np;backward_2;complex;None;100;0.5;1;r2n;[107.14215435981751, 2.637655904396404];[0.0137, 0.0006];[0.0119, 0.0001];[0.0155, 0.0012];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9999, 0.0002];[0.9998, 0.0004];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.501, 0.0545];[0.5259, 0.0598];[0.4762, 0.0544];[0.7813, 0.031];[0.664, 0.032];[0.852, 0.0574];[0.8271, 0.0281];[0.728, 0.0325];[0.896, 0.0463]
countries_s3_reason_2np;backward_2;complex;None;100;0.5;1;no_reasoner;[19.03446259498596, 0.1314897208153346];[2.5768, 0.0001];[0.012, 0.0002];[5.1417, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6052, 0.0087];[0.3458, 0.0159];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[1.8187, 0.0422];[0.5525, 0.0844];[3.085, 0.0];[0.7907, 0.0228];[0.676, 0.0233];[0.888, 0.0652];[0.7234, 0.0209];[0.604, 0.015];[0.816, 0.0697]
countries_s3_reason_2np;backward_2;complex;None;100;0.5;1;sbr;[100.19497117996215, 1.8392171239929505];[0.031, 0.0015];[0.0187, 0.0015];[0.0433, 0.0028];[0.9999, 0.0002];[0.9998, 0.0004];[1.0, 0.0];[0.9999, 0.0002];[0.9998, 0.0004];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.7606, 0.0298];[0.4309, 0.063];[1.0904, 0.0186];[0.7844, 0.0227];[0.656, 0.0294];[0.9, 0.049];[0.8364, 0.0331];[0.74, 0.0456];[0.912, 0.0349]
countries_s3_reason_2np;backward_2;complex;None;100;0.5;1;rnm;[104.22012915611268, 5.036595616387576];[0.0159, 0.0002];[0.0119, 0.0001];[0.02, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.5147, 0.0665];[0.5298, 0.0871];[0.4995, 0.047];[0.7895, 0.0304];[0.68, 0.0335];[0.88, 0.0681];[0.7929, 0.0286];[0.68, 0.0335];[0.892, 0.0614]
countries_s3_reason_2np;backward_2;complex;None;100;0.5;1;dcr;[114.51617484092712, 1.750237638450745];[0.0871, 0.0034];[0.0119, 0.0002];[0.0388, 0.0034];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.6486, 0.054];[0.5405, 0.0721];[0.6245, 0.0867];[0.7949, 0.0185];[0.688, 0.0204];[0.868, 0.0588];[0.8673, 0.0233];[0.8, 0.0283];[0.892, 0.0271]
countries_s3_reason_3p;backward_prune_3;complex;None;100;0.5;1;r2n;[168.1192280292511, 7.074044164785672];[0.0167, 0.0028];[0.0122, 0.0004];[0.0212, 0.0054];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9995, 0.0005];[0.999, 0.0009];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.5019, 0.0748];[0.5309, 0.0854];[0.4728, 0.0642];[0.7725, 0.0402];[0.656, 0.0463];[0.86, 0.0645];[0.856, 0.0315];[0.788, 0.0412];[0.908, 0.0431]
countries_s3_reason_3p;backward_prune_3;complex;None;100;0.5;1;no_reasoner;[20.00986256599426, 0.16242479548179384];[2.5769, 0.0001];[0.0122, 0.0003];[5.1417, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6052, 0.0087];[0.3458, 0.0159];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[1.8179, 0.0272];[0.5509, 0.0544];[3.085, 0.0];[0.7881, 0.0292];[0.68, 0.0456];[0.856, 0.0196];[0.7234, 0.0209];[0.604, 0.015];[0.816, 0.0697]
countries_s3_reason_3p;backward_prune_3;complex;None;100;0.5;1;sbr;[150.2200222015381, 9.604540667302516];[0.0216, 0.0026];[0.0145, 0.001];[0.0286, 0.0048];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.7473, 0.0406];[0.5552, 0.05];[0.9393, 0.0615];[0.7496, 0.0163];[0.628, 0.016];[0.84, 0.0727];[0.8459, 0.0233];[0.744, 0.0427];[0.948, 0.0271]
countries_s3_reason_3p;backward_prune_3;complex;None;100;0.5;1;rnm;[150.1867376804352, 9.004330054472016];[0.0141, 0.0007];[0.0122, 0.0004];[0.0161, 0.001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.5079, 0.0565];[0.5325, 0.0773];[0.4832, 0.0363];[0.7997, 0.0454];[0.696, 0.0674];[0.864, 0.0445];[0.8053, 0.0431];[0.696, 0.0674];[0.896, 0.0294]
countries_s3_reason_3p;backward_prune_3;complex;None;100;0.5;1;dcr;[177.57071256637573, 15.168616050296254];[0.0648, 0.0128];[0.0122, 0.0004];[0.037, 0.0127];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9993, 0.0006];[0.9983, 0.0016];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[1.0386, 0.1995];[0.5337, 0.0779];[1.4568, 0.3629];[0.8113, 0.0421];[0.724, 0.0585];[0.86, 0.0456];[0.8203, 0.0328];[0.716, 0.0557];[0.916, 0.0367]
countries_s3_reason_3np;backward_3;complex;None;100;0.5;1;r2n;[189.1770263195038, 4.283740932767715];[0.0167, 0.0026];[0.0121, 0.0003];[0.0214, 0.0053];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9991, 0.0008];[0.9981, 0.0015];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.4715, 0.0452];[0.5024, 0.0624];[0.4406, 0.031];[0.8021, 0.0297];[0.704, 0.0344];[0.86, 0.079];[0.8941, 0.0409];[0.848, 0.0601];[0.908, 0.0392]
countries_s3_reason_3np;backward_3;complex;None;100;0.5;1;no_reasoner;[19.740980052947997, 0.11951933245629114];[2.5769, 0.0001];[0.0122, 0.0003];[5.1417, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6052, 0.0087];[0.3458, 0.0159];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[1.8179, 0.0272];[0.5509, 0.0544];[3.085, 0.0];[0.7881, 0.0292];[0.68, 0.0456];[0.856, 0.0196];[0.7234, 0.0209];[0.604, 0.015];[0.816, 0.0697]
countries_s3_reason_3np;backward_3;complex;None;100;0.5;1;sbr;[156.10857853889465, 10.261585342122336];[0.0335, 0.0023];[0.022, 0.0022];[0.0451, 0.0026];[0.9999, 0.0002];[0.9998, 0.0004];[1.0, 0.0];[0.9999, 0.0002];[0.9998, 0.0004];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.7398, 0.015];[0.4546, 0.0508];[1.025, 0.0332];[0.7704, 0.0323];[0.648, 0.0449];[0.868, 0.0515];[0.8353, 0.0517];[0.748, 0.0744];[0.9, 0.0456]
