Task;Grounder;KGE;EmbedSize;WeightLoss_Task;Reasoner_depth;Model_name;Time;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1@1;train_concept_hits@3@3;train_concept_hits@5@5;train_concept_hits@10@10;train_task_mrr;train_task_hits@1@1;train_task_hits@3@3;train_task_hits@5@5;train_task_hits@10@10;val_loss;val_concept_loss;val_task_loss;val_concept_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_concept_hits@5@5;val_concept_hits@10@10;val_task_mrr;val_task_hits@1@1;val_task_hits@3@3;val_task_hits@5@5;val_task_hits@10@10;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1@1;test_concept_hits@3@3;test_concept_hits@5@5;test_concept_hits@10@10;test_task_mrr;test_task_hits@1@1;test_task_hits@3@3;test_task_hits@5@5;test_task_hits@10@10
train_S1_p;backward_1;complex;100;0.5;1;no_reasoner;[15.419867420196534, 1.6148075908362571];[2.5767, 0.0001];[0.0118, 0.0003];[5.1417, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6113, 0.0099];[0.3225, 0.0238];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9153, 0.0219];[0.4283, 0.0438];[1.4023, 0.0];[0.9168, 0.0203];[0.87, 0.0303];[0.956, 0.0185];[0.964, 0.0185];[0.992, 0.0075];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[1.7597, 0.0367];[0.4345, 0.0733];[3.085, 0.0];[0.9321, 0.0162];[0.904, 0.0233];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward_1;distmult;100;0.5;1;dcr;[14.011646223068237, 1.8496160631787077];[0.0157, 0.0001];[0.012, 0.0002];[0.0123, 0.0004];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3752, 0.0524];[0.3668, 0.049];[0.3764, 0.0559];[0.9299, 0.0172];[0.896, 0.0224];[0.956, 0.0196];[0.966, 0.015];[0.992, 0.0098];[0.9441, 0.0207];[0.914, 0.028];[0.97, 0.0179];[0.972, 0.0147];[0.996, 0.0049];[0.3791, 0.076];[0.3859, 0.0732];[0.3651, 0.0793];[0.9217, 0.037];[0.888, 0.0546];[0.932, 0.0204];[1.0, 0.0];[1.0, 0.0];[0.9451, 0.032];[0.924, 0.0463];[0.944, 0.0294];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward_1;distmult;100;0.5;1;r2n;[13.135238647460938, 1.666979348195279];[0.0325, 0.0036];[0.0119, 0.0003];[0.0531, 0.0071];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9946, 0.0021];[0.9892, 0.0041];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3162, 0.0346];[0.3107, 0.0343];[0.3217, 0.0349];[0.929, 0.0155];[0.898, 0.0172];[0.944, 0.0206];[0.96, 0.019];[0.992, 0.0098];[0.97, 0.0167];[0.944, 0.0294];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.2814, 0.0375];[0.3444, 0.0572];[0.2185, 0.0203];[0.9147, 0.0287];[0.876, 0.0427];[0.928, 0.024];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward_1;distmult;100;0.5;1;sbr;[12.358865213394164, 1.7309542329569463];[0.0194, 0.0009];[0.0156, 0.0008];[0.0232, 0.0011];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3868, 0.0487];[0.3894, 0.0488];[0.3843, 0.0487];[0.9107, 0.0269];[0.87, 0.0352];[0.94, 0.0261];[0.958, 0.0194];[0.992, 0.0098];[0.9339, 0.0349];[0.894, 0.05];[0.968, 0.0271];[0.98, 0.0179];[1.0, 0.0];[0.347, 0.0533];[0.399, 0.0716];[0.295, 0.0351];[0.9169, 0.0251];[0.876, 0.0344];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0];[0.961, 0.0208];[0.936, 0.032];[0.988, 0.016];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward_1;distmult;100;0.5;1;rnm;[12.455433034896851, 1.787725458934355];[0.0138, 0.0005];[0.012, 0.0004];[0.0156, 0.0006];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3924, 0.0437];[0.4012, 0.0474];[0.3836, 0.04];[0.9262, 0.0208];[0.886, 0.0301];[0.958, 0.0147];[0.966, 0.012];[0.992, 0.0098];[0.9292, 0.0201];[0.886, 0.0301];[0.962, 0.0172];[0.982, 0.0133];[1.0, 0.0];[0.3747, 0.0627];[0.4157, 0.0785];[0.3338, 0.0476];[0.9273, 0.0247];[0.896, 0.0344];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0];[0.9327, 0.0236];[0.896, 0.0344];[0.968, 0.016];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward_1;distmult;100;0.5;1;gsbr;[12.708659315109253, 1.8976597039411867];[0.0118, 0.0003];[0.0119, 0.0003];[0.0118, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4054, 0.0489];[0.4036, 0.0474];[0.4073, 0.0504];[0.9251, 0.0195];[0.884, 0.0265];[0.956, 0.0185];[0.968, 0.0117];[0.992, 0.0098];[0.9295, 0.0228];[0.888, 0.0299];[0.962, 0.0232];[0.972, 0.0147];[0.992, 0.0098];[0.4156, 0.084];[0.4195, 0.0802];[0.4117, 0.0881];[0.9247, 0.0275];[0.892, 0.0412];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0];[0.9365, 0.0301];[0.912, 0.0412];[0.94, 0.0283];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward_1;distmult;100;0.5;1;cdcr;[15.004721736907959, 2.042448354208914];[0.0187, 0.004];[0.0134, 0.002];[0.0165, 0.0057];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3823, 0.0459];[0.3805, 0.0458];[0.3767, 0.0461];[0.9213, 0.0191];[0.882, 0.0279];[0.952, 0.0194];[0.962, 0.016];[0.992, 0.0098];[0.9276, 0.0263];[0.886, 0.035];[0.962, 0.0271];[0.968, 0.0204];[0.994, 0.008];[0.3827, 0.073];[0.4014, 0.0743];[0.3565, 0.0812];[0.9223, 0.0335];[0.888, 0.0515];[0.932, 0.0204];[1.0, 0.0];[1.0, 0.0];[0.9355, 0.0371];[0.904, 0.0557];[0.952, 0.0325];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward_1;distmult;100;0.5;1;no_reasoner;[13.97236156463623, 2.008404441354359];[2.5768, 0.0001];[0.0119, 0.0003];[5.1417, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6113, 0.0099];[0.3225, 0.0238];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9066, 0.0216];[0.4108, 0.0431];[1.4023, 0.0];[0.9183, 0.023];[0.872, 0.0337];[0.96, 0.0126];[0.966, 0.015];[0.992, 0.0075];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[1.7544, 0.0407];[0.4239, 0.0814];[3.085, 0.0];[0.9188, 0.0251];[0.884, 0.0344];[0.932, 0.0299];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward_1;transe;100;0.5;1;dcr;[14.892973899841309, 2.161934514774538];[1.2229, 0.0042];[1.5442, 0.0062];[0.8944, 0.0024];[0.6193, 0.0128];[0.3455, 0.0185];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.7824, 0.0063];[0.626, 0.0094];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3494, 0.0124];[0.4262, 0.0064];[0.2656, 0.0198];[0.6445, 0.0235];[0.562, 0.0279];[0.64, 0.0335];[0.728, 0.0214];[0.954, 0.008];[0.7966, 0.0265];[0.738, 0.0319];[0.816, 0.0258];[0.87, 0.011];[0.976, 0.008];[0.5287, 0.0342];[0.9157, 0.0274];[0.1347, 0.0635];[0.7488, 0.0295];[0.612, 0.0412];[0.852, 0.0574];[1.0, 0.0];[1.0, 0.0];[0.982, 0.0124];[0.968, 0.0204];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward_1;transe;100;0.5;1;r2n;[13.982157754898072, 2.0982573343239244];[1.4931, 0.0045];[1.5442, 0.0062];[1.4419, 0.0054];[0.6193, 0.0128];[0.3455, 0.0185];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6067, 0.0124];[0.3212, 0.0222];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4118, 0.0056];[0.4262, 0.0064];[0.3974, 0.0083];[0.6445, 0.0235];[0.562, 0.0279];[0.64, 0.0335];[0.728, 0.0214];[0.954, 0.008];[0.6451, 0.0202];[0.56, 0.0179];[0.632, 0.0407];[0.722, 0.0453];[0.962, 0.0075];[0.8887, 0.0211];[0.9157, 0.0274];[0.8617, 0.0162];[0.7488, 0.0295];[0.612, 0.0412];[0.852, 0.0574];[1.0, 0.0];[1.0, 0.0];[0.737, 0.0223];[0.612, 0.0299];[0.82, 0.0593];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward_1;transe;100;0.5;1;sbr;[13.321356010437011, 2.163921518639079];[1.5316, 0.0053];[1.5442, 0.0062];[1.5191, 0.0055];[0.6193, 0.0128];[0.3455, 0.0185];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.642, 0.0138];[0.3753, 0.0222];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4211, 0.0051];[0.4262, 0.0064];[0.4161, 0.0039];[0.6445, 0.0235];[0.562, 0.0279];[0.64, 0.0335];[0.728, 0.0214];[0.954, 0.008];[0.6538, 0.0231];[0.564, 0.0287];[0.654, 0.0377];[0.764, 0.0258];[0.974, 0.0102];[0.9035, 0.0254];[0.9157, 0.0274];[0.8914, 0.0239];[0.7488, 0.0295];[0.612, 0.0412];[0.852, 0.0574];[1.0, 0.0];[1.0, 0.0];[0.7667, 0.0343];[0.624, 0.0496];[0.896, 0.0463];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward_1;transe;100;0.5;1;rnm;[13.44799370765686, 2.251152938527243];[1.537, 0.0054];[1.5442, 0.0062];[1.5298, 0.0051];[0.6193, 0.0128];[0.3455, 0.0185];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6289, 0.0128];[0.3563, 0.0183];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4231, 0.0054];[0.4262, 0.0064];[0.4201, 0.0045];[0.6445, 0.0235];[0.562, 0.0279];[0.64, 0.0335];[0.728, 0.0214];[0.954, 0.008];[0.6484, 0.0223];[0.562, 0.0279];[0.646, 0.032];[0.738, 0.016];[0.972, 0.0117];[0.9092, 0.0267];[0.9157, 0.0274];[0.9027, 0.0261];[0.7488, 0.0295];[0.612, 0.0412];[0.852, 0.0574];[1.0, 0.0];[1.0, 0.0];[0.7573, 0.0341];[0.616, 0.048];[0.876, 0.0612];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward_1;transe;100;0.5;1;gsbr;[12.455684471130372, 0.09017845413511909];[1.5316, 0.0053];[1.5442, 0.0062];[1.5191, 0.0055];[0.6193, 0.0128];[0.3455, 0.0185];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.642, 0.0138];[0.3753, 0.0222];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4211, 0.0051];[0.4262, 0.0064];[0.4161, 0.0039];[0.6445, 0.0235];[0.562, 0.0279];[0.64, 0.0335];[0.728, 0.0214];[0.954, 0.008];[0.6538, 0.0231];[0.564, 0.0287];[0.654, 0.0377];[0.764, 0.0258];[0.974, 0.0102];[0.9035, 0.0254];[0.9157, 0.0274];[0.8914, 0.0239];[0.7488, 0.0295];[0.612, 0.0412];[0.852, 0.0574];[1.0, 0.0];[1.0, 0.0];[0.7667, 0.0343];[0.624, 0.0496];[0.896, 0.0463];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward_1;transe;100;0.5;1;cdcr;[15.919299745559693, 2.2041202246170943];[1.2412, 0.0063];[1.5442, 0.0062];[0.931, 0.008];[0.6193, 0.0128];[0.3455, 0.0185];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.775, 0.0087];[0.6113, 0.014];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3483, 0.0079];[0.4262, 0.0064];[0.2633, 0.0119];[0.6445, 0.0235];[0.562, 0.0279];[0.64, 0.0335];[0.728, 0.0214];[0.954, 0.008];[0.8005, 0.0226];[0.724, 0.032];[0.836, 0.012];[0.884, 0.012];[0.976, 0.008];[0.4653, 0.0137];[0.9157, 0.0274];[0.0078, 0.0002];[0.7488, 0.0295];[0.612, 0.0412];[0.852, 0.0574];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward_1;transe;100;0.5;1;no_reasoner;[14.806286954879761, 2.417111327560375];[3.3429, 0.0031];[1.5442, 0.0062];[5.1417, 0.0];[0.6193, 0.0128];[0.3455, 0.0185];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6113, 0.0099];[0.3225, 0.0238];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9135, 0.0037];[0.4248, 0.0075];[1.4023, 0.0];[0.6338, 0.0139];[0.542, 0.0133];[0.634, 0.0233];[0.706, 0.015];[0.95, 0.0063];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[2.0006, 0.0117];[0.9162, 0.0233];[3.085, 0.0];[0.7293, 0.0385];[0.58, 0.0537];[0.844, 0.0445];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward_2;complex;100;0.5;1;dcr;[19.776688528060912, 2.981273656284449];[0.0154, 0.0003];[0.0118, 0.0003];[0.0118, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4275, 0.04];[0.4239, 0.04];[0.4239, 0.04];[0.9147, 0.0207];[0.866, 0.0307];[0.956, 0.0185];[0.962, 0.0172];[0.992, 0.0075];[0.9147, 0.0207];[0.866, 0.0307];[0.956, 0.0185];[0.962, 0.0172];[0.992, 0.0075];[0.4329, 0.0723];[0.4293, 0.0723];[0.4293, 0.0723];[0.9321, 0.0148];[0.904, 0.0233];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0];[0.9321, 0.0148];[0.904, 0.0233];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward_2;complex;100;0.5;1;r2n;[17.570426988601685, 2.71032894485052];[0.0132, 0.0003];[0.0118, 0.0003];[0.0146, 0.0004];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4228, 0.0396];[0.423, 0.0399];[0.4227, 0.0393];[0.915, 0.0209];[0.866, 0.0307];[0.956, 0.0185];[0.962, 0.0172];[0.992, 0.0075];[0.9151, 0.0208];[0.866, 0.0307];[0.956, 0.0185];[0.962, 0.0172];[0.992, 0.0075];[0.4229, 0.0725];[0.4285, 0.0725];[0.4173, 0.0725];[0.9321, 0.0148];[0.904, 0.0233];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0];[0.9325, 0.0148];[0.904, 0.0233];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward_2;complex;100;0.5;1;sbr;[16.741951370239256, 2.595345150379694];[0.0118, 0.0003];[0.0118, 0.0003];[0.0118, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4239, 0.04];[0.4239, 0.04];[0.4239, 0.04];[0.9147, 0.0207];[0.866, 0.0307];[0.956, 0.0185];[0.962, 0.0172];[0.992, 0.0075];[0.9147, 0.0207];[0.866, 0.0307];[0.956, 0.0185];[0.962, 0.0172];[0.992, 0.0075];[0.4293, 0.0723];[0.4293, 0.0723];[0.4293, 0.0723];[0.9321, 0.0148];[0.904, 0.0233];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0];[0.9321, 0.0148];[0.904, 0.0233];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward_2;complex;100;0.5;1;rnm;[16.863802433013916, 2.701357762748118];[0.0118, 0.0003];[0.0118, 0.0003];[0.0118, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4239, 0.04];[0.4239, 0.04];[0.4239, 0.04];[0.9147, 0.0207];[0.866, 0.0307];[0.956, 0.0185];[0.962, 0.0172];[0.992, 0.0075];[0.9147, 0.0207];[0.866, 0.0307];[0.956, 0.0185];[0.962, 0.0172];[0.992, 0.0075];[0.4293, 0.0723];[0.4293, 0.0723];[0.4293, 0.0723];[0.9321, 0.0148];[0.904, 0.0233];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0];[0.9321, 0.0148];[0.904, 0.0233];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward_2;complex;100;0.5;1;gsbr;[16.92845230102539, 2.75162730287288];[0.0118, 0.0003];[0.0118, 0.0003];[0.0118, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4239, 0.04];[0.4239, 0.04];[0.4239, 0.04];[0.9147, 0.0207];[0.866, 0.0307];[0.956, 0.0185];[0.962, 0.0172];[0.992, 0.0075];[0.9147, 0.0207];[0.866, 0.0307];[0.956, 0.0185];[0.962, 0.0172];[0.992, 0.0075];[0.4293, 0.0723];[0.4293, 0.0723];[0.4293, 0.0723];[0.9321, 0.0148];[0.904, 0.0233];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0];[0.9321, 0.0148];[0.904, 0.0233];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward_2;complex;100;0.5;1;cdcr;[19.723882007598878, 2.7473883130627703];[0.0154, 0.0003];[0.0118, 0.0003];[0.0118, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4275, 0.04];[0.4239, 0.04];[0.4239, 0.04];[0.9147, 0.0207];[0.866, 0.0307];[0.956, 0.0185];[0.962, 0.0172];[0.992, 0.0075];[0.9147, 0.0207];[0.866, 0.0307];[0.956, 0.0185];[0.962, 0.0172];[0.992, 0.0075];[0.4329, 0.0723];[0.4293, 0.0723];[0.4293, 0.0723];[0.9321, 0.0148];[0.904, 0.0233];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0];[0.9321, 0.0148];[0.904, 0.0233];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward_2;complex;100;0.5;1;no_reasoner;[16.261293601989745, 3.102384514704824];[2.5767, 0.0001];[0.0118, 0.0003];[5.1417, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6113, 0.0099];[0.3225, 0.0238];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9153, 0.0219];[0.4283, 0.0438];[1.4023, 0.0];[0.9168, 0.0203];[0.87, 0.0303];[0.956, 0.0185];[0.964, 0.0185];[0.992, 0.0075];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[1.7597, 0.0367];[0.4345, 0.0733];[3.085, 0.0];[0.9321, 0.0162];[0.904, 0.0233];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward_2;distmult;100;0.5;1;dcr;[17.137363052368165, 2.8874642836895386];[0.0155, 0.0003];[0.0119, 0.0003];[0.0119, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4104, 0.0396];[0.4068, 0.0396];[0.4068, 0.0396];[0.9228, 0.0239];[0.88, 0.0374];[0.958, 0.0098];[0.966, 0.015];[0.992, 0.0075];[0.9228, 0.0239];[0.88, 0.0374];[0.958, 0.0098];[0.966, 0.015];[0.992, 0.0075];[0.4264, 0.0795];[0.4228, 0.0795];[0.4228, 0.0795];[0.921, 0.0209];[0.888, 0.0271];[0.932, 0.0299];[1.0, 0.0];[1.0, 0.0];[0.921, 0.0209];[0.888, 0.0271];[0.932, 0.0299];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward_2;distmult;100;0.5;1;r2n;[16.014092683792114, 3.0588337671353254];[0.0132, 0.0003];[0.0119, 0.0003];[0.0146, 0.0004];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4059, 0.0391];[0.406, 0.0394];[0.4057, 0.0389];[0.9239, 0.0222];[0.882, 0.0337];[0.96, 0.0126];[0.966, 0.015];[0.992, 0.0075];[0.9239, 0.0222];[0.882, 0.0337];[0.96, 0.0126];[0.966, 0.015];[0.992, 0.0075];[0.416, 0.0794];[0.4216, 0.0794];[0.4104, 0.0795];[0.921, 0.0209];[0.888, 0.0271];[0.932, 0.0299];[1.0, 0.0];[1.0, 0.0];[0.9214, 0.0205];[0.888, 0.0271];[0.932, 0.0299];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward_2;distmult;100;0.5;1;sbr;[15.273943758010864, 3.326140234626831];[0.0119, 0.0003];[0.0119, 0.0003];[0.0119, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4068, 0.0396];[0.4068, 0.0396];[0.4068, 0.0396];[0.9228, 0.0239];[0.88, 0.0374];[0.958, 0.0098];[0.966, 0.015];[0.992, 0.0075];[0.9228, 0.0239];[0.88, 0.0374];[0.958, 0.0098];[0.966, 0.015];[0.992, 0.0075];[0.4228, 0.0795];[0.4228, 0.0795];[0.4228, 0.0795];[0.921, 0.0209];[0.888, 0.0271];[0.932, 0.0299];[1.0, 0.0];[1.0, 0.0];[0.921, 0.0209];[0.888, 0.0271];[0.932, 0.0299];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward_2;distmult;100;0.5;1;rnm;[13.666776180267334, 0.10497540690190213];[0.0119, 0.0003];[0.0119, 0.0003];[0.0119, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4068, 0.0396];[0.4068, 0.0396];[0.4068, 0.0396];[0.9228, 0.0239];[0.88, 0.0374];[0.958, 0.0098];[0.966, 0.015];[0.992, 0.0075];[0.9228, 0.0239];[0.88, 0.0374];[0.958, 0.0098];[0.966, 0.015];[0.992, 0.0075];[0.4228, 0.0795];[0.4228, 0.0795];[0.4228, 0.0795];[0.921, 0.0209];[0.888, 0.0271];[0.932, 0.0299];[1.0, 0.0];[1.0, 0.0];[0.921, 0.0209];[0.888, 0.0271];[0.932, 0.0299];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward_2;distmult;100;0.5;1;gsbr;[15.403650283813477, 3.1362242666749713];[0.0119, 0.0003];[0.0119, 0.0003];[0.0119, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4068, 0.0396];[0.4068, 0.0396];[0.4068, 0.0396];[0.9228, 0.0239];[0.88, 0.0374];[0.958, 0.0098];[0.966, 0.015];[0.992, 0.0075];[0.9228, 0.0239];[0.88, 0.0374];[0.958, 0.0098];[0.966, 0.015];[0.992, 0.0075];[0.4228, 0.0795];[0.4228, 0.0795];[0.4228, 0.0795];[0.921, 0.0209];[0.888, 0.0271];[0.932, 0.0299];[1.0, 0.0];[1.0, 0.0];[0.921, 0.0209];[0.888, 0.0271];[0.932, 0.0299];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward_2;distmult;100;0.5;1;cdcr;[18.181093215942383, 3.264908679315169];[0.0155, 0.0003];[0.0119, 0.0003];[0.0119, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4104, 0.0396];[0.4068, 0.0396];[0.4068, 0.0396];[0.9228, 0.0239];[0.88, 0.0374];[0.958, 0.0098];[0.966, 0.015];[0.992, 0.0075];[0.9228, 0.0239];[0.88, 0.0374];[0.958, 0.0098];[0.966, 0.015];[0.992, 0.0075];[0.4264, 0.0795];[0.4228, 0.0795];[0.4228, 0.0795];[0.921, 0.0209];[0.888, 0.0271];[0.932, 0.0299];[1.0, 0.0];[1.0, 0.0];[0.921, 0.0209];[0.888, 0.0271];[0.932, 0.0299];[1.0, 0.0];[1.0, 0.0]
