Task;Grounder;KGE;Rule_Miner;EmbedSize;WeightLoss_Task;Reasoner_depth;Model_name;Time;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1@1;train_concept_hits@3@3;train_task_mrr;train_task_hits@1@1;train_task_hits@3@3;val_loss;val_concept_loss;val_task_loss;val_concept_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_task_mrr;val_task_hits@1@1;val_task_hits@3@3;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1@1;test_concept_hits@3@3;test_task_mrr;test_task_hits@1@1;test_task_hits@3@3
test_dataset_s2;known;complex;None;100;0.5;1;no_reasoner;[24.08026099205017, 1.7976576676072145];[2.5766, 0.0008];[0.0115, 0.0017];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.67, 0.098];[0.32, 0.1327];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[5.1556, 0.251];[2.5987, 0.502];[7.7125, 0.0];[0.8, 0.1];[0.6, 0.2];[1.0, 0.0];[0.85, 0.1225];[0.7, 0.2449];[1.0, 0.0]
kinship_family;backward_1;complex;amie;100;0.5;1;no_reasoner;[107.50087018013001, 2.3056774273168146];[2.5768, 0.0];[0.012, 0.0];[5.1417, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6106, 0.0021];[0.3339, 0.002];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.267, 0.0004];[0.5186, 0.0008];[0.0154, 0.0];[0.5504, 0.0025];[0.5167, 0.0015];[0.5437, 0.003];[0.5038, 0.0002];[0.5005, 0.0002];[0.5018, 0.0002]
kinship_family;backward_1;complex;amie;100;0.5;1;rnm;[592.2382696628571, 28.84823773388458];[0.0121, 0.0];[0.012, 0.0];[0.0123, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.5296, 0.0005];[0.5295, 0.0005];[0.5297, 0.0005];[0.543, 0.0013];[0.514, 0.0011];[0.536, 0.0022];[0.543, 0.0013];[0.514, 0.0011];[0.536, 0.0022]countries_s1;backward_1;complex;None;100;0.5;1;sbr;[16.948850774765013, 0.6647477587167351];[0.0152, 0.0005];[0.0136, 0.0006];[0.0167, 0.0009];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3374, 0.0714];[0.393, 0.0928];[0.2818, 0.0515];[0.9107, 0.0261];[0.868, 0.0349];[0.928, 0.0325];[0.9587, 0.0254];[0.932, 0.0371];[0.992, 0.0098]countries_s1;backward_1;complex;None;100;0.5;1;rnm;[16.87533369064331, 0.2955669020786476];[0.0127, 0.0002];[0.012, 0.0001];[0.0135, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3582, 0.0714];[0.4012, 0.0927];[0.3152, 0.0506];[0.9085, 0.0246];[0.86, 0.0335];[0.932, 0.0271];[0.9145, 0.0226];[0.86, 0.0335];[0.984, 0.008]
