Task;Grounder;KGE;EmbedSize;WeightLoss_Task;Reasoner_depth;Model_name;Time;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1@1;train_concept_hits@3@3;train_task_mrr;train_task_hits@1@1;train_task_hits@3@3;val_loss;val_concept_loss;val_task_loss;val_concept_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_task_mrr;val_task_hits@1@1;val_task_hits@3@3;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1@1;test_concept_hits@3@3;test_task_mrr;test_task_hits@1@1;test_task_hits@3@3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nations_NCRL;known;complex;100;0.5;1;gsbr;[110.76476535797119, 34.49628854844808];[0.0131, 0.0003];[0.0131, 0.0003];[0.0131, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3768, 0.01];[0.3768, 0.01];[0.3768, 0.01];[0.7076, 0.0104];[0.607, 0.0136];[0.7428, 0.0208];[0.7076, 0.0104];[0.607, 0.0136];[0.7428, 0.0208]
nations_NCRL;known;complex;100;0.5;1;cdcr;[278.06178374290465, 44.98562122492815];[0.211, 0.0003];[0.0131, 0.0003];[0.0131, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.5746, 0.01];[0.3768, 0.01];[0.3768, 0.01];[0.7076, 0.0104];[0.607, 0.0136];[0.7428, 0.0208];[0.7076, 0.0104];[0.607, 0.0136];[0.7428, 0.0208]
nations_NCRL;known;complex;100;0.5;1;no_reasoner;[57.28426108360291, 1.2182681301620508];[2.5774, 0.0002];[0.0131, 0.0003];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6087, 0.0059];[0.3397, 0.0136];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.738, 0.0062];[0.3742, 0.0124];[1.1018, 0.0];[0.7085, 0.0094];[0.6095, 0.0132];[0.7373, 0.0175];[0.6847, 0.0048];[0.5746, 0.0044];[0.7109, 0.0107]
nations_NCRL;backward_2;complex;100;0.5;1;rnm;[100.84429583549499, 39.644041846242494];[0.0131, 0.0003];[0.0131, 0.0003];[0.0131, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3768, 0.01];[0.3768, 0.01];[0.3768, 0.01];[0.7076, 0.0104];[0.607, 0.0136];[0.7428, 0.0208];[0.7076, 0.0104];[0.607, 0.0136];[0.7428, 0.0208]
nations_NCRL;backward_2;complex;100;0.5;1;dcr;[211.69427909851075, 42.27844768012389];[0.211, 0.0003];[0.0131, 0.0003];[0.0131, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.5746, 0.01];[0.3768, 0.01];[0.3768, 0.01];[0.7076, 0.0104];[0.607, 0.0136];[0.7428, 0.0208];[0.7076, 0.0104];[0.607, 0.0136];[0.7428, 0.0208]
nations_NCRL;backward_2;complex;100;0.5;1;r2n;[211.30536460876465, 128.58333867279234];[0.0144, 0.0003];[0.0131, 0.0003];[0.0156, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3705, 0.01];[0.3766, 0.0101];[0.3644, 0.01];[0.7076, 0.0103];[0.6065, 0.0136];[0.7433, 0.0215];[0.7061, 0.0095];[0.605, 0.0142];[0.7403, 0.0123]
nations_NCRL;backward_2;complex;100;0.5;1;sbr;[143.19635853767394, 10.523705953670593];[0.0131, 0.0003];[0.0131, 0.0003];[0.0131, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3768, 0.01];[0.3768, 0.01];[0.3768, 0.01];[0.7076, 0.0104];[0.607, 0.0136];[0.7428, 0.0208];[0.7076, 0.0104];[0.607, 0.0136];[0.7428, 0.0208]
nations_NCRL;backward_2;complex;100;0.5;1;gsbr;[415.88682250976564, 206.72048439124407];[0.0131, 0.0003];[0.0131, 0.0003];[0.0131, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3768, 0.01];[0.3768, 0.01];[0.3768, 0.01];[0.7076, 0.0104];[0.607, 0.0136];[0.7428, 0.0208];[0.7076, 0.0104];[0.607, 0.0136];[0.7428, 0.0208]
nations_NCRL;backward_2;complex;100;0.5;1;cdcr;[1258.459519147873, 225.50229315144557];[0.211, 0.0003];[0.0131, 0.0003];[0.0131, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.5746, 0.01];[0.3768, 0.01];[0.3768, 0.01];[0.7076, 0.0104];[0.607, 0.0136];[0.7428, 0.0208];[0.7076, 0.0104];[0.607, 0.0136];[0.7428, 0.0208]
nations_NCRL;backward_2;complex;100;0.5;1;no_reasoner;[477.96360621452334, 275.67294978862697];[2.5774, 0.0002];[0.0131, 0.0003];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6087, 0.0059];[0.3397, 0.0136];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.738, 0.0062];[0.3742, 0.0124];[1.1018, 0.0];[0.7085, 0.0094];[0.6095, 0.0132];[0.7373, 0.0175];[0.6847, 0.0048];[0.5746, 0.0044];[0.7109, 0.0107]
nations_NCRL;backward_3;complex;100;0.5;1;rnm;[509.0014880657196, 80.86269285336897];[0.0131, 0.0003];[0.0131, 0.0003];[0.0131, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3768, 0.01];[0.3768, 0.01];[0.3768, 0.01];[0.7076, 0.0104];[0.607, 0.0136];[0.7428, 0.0208];[0.7076, 0.0104];[0.607, 0.0136];[0.7428, 0.0208]
nations_NCRL;backward_3;complex;100;0.5;1;dcr;[1849.0494428157806, 573.8987963917218];[0.211, 0.0003];[0.0131, 0.0003];[0.0131, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.5746, 0.01];[0.3768, 0.01];[0.3768, 0.01];[0.7076, 0.0104];[0.607, 0.0136];[0.7428, 0.0208];[0.7076, 0.0104];[0.607, 0.0136];[0.7428, 0.0208]
nations_NCRL;backward_3;complex;100;0.5;1;r2n;[112.26158604621887, 1.593585570419821];[0.0149, 0.0005];[0.0136, 0.0005];[0.0161, 0.0005];[0.9999, 0.0001];[0.9999, 0.0003];[1.0, 0.0];[0.9999, 0.0001];[0.9999, 0.0003];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3697, 0.0102];[0.3764, 0.0102];[0.3631, 0.0103];[0.7017, 0.0097];[0.605, 0.0113];[0.7289, 0.0092];[0.699, 0.0123];[0.5985, 0.0159];[0.7294, 0.0128]
nations_NCRL;backward_3;complex;100;0.5;1;sbr;[87.19568128585816, 0.8981851017891207];[0.0133, 0.0001];[0.0133, 0.0001];[0.0133, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3765, 0.0104];[0.3765, 0.0104];[0.3765, 0.0104];[0.7015, 0.01];[0.605, 0.0113];[0.7289, 0.0092];[0.7015, 0.01];[0.605, 0.0113];[0.7289, 0.0092]
nations_NCRL;backward_3;complex;100;0.5;1;gsbr;[100.49095063209533, 1.1462740717683082];[0.0133, 0.0001];[0.0133, 0.0001];[0.0133, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3765, 0.0104];[0.3765, 0.0104];[0.3765, 0.0104];[0.7015, 0.01];[0.605, 0.0113];[0.7289, 0.0092];[0.7015, 0.01];[0.605, 0.0113];[0.7289, 0.0092]
nations_NCRL;backward_3;complex;100;0.5;1;cdcr;[265.4591617107391, 4.364352342932323];[0.2112, 0.0001];[0.0133, 0.0001];[0.0133, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.5743, 0.0104];[0.3765, 0.0104];[0.3765, 0.0104];[0.7015, 0.01];[0.605, 0.0113];[0.7289, 0.0092];[0.7015, 0.01];[0.605, 0.0113];[0.7289, 0.0092]
nations_NCRL;backward_3;complex;100;0.5;1;no_reasoner;[64.20697259902954, 7.01974842019234];[2.5776, 0.0002];[0.0135, 0.0005];[5.1416, 0.0];[0.9999, 0.0001];[0.9999, 0.0003];[1.0, 0.0];[0.6087, 0.0059];[0.3397, 0.0136];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.7385, 0.0056];[0.3753, 0.0112];[1.1018, 0.0];[0.6993, 0.0075];[0.601, 0.0107];[0.7239, 0.0121];[0.6847, 0.0048];[0.5746, 0.0044];[0.7109, 0.0107]
countries_s1;backward_1;complex;100;0.5;1;rnm;[15.331544637680054, 4.812322693558793];[0.0119, 0.0001];[0.0119, 0.0001];[0.0119, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3939, 0.0757];[0.3939, 0.0757];[0.3939, 0.0757];[0.9215, 0.0259];[0.88, 0.0379];[0.94, 0.0253];[0.9215, 0.0259];[0.88, 0.0379];[0.94, 0.0253]
countries_s1;backward_1;complex;100;0.5;1;dcr;[16.935748529434203, 4.564124241592598];[0.0158, 0.0004];[0.012, 0.0002];[0.0124, 0.0006];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3555, 0.08];[0.3716, 0.0792];[0.3322, 0.0825];[0.9177, 0.0258];[0.872, 0.0371];[0.94, 0.0253];[0.9437, 0.0347];[0.916, 0.0543];[0.952, 0.0325]
countries_s1;backward_1;complex;100;0.5;1;r2n;[13.568388605117798, 0.10651944767449888];[0.0193, 0.0027];[0.0119, 0.0001];[0.0266, 0.0054];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9983, 0.0008];[0.9966, 0.0015];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.2838, 0.0714];[0.3334, 0.0784];[0.2343, 0.0755];[0.9178, 0.0183];[0.872, 0.024];[0.944, 0.0294];[0.9839, 0.0274];[0.976, 0.0388];[0.988, 0.024]
countries_s1;backward_1;complex;100;0.5;1;sbr;[15.172848081588745, 4.518638996176827];[0.0119, 0.0001];[0.0119, 0.0001];[0.0119, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3939, 0.0757];[0.3939, 0.0757];[0.3939, 0.0757];[0.9215, 0.0259];[0.88, 0.0379];[0.94, 0.0253];[0.9215, 0.0259];[0.88, 0.0379];[0.94, 0.0253]
countries_s1;backward_1;complex;100;0.5;1;gsbr;[13.04788646697998, 0.051573771266341266];[0.0119, 0.0001];[0.0119, 0.0001];[0.0119, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3895, 0.0789];[0.3918, 0.0763];[0.3872, 0.0816];[0.9255, 0.0244];[0.888, 0.0349];[0.94, 0.0253];[0.9313, 0.0292];[0.896, 0.0408];[0.944, 0.0294]
countries_s1;backward_1;complex;100;0.5;1;cdcr;[18.04180598258972, 4.923659451862252];[0.0165, 0.0013];[0.0124, 0.0007];[0.0133, 0.0018];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3635, 0.075];[0.3752, 0.0807];[0.3445, 0.0715];[0.9228, 0.0237];[0.884, 0.0344];[0.94, 0.0253];[0.9317, 0.0231];[0.896, 0.0344];[0.952, 0.0299]
countries_s1;backward_1;complex;100;0.5;1;no_reasoner;[12.188575172424317, 0.11505259291479607];[2.5768, 0.0001];[0.0119, 0.0001];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.607, 0.0074];[0.3456, 0.0125];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[1.7356, 0.0464];[0.3863, 0.0927];[3.085, 0.0];[0.9238, 0.02];[0.884, 0.0233];[0.944, 0.0233];[0.7234, 0.0209];[0.604, 0.015];[0.816, 0.0697]
countries_s1;known;complex;100;0.5;1;rnm;[15.43541932106018, 5.014731507616907];[0.0119, 0.0001];[0.0119, 0.0001];[0.0119, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3939, 0.0757];[0.3939, 0.0757];[0.3939, 0.0757];[0.9215, 0.0259];[0.88, 0.0379];[0.94, 0.0253];[0.9215, 0.0259];[0.88, 0.0379];[0.94, 0.0253]
countries_s1;known;complex;100;0.5;1;dcr;[17.054753684997557, 5.013992210969272];[0.0158, 0.0004];[0.012, 0.0002];[0.0124, 0.0006];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3555, 0.08];[0.3716, 0.0792];[0.3322, 0.0825];[0.9177, 0.0258];[0.872, 0.0371];[0.94, 0.0253];[0.9437, 0.0347];[0.916, 0.0543];[0.952, 0.0325]
countries_s1;known;complex;100;0.5;1;r2n;[13.56661286354065, 0.1397074337932149];[0.0193, 0.0027];[0.0119, 0.0001];[0.0266, 0.0054];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9983, 0.0008];[0.9966, 0.0015];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.2838, 0.0714];[0.3334, 0.0784];[0.2343, 0.0755];[0.9178, 0.0183];[0.872, 0.024];[0.944, 0.0294];[0.9839, 0.0274];[0.976, 0.0388];[0.988, 0.024]
countries_s1;known;complex;100;0.5;1;sbr;[15.3447274684906, 5.192571721622156];[0.0119, 0.0001];[0.0119, 0.0001];[0.0119, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3939, 0.0757];[0.3939, 0.0757];[0.3939, 0.0757];[0.9215, 0.0259];[0.88, 0.0379];[0.94, 0.0253];[0.9215, 0.0259];[0.88, 0.0379];[0.94, 0.0253]
countries_s1;known;complex;100;0.5;1;gsbr;[12.996309900283814, 0.1430424169551796];[0.0119, 0.0001];[0.0119, 0.0001];[0.0119, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3895, 0.0789];[0.3918, 0.0763];[0.3872, 0.0816];[0.9255, 0.0244];[0.888, 0.0349];[0.94, 0.0253];[0.9313, 0.0292];[0.896, 0.0408];[0.944, 0.0294]
countries_s1;known;complex;100;0.5;1;cdcr;[18.219631290435792, 5.165486830785238];[0.0165, 0.0013];[0.0124, 0.0007];[0.0133, 0.0018];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3635, 0.075];[0.3752, 0.0807];[0.3445, 0.0715];[0.9228, 0.0237];[0.884, 0.0344];[0.94, 0.0253];[0.9317, 0.0231];[0.896, 0.0344];[0.952, 0.0299]
countries_s1;known;complex;100;0.5;1;no_reasoner;[12.164213371276855, 0.04716897644346978];[2.5768, 0.0001];[0.0119, 0.0001];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.607, 0.0074];[0.3456, 0.0125];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[1.7356, 0.0464];[0.3863, 0.0927];[3.085, 0.0];[0.9238, 0.02];[0.884, 0.0233];[0.944, 0.0233];[0.7234, 0.0209];[0.604, 0.015];[0.816, 0.0697]
countries_s1;backward_2;complex;100;0.5;1;rnm;[15.529255628585815, 5.195011939749576];[0.0119, 0.0001];[0.0119, 0.0001];[0.0119, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3852, 0.0913];[0.3852, 0.0913];[0.3852, 0.0913];[0.9238, 0.02];[0.884, 0.0233];[0.944, 0.0233];[0.9238, 0.02];[0.884, 0.0233];[0.944, 0.0233]
countries_s1;backward_2;complex;100;0.5;1;dcr;[14.529332542419434, 0.07866537533666966];[0.0155, 0.0001];[0.0119, 0.0001];[0.0119, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3888, 0.0913];[0.3852, 0.0913];[0.3852, 0.0913];[0.9238, 0.02];[0.884, 0.0233];[0.944, 0.0233];[0.9238, 0.02];[0.884, 0.0233];[0.944, 0.0233]
countries_s1;backward_2;complex;100;0.5;1;r2n;[16.426389026641846, 5.640697295870479];[0.0133, 0.0002];[0.0119, 0.0001];[0.0146, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3792, 0.0907];[0.3848, 0.0912];[0.3736, 0.0904];[0.9238, 0.02];[0.884, 0.0233];[0.944, 0.0233];[0.9242, 0.0198];[0.884, 0.0233];[0.944, 0.0233]
countries_s1;backward_2;complex;100;0.5;1;sbr;[12.78228702545166, 0.0828973695082597];[0.0119, 0.0001];[0.0119, 0.0001];[0.0119, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3852, 0.0913];[0.3852, 0.0913];[0.3852, 0.0913];[0.9238, 0.02];[0.884, 0.0233];[0.944, 0.0233];[0.9238, 0.02];[0.884, 0.0233];[0.944, 0.0233]
countries_s1;backward_2;complex;100;0.5;1;gsbr;[15.916458892822266, 5.646374290034411];[0.0119, 0.0001];[0.0119, 0.0001];[0.0119, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3852, 0.0913];[0.3852, 0.0913];[0.3852, 0.0913];[0.9238, 0.02];[0.884, 0.0233];[0.944, 0.0233];[0.9238, 0.02];[0.884, 0.0233];[0.944, 0.0233]
countries_s1;backward_2;complex;100;0.5;1;cdcr;[15.418618726730347, 0.13967328638259377];[0.0155, 0.0001];[0.0119, 0.0001];[0.0119, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3888, 0.0913];[0.3852, 0.0913];[0.3852, 0.0913];[0.9238, 0.02];[0.884, 0.0233];[0.944, 0.0233];[0.9238, 0.02];[0.884, 0.0233];[0.944, 0.0233]
countries_s1;backward_2;complex;100;0.5;1;no_reasoner;[15.080578517913818, 5.800931197268688];[2.5768, 0.0001];[0.0119, 0.0001];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.607, 0.0074];[0.3456, 0.0125];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[1.7356, 0.0464];[0.3863, 0.0927];[3.085, 0.0];[0.9238, 0.02];[0.884, 0.0233];[0.944, 0.0233];[0.7234, 0.0209];[0.604, 0.015];[0.816, 0.0697]
countries_s1;backward_3;complex;100;0.5;1;rnm;[12.917592477798461, 0.07416183605367317];[0.0119, 0.0001];[0.0119, 0.0001];[0.0119, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3852, 0.0913];[0.3852, 0.0913];[0.3852, 0.0913];[0.9238, 0.02];[0.884, 0.0233];[0.944, 0.0233];[0.9238, 0.02];[0.884, 0.0233];[0.944, 0.0233]
countries_s1;backward_3;complex;100;0.5;1;dcr;[14.546038675308228, 0.13837752071093656];[0.0155, 0.0001];[0.0119, 0.0001];[0.0119, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3888, 0.0913];[0.3852, 0.0913];[0.3852, 0.0913];[0.9238, 0.02];[0.884, 0.0233];[0.944, 0.0233];[0.9238, 0.02];[0.884, 0.0233];[0.944, 0.0233]
