nations_known_complex_no_reasoner_amie_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
pharmkg_supersmall_backward_prune_2_complex_r2n_amie_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
pharmkg_supersmall_backward_2_complex_no_reasoner_amie_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
pharmkg_supersmall_backward_2_complex_sbr_amie_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
pharmkg_supersmall_backward_2_complex_rnm_amie_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
pharmkg_supersmall_backward_2_complex_dcr_amie_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
pharmkg_supersmall_backward_2_complex_r2n_amie_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
pharmkg_supersmall_backward_prune_3_complex_no_reasoner_amie_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
pharmkg_supersmall_backward_prune_3_complex_sbr_amie_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
pharmkg_supersmall_backward_prune_3_complex_rnm_amie_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
pharmkg_supersmall_backward_prune_3_complex_dcr_amie_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
pharmkg_supersmall_backward_prune_3_complex_r2n_amie_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
pharmkg_supersmall_backward_3_complex_no_reasoner_amie_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
pharmkg_supersmall_backward_3_complex_sbr_amie_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
pharmkg_supersmall_backward_3_complex_rnm_amie_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
pharmkg_supersmall_backward_3_complex_dcr_amie_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
pharmkg_supersmall_backward_3_complex_r2n_amie_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s1_backward_1_complex_no_reasoner_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s1_backward_1_complex_sbr_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s1_backward_1_complex_rnm_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s1_backward_1_complex_dcr_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s1_backward_1_complex_r2n_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s1_backward_prune_2_complex_no_reasoner_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s1_backward_prune_2_complex_sbr_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s1_backward_prune_2_complex_rnm_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s1_backward_prune_2_complex_dcr_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s1_backward_prune_2_complex_r2n_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s1_backward_2_complex_no_reasoner_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s1_backward_2_complex_sbr_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s1_backward_2_complex_rnm_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s1_backward_2_complex_dcr_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s1_backward_2_complex_r2n_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s1_backward_prune_3_complex_no_reasoner_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s1_backward_prune_3_complex_sbr_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s1_backward_prune_3_complex_rnm_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s1_backward_prune_3_complex_dcr_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s1_backward_prune_3_complex_r2n_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s1_backward_3_complex_no_reasoner_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s1_backward_3_complex_sbr_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s1_backward_3_complex_rnm_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s1_backward_3_complex_dcr_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s1_backward_3_complex_r2n_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s2_reason_2p_backward_prune_2_complex_no_reasoner_None_True_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s2_reason_2p_backward_prune_2_complex_sbr_None_True_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s2_reason_2p_backward_prune_2_complex_rnm_None_True_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s2_reason_2p_backward_prune_2_complex_dcr_None_True_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s2_reason_2p_backward_prune_2_complex_r2n_None_True_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s2_reason_2np_backward_2_complex_no_reasoner_None_True_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s2_reason_2np_backward_2_complex_sbr_None_True_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s2_reason_2np_backward_2_complex_rnm_None_True_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s2_reason_2np_backward_2_complex_dcr_None_True_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s2_reason_2np_backward_2_complex_r2n_None_True_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s2_backward_1_complex_no_reasoner_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s2_backward_1_complex_sbr_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s2_backward_1_complex_rnm_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s2_backward_1_complex_dcr_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s2_backward_1_complex_r2n_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s2_backward_prune_2_complex_no_reasoner_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s2_backward_prune_2_complex_sbr_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s2_backward_prune_2_complex_rnm_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s2_backward_prune_2_complex_dcr_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s2_backward_prune_2_complex_r2n_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s2_backward_2_complex_no_reasoner_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s2_backward_2_complex_sbr_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s2_backward_2_complex_rnm_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s2_backward_2_complex_dcr_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s2_backward_2_complex_r2n_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s2_backward_prune_3_complex_no_reasoner_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s2_backward_prune_3_complex_sbr_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s2_backward_prune_3_complex_rnm_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s2_backward_prune_3_complex_dcr_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s2_backward_prune_3_complex_r2n_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s2_backward_3_complex_no_reasoner_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s2_backward_3_complex_sbr_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s2_backward_3_complex_rnm_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s2_backward_3_complex_dcr_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s2_backward_3_complex_r2n_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s3_reason_2p_backward_prune_2_complex_no_reasoner_None_True_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s3_reason_2p_backward_prune_2_complex_sbr_None_True_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s3_reason_2p_backward_prune_2_complex_rnm_None_True_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s3_reason_2p_backward_prune_2_complex_dcr_None_True_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s3_reason_2p_backward_prune_2_complex_r2n_None_True_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s3_reason_2np_backward_2_complex_no_reasoner_None_True_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s3_reason_2np_backward_2_complex_sbr_None_True_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s3_reason_2np_backward_2_complex_rnm_None_True_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s3_reason_2np_backward_2_complex_dcr_None_True_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s3_reason_2np_backward_2_complex_r2n_None_True_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s3_backward_1_complex_no_reasoner_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s3_backward_1_complex_sbr_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s3_backward_1_complex_rnm_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s3_backward_1_complex_dcr_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s3_backward_1_complex_r2n_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s3_backward_prune_2_complex_no_reasoner_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s3_backward_prune_2_complex_sbr_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s3_backward_prune_2_complex_rnm_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s3_backward_prune_2_complex_dcr_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s3_backward_prune_2_complex_r2n_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s3_backward_2_complex_no_reasoner_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s3_backward_2_complex_sbr_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
countries_s3_backward_2_complex_rnm_None_False_100_1_[0, 1, 2, 3, 4]_1_0.5_0.0
