Task;Grounder;KGE;Rule_Miner;EmbedSize;WeightLoss_Task;Reasoner_depth;Model_name;Time;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1@1;train_concept_hits@3@3;train_task_mrr;train_task_hits@1@1;train_task_hits@3@3;val_loss;val_concept_loss;val_task_loss;val_concept_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_task_mrr;val_task_hits@1@1;val_task_hits@3@3;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1@1;test_concept_hits@3@3;test_task_mrr;test_task_hits@1@1;test_task_hits@3@3
countries_s1;backward_2;complex;None;100;0.5;1;no_reasoner;[18.533183670043947, 0.5390320916770714];[2.5768, 0.0001];[0.012, 0.0001];[5.1417, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.607, 0.0074];[0.3456, 0.0125];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[1.7347, 0.047];[0.3844, 0.0939];[3.085, 0.0];[0.9305, 0.03];[0.9, 0.042];[0.94, 0.0283];[0.7234, 0.0209];[0.604, 0.015];[0.816, 0.0697]
countries_s1;backward_2;complex;None;100;0.5;1;sbr;[20.647081232070924, 0.1525860922571541];[0.0236, 0.0014];[0.0185, 0.0009];[0.0288, 0.0021];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.309, 0.0583];[0.3029, 0.0729];[0.3151, 0.0539];[0.9321, 0.0222];[0.9, 0.0283];[0.94, 0.0358];[0.9523, 0.0107];[0.924, 0.015];[0.98, 0.0179]
countries_s1;backward_2;complex;None;100;0.5;1;rnm;[20.72683982849121, 0.14546938143392343];[0.0133, 0.0005];[0.0121, 0.0003];[0.0146, 0.0006];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3416, 0.076];[0.3755, 0.0966];[0.3076, 0.0569];[0.9264, 0.0281];[0.892, 0.0392];[0.94, 0.0358];[0.9311, 0.0257];[0.892, 0.0392];[0.964, 0.032]
countries_s1;backward_2;complex;None;100;0.5;1;dcr;[25.025040006637575, 0.4006818695993686];[0.0423, 0.0032];[0.012, 0.0002];[0.0193, 0.0022];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.4295, 0.0992];[0.391, 0.0989];[0.4167, 0.1029];[0.9286, 0.0273];[0.896, 0.0367];[0.94, 0.0358];[0.9254, 0.0235];[0.892, 0.0325];[0.936, 0.032]
countries_s1;backward_2;complex;None;100;0.5;1;r2n;[22.773311042785643, 0.29380126006742785];[0.0131, 0.0001];[0.0119, 0.0002];[0.0143, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3856, 0.0904];[0.3908, 0.0942];[0.3805, 0.0867];[0.9243, 0.0283];[0.892, 0.0392];[0.936, 0.0344];[0.9247, 0.0288];[0.892, 0.0392];[0.936, 0.0344]
countries_s1;backward_prune_3;complex;None;100;0.5;1;no_reasoner;[18.79253511428833, 0.4882580763808954];[2.5768, 0.0001];[0.012, 0.0001];[5.1417, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.607, 0.0074];[0.3456, 0.0125];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[1.7347, 0.047];[0.3844, 0.0939];[3.085, 0.0];[0.9305, 0.03];[0.9, 0.042];[0.94, 0.0283];[0.7234, 0.0209];[0.604, 0.015];[0.816, 0.0697]
countries_s1;backward_prune_3;complex;None;100;0.5;1;sbr;[19.95593614578247, 0.6694668926222062];[0.0153, 0.0004];[0.0133, 0.0002];[0.0174, 0.0007];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.32, 0.0642];[0.3778, 0.0901];[0.2622, 0.0394];[0.926, 0.0258];[0.892, 0.0325];[0.936, 0.0344];[0.976, 0.0188];[0.96, 0.0335];[0.992, 0.0098]
countries_s1;backward_prune_3;complex;None;100;0.5;1;rnm;[28.82050485610962, 17.60984748965816];[0.013, 0.0002];[0.012, 0.0002];[0.014, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3428, 0.0689];[0.3895, 0.091];[0.2961, 0.0484];[0.9222, 0.0275];[0.884, 0.0388];[0.936, 0.0344];[0.9327, 0.0219];[0.888, 0.0371];[0.992, 0.0098]
countries_s1;backward_prune_3;complex;None;100;0.5;1;dcr;[25.233148097991943, 0.6569209754597422];[0.0227, 0.0018];[0.0123, 0.0002];[0.0239, 0.0045];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9995, 0.0005];[0.9989, 0.0013];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.2825, 0.0583];[0.3326, 0.0841];[0.2227, 0.0347];[0.9204, 0.0272];[0.88, 0.0358];[0.936, 0.0344];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0]
countries_s1;backward_prune_3;complex;None;100;0.5;1;r2n;[22.277428770065306, 0.1810468837833121];[0.0174, 0.0035];[0.012, 0.0002];[0.0228, 0.0071];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9994, 0.0011];[0.9987, 0.0021];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3033, 0.0984];[0.3347, 0.0907];[0.2719, 0.1075];[0.9229, 0.0292];[0.884, 0.0427];[0.936, 0.0344];[0.9722, 0.0343];[0.964, 0.0445];[0.964, 0.0445]
countries_s1;backward_3;complex;None;100;0.5;1;no_reasoner;[18.517470264434813, 0.8090471185539077];[2.5768, 0.0001];[0.012, 0.0001];[5.1417, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.607, 0.0074];[0.3456, 0.0125];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[1.7347, 0.047];[0.3844, 0.0939];[3.085, 0.0];[0.9305, 0.03];[0.9, 0.042];[0.94, 0.0283];[0.7234, 0.0209];[0.604, 0.015];[0.816, 0.0697]
countries_s1;backward_3;complex;None;100;0.5;1;sbr;[20.61718544960022, 0.1697767442724707];[0.0236, 0.0014];[0.0185, 0.0009];[0.0288, 0.0021];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.309, 0.0583];[0.3029, 0.0729];[0.3151, 0.0539];[0.9321, 0.0222];[0.9, 0.0283];[0.94, 0.0358];[0.9523, 0.0107];[0.924, 0.015];[0.98, 0.0179]
countries_s1;backward_3;complex;None;100;0.5;1;rnm;[20.79480938911438, 0.383779629258492];[0.0133, 0.0005];[0.0121, 0.0003];[0.0146, 0.0006];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3416, 0.076];[0.3755, 0.0966];[0.3076, 0.0569];[0.9264, 0.0281];[0.892, 0.0392];[0.94, 0.0358];[0.9311, 0.0257];[0.892, 0.0392];[0.964, 0.032]
countries_s1;backward_3;complex;None;100;0.5;1;dcr;[24.98938207626343, 0.41190674399692395];[0.0423, 0.0032];[0.012, 0.0002];[0.0193, 0.0022];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.4295, 0.0992];[0.391, 0.0989];[0.4167, 0.1029];[0.9286, 0.0273];[0.896, 0.0367];[0.94, 0.0358];[0.9254, 0.0235];[0.892, 0.0325];[0.936, 0.032]
countries_s1;backward_3;complex;None;100;0.5;1;r2n;[22.632337903976442, 0.1188669653591458];[0.0131, 0.0001];[0.0119, 0.0002];[0.0143, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3856, 0.0904];[0.3908, 0.0942];[0.3805, 0.0867];[0.9243, 0.0283];[0.892, 0.0392];[0.936, 0.0344];[0.9247, 0.0288];[0.892, 0.0392];[0.936, 0.0344]
countries_s2_reason_2p;backward_prune_2;complex;None;100;0.5;1;no_reasoner;[18.60440583229065, 1.29910003897541];[2.5769, 0.0001];[0.0121, 0.0003];[5.1417, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6068, 0.0071];[0.3458, 0.0138];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[1.7589, 0.0282];[0.4328, 0.0563];[3.085, 0.0];[0.9007, 0.0077];[0.844, 0.015];[0.948, 0.0098];[0.7234, 0.0209];[0.604, 0.015];[0.816, 0.0697]
countries_s2_reason_2p;backward_prune_2;complex;None;100;0.5;1;sbr;[36.665954160690305, 2.142873709681633];[0.0132, 0.0003];[0.0124, 0.0002];[0.014, 0.0005];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.4329, 0.0682];[0.4391, 0.0699];[0.4267, 0.0667];[0.8902, 0.0221];[0.832, 0.0325];[0.928, 0.0204];[0.9074, 0.0223];[0.856, 0.0344];[0.94, 0.0179]
countries_s2_reason_2p;backward_prune_2;complex;None;100;0.5;1;rnm;[37.46024389266968, 0.8880866804332398];[0.0124, 0.0002];[0.0119, 0.0002];[0.0128, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.4548, 0.0725];[0.4576, 0.074];[0.4519, 0.071];[0.8914, 0.0235];[0.836, 0.032];[0.932, 0.0204];[0.8924, 0.0232];[0.836, 0.032];[0.936, 0.0196]
countries_s2_reason_2p;backward_prune_2;complex;None;100;0.5;1;dcr;[46.184332323074344, 1.8143753324820782];[0.0237, 0.0023];[0.0121, 0.0003];[0.015, 0.0024];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9997, 0.0002];[0.9994, 0.0005];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.4385, 0.0745];[0.4364, 0.0733];[0.4195, 0.0693];[0.888, 0.025];[0.832, 0.0325];[0.92, 0.0179];[0.9095, 0.0233];[0.864, 0.0344];[0.936, 0.015]
countries_s2_reason_2p;backward_prune_2;complex;None;100;0.5;1;r2n;[43.02284812927246, 1.368962811729117];[0.0155, 0.0005];[0.0119, 0.0002];[0.019, 0.0009];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9993, 0.0004];[0.9986, 0.0008];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.4035, 0.0511];[0.4133, 0.0516];[0.3936, 0.0507];[0.879, 0.0252];[0.816, 0.0388];[0.916, 0.015];[0.9005, 0.0255];[0.848, 0.0412];[0.932, 0.016]
countries_s2_reason_2np;backward_2;complex;None;100;0.5;1;no_reasoner;[19.725321769714355, 1.0072716660207588];[2.5768, 0.0];[0.012, 0.0];[5.1417, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6068, 0.0071];[0.3458, 0.0138];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[1.7667, 0.0281];[0.4483, 0.0562];[3.085, 0.0];[0.8841, 0.0146];[0.816, 0.0265];[0.932, 0.0204];[0.7234, 0.0209];[0.604, 0.015];[0.816, 0.0697]
countries_s2_reason_2np;backward_2;complex;None;100;0.5;1;sbr;[38.231598138809204, 1.6715079337653647];[0.0198, 0.0016];[0.0155, 0.0009];[0.024, 0.0024];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.4355, 0.0422];[0.3931, 0.0551];[0.4779, 0.0302];[0.8996, 0.0185];[0.848, 0.0271];[0.928, 0.0349];[0.8982, 0.0133];[0.848, 0.016];[0.928, 0.0098]
countries_s2_reason_2np;backward_2;complex;None;100;0.5;1;rnm;[38.026907968521115, 0.4514867298603962];[0.0128, 0.0002];[0.0119, 0.0002];[0.0137, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.4417, 0.052];[0.4492, 0.0556];[0.4343, 0.0491];[0.8899, 0.0196];[0.832, 0.0204];[0.924, 0.0344];[0.8916, 0.0202];[0.832, 0.0204];[0.932, 0.0271]
countries_s2_reason_2np;backward_2;complex;None;100;0.5;1;dcr;[47.136508989334104, 1.344940390440906];[0.0474, 0.0025];[0.0123, 0.0003];[0.0234, 0.0025];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9998, 0.0004];[0.9996, 0.0008];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.4348, 0.0294];[0.4391, 0.0585];[0.3752, 0.0173];[0.8822, 0.0142];[0.816, 0.015];[0.928, 0.0271];[0.9547, 0.0164];[0.928, 0.0271];[0.976, 0.015]
