Task;Grounder;KGE;Rule_Miner;EmbedSize;WeightLoss_Task;Reasoner_depth;Model_name;Time;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1@1;train_concept_hits@3@3;train_task_mrr;train_task_hits@1@1;train_task_hits@3@3;val_loss;val_concept_loss;val_task_loss;val_concept_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_task_mrr;val_task_hits@1@1;val_task_hits@3@3;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1@1;test_concept_hits@3@3;test_task_mrr;test_task_hits@1@1;test_task_hits@3@3
pharmkg_supersmall_reason_2np;backward_1;complex;amie;100;0.5;1;no_reasoner;[33.42461667060852, 1.2470288027049514];[2.5777, 0.0002];[0.0138, 0.0003];[5.1417, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6058, 0.0087];[0.3455, 0.0159];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3664, 0.0055];[0.2186, 0.0109];[0.5142, 0.0];[0.6605, 0.0095];[0.5839, 0.0103];[0.6669, 0.0104];[0.5855, 0.0072];[0.5153, 0.0086];[0.5653, 0.0103]
pharmkg_supersmall_reason_2np;backward_1;complex;amie;100;0.5;1;sbr;[92.79640955924988, 0.7871136826815076];[0.0764, 0.0045];[0.04, 0.0023];[0.1129, 0.0067];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9992, 0.0003];[0.9982, 0.0008];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.155, 0.0092];[0.155, 0.0088];[0.1549, 0.0096];[0.697, 0.0134];[0.6032, 0.0172];[0.7347, 0.0154];[0.72, 0.0155];[0.6161, 0.023];[0.7798, 0.0207]
pharmkg_supersmall_reason_2np;backward_1;complex;amie;100;0.5;1;rnm;[107.31036772727967, 1.235281193045786];[0.0275, 0.0012];[0.015, 0.0004];[0.0401, 0.0022];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.1853, 0.0104];[0.1951, 0.0116];[0.1755, 0.0092];[0.6748, 0.0082];[0.5855, 0.01];[0.7105, 0.0112];[0.701, 0.0106];[0.5952, 0.0156];[0.7573, 0.0112]
pharmkg_supersmall_reason_2np;backward_1;complex;amie;100;0.5;1;dcr;[447.4078706264496, 3.594016048951856];[0.8217, 0.0253];[0.2262, 0.0148];[0.5014, 0.0156];[0.9915, 0.0022];[0.9834, 0.0043];[1.0, 0.0];[0.9661, 0.0047];[0.934, 0.0092];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.8982, 0.0348];[0.2858, 0.0085];[0.3728, 0.0027];[0.7151, 0.0068];[0.6048, 0.0085];[0.775, 0.0133];[0.734, 0.0213];[0.6202, 0.0335];[0.8056, 0.0162]
pharmkg_supersmall_reason_2np;backward_1;complex;amie;100;0.5;1;r2n;[178.08569025993347, 7.047793680617536];[0.0148, 0.0004];[0.0153, 0.0006];[0.0144, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.2066, 0.0057];[0.2036, 0.0053];[0.2095, 0.0063];[0.6677, 0.0061];[0.5855, 0.01];[0.6855, 0.013];[0.6629, 0.0066];[0.5798, 0.0103];[0.6823, 0.0131]
pharmkg_supersmall_reason_2p;backward_prune_2;complex;amie;100;0.5;1;no_reasoner;[36.67581653594971, 1.1294482727827966];[2.5777, 0.0002];[0.0137, 0.0003];[5.1417, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6058, 0.0087];[0.3455, 0.0159];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3659, 0.0037];[0.2176, 0.0073];[0.5142, 0.0];[0.6645, 0.0112];[0.5855, 0.0133];[0.6847, 0.0162];[0.5855, 0.0072];[0.5153, 0.0086];[0.5653, 0.0103]
pharmkg_supersmall_reason_2p;backward_prune_2;complex;amie;100;0.5;1;sbr;[104.67781176567078, 3.473196772541841];[0.0772, 0.0049];[0.0403, 0.0033];[0.1142, 0.0068];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9992, 0.0007];[0.9984, 0.0014];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.1448, 0.0074];[0.1452, 0.0086];[0.1443, 0.0063];[0.6928, 0.0144];[0.6113, 0.0152];[0.7097, 0.0179];[0.7117, 0.0118];[0.6129, 0.0144];[0.7581, 0.0186]
pharmkg_supersmall_reason_2p;backward_prune_2;complex;amie;100;0.5;1;rnm;[118.77402830123901, 3.104424526511408];[0.0306, 0.001];[0.0153, 0.0004];[0.0458, 0.0017];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.185, 0.0077];[0.1949, 0.0085];[0.1751, 0.007];[0.6774, 0.0097];[0.5935, 0.0082];[0.6984, 0.0166];[0.7031, 0.005];[0.6024, 0.0083];[0.7492, 0.01]
pharmkg_supersmall_reason_2p;backward_prune_2;complex;amie;100;0.5;1;dcr;[588.5181829452515, 230.44923553378305];[1.0973, 0.0233];[0.4158, 0.02];[0.747, 0.0223];[0.9672, 0.0032];[0.9367, 0.007];[1.0, 0.0];[0.9261, 0.008];[0.8559, 0.0168];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.9705, 0.0262];[0.3596, 0.003];[0.4626, 0.0088];[0.7075, 0.0199];[0.5952, 0.0302];[0.7629, 0.0246];[0.6937, 0.0073];[0.5774, 0.0069];[0.7427, 0.0197]
pharmkg_supersmall_reason_2p;backward_prune_2;complex;amie;100;0.5;1;r2n;[191.62832102775573, 11.963391053393138];[0.0153, 0.0004];[0.016, 0.0007];[0.0147, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.2187, 0.0075];[0.2025, 0.0071];[0.2348, 0.0087];[0.6702, 0.0096];[0.5855, 0.0112];[0.6984, 0.0121];[0.6587, 0.0101];[0.571, 0.0094];[0.6855, 0.0128]
