Task;Grounder;KGE;Rule_Miner;EmbedSize;WeightLoss_Task;Reasoner_depth;Model_name;Time;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1@1;train_concept_hits@3@3;train_task_mrr;train_task_hits@1@1;train_task_hits@3@3;val_loss;val_concept_loss;val_task_loss;val_concept_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_task_mrr;val_task_hits@1@1;val_task_hits@3@3;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1@1;test_concept_hits@3@3;test_task_mrr;test_task_hits@1@1;test_task_hits@3@3
countries_s1;backward_3;complex;None;100;0.5;1;no_reasoner;[19.823589849472047, 0.2967431458711403];[2.5768, 0.0];[0.012, 0.0];[5.1417, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.607, 0.0074];[0.3456, 0.0125];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[1.7376, 0.0488];[0.3902, 0.0976];[3.085, 0.0];[0.9092, 0.01];[0.856, 0.008];[0.94, 0.0283];[0.7234, 0.0209];[0.604, 0.015];[0.816, 0.0697]
countries_s1;backward_3;complex;None;100;0.5;1;dcr;[25.225001430511476, 2.3665537248574315];[0.0165, 0.0001];[0.0121, 0.0001];[0.0135, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3802, 0.0804];[0.3832, 0.0856];[0.3697, 0.0754];[0.918, 0.0208];[0.872, 0.0271];[0.944, 0.0294];[0.9182, 0.0207];[0.872, 0.0271];[0.944, 0.0294]
countries_s1;backward_3;complex;None;100;0.5;1;r2n;[23.942093420028687, 0.38740233477814956];[0.0132, 0.0001];[0.0121, 0.0001];[0.0144, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3876, 0.0863];[0.3896, 0.0887];[0.3855, 0.0839];[0.9067, 0.0164];[0.856, 0.0233];[0.944, 0.0294];[0.9069, 0.0161];[0.856, 0.0233];[0.944, 0.0294]
countries_s1;backward_3;complex;None;100;0.5;1;gsbr;[22.34471912384033, 0.11007687346272448];[0.0121, 0.0001];[0.0121, 0.0001];[0.0121, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3828, 0.0835];[0.3828, 0.0835];[0.3828, 0.0835];[0.9093, 0.0118];[0.86, 0.0126];[0.944, 0.0294];[0.9093, 0.0118];[0.86, 0.0126];[0.944, 0.0294]
countries_s1;backward_3;complex;None;100;0.5;1;cdcr;[28.488211011886598, 2.3536905515289948];[0.0211, 0.0039];[0.0142, 0.0021];[0.0191, 0.0054];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3517, 0.0983];[0.3391, 0.1128];[0.3554, 0.0858];[0.923, 0.0213];[0.884, 0.032];[0.94, 0.0283];[0.9331, 0.0325];[0.896, 0.0496];[0.956, 0.0294]
countries_s1;domainbody;complex;None;100;0.5;1;no_reasoner;[19.12186532020569, 0.6764884272481054];[2.5768, 0.0];[0.012, 0.0];[5.1417, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.607, 0.0074];[0.3456, 0.0125];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[1.7376, 0.0488];[0.3902, 0.0976];[3.085, 0.0];[0.9092, 0.01];[0.856, 0.008];[0.94, 0.0283];[0.7234, 0.0209];[0.604, 0.015];[0.816, 0.0697]
countries_s1;domainbody;complex;None;100;0.5;1;dcr;[29.174177169799805, 3.117495875270807];[0.0198, 0.001];[0.0121, 0.0001];[0.0161, 0.0027];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3745, 0.0815];[0.382, 0.0921];[0.3556, 0.0708];[0.9141, 0.0111];[0.868, 0.0098];[0.94, 0.0283];[0.9129, 0.0108];[0.868, 0.0098];[0.936, 0.0233]
countries_s1;domainbody;complex;None;100;0.5;1;r2n;[29.068027019500732, 0.2540237549414174];[0.0134, 0.0001];[0.0121, 0.0001];[0.0146, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3871, 0.0921];[0.3918, 0.0965];[0.3823, 0.0878];[0.9139, 0.0137];[0.868, 0.0204];[0.94, 0.0283];[0.9133, 0.0132];[0.868, 0.0204];[0.936, 0.0233]
countries_s1;domainbody;complex;None;100;0.5;1;gsbr;[23.59364194869995, 0.22091416362853905];[0.0121, 0.0001];[0.0121, 0.0001];[0.0122, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3627, 0.0917];[0.3642, 0.0931];[0.3612, 0.0903];[0.9152, 0.0168];[0.868, 0.0204];[0.948, 0.0325];[0.9152, 0.0168];[0.868, 0.0204];[0.948, 0.0325]
countries_s1;domainbody;complex;None;100;0.5;1;cdcr;[35.25997285842895, 2.5870357244529645];[0.0367, 0.0143];[0.0237, 0.0101];[0.0399, 0.019];[0.9996, 0.0004];[0.9993, 0.0009];[1.0, 0.0];[0.9996, 0.0004];[0.9993, 0.0009];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3268, 0.0756];[0.3173, 0.0863];[0.3264, 0.0784];[0.9275, 0.017];[0.892, 0.024];[0.944, 0.0294];[0.9479, 0.0263];[0.92, 0.0379];[0.964, 0.0233]
countries_s1;full;complex;None;100;0.5;1;no_reasoner;[19.845816612243652, 0.10157411398750128];[2.5768, 0.0];[0.012, 0.0];[5.1417, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.607, 0.0074];[0.3456, 0.0125];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[1.7376, 0.0488];[0.3902, 0.0976];[3.085, 0.0];[0.9092, 0.01];[0.856, 0.008];[0.94, 0.0283];[0.7234, 0.0209];[0.604, 0.015];[0.816, 0.0697]
countries_s1;full;complex;None;100;0.5;1;dcr;[34.90110287666321, 3.0546391160067543];[0.0197, 0.0012];[0.0121, 0.0001];[0.0159, 0.0025];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.386, 0.0801];[0.3914, 0.0893];[0.3692, 0.0718];[0.9139, 0.0171];[0.868, 0.024];[0.94, 0.0283];[0.9133, 0.0168];[0.868, 0.024];[0.936, 0.0233]
countries_s1;full;complex;None;100;0.5;1;r2n;[37.65086040496826, 0.2867994086765883];[0.0134, 0.0001];[0.0121, 0.0001];[0.0147, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3794, 0.0858];[0.3847, 0.0895];[0.3742, 0.0822];[0.9122, 0.0161];[0.864, 0.0233];[0.936, 0.0233];[0.913, 0.0155];[0.864, 0.0233];[0.936, 0.0233]
countries_s1;full;complex;None;100;0.5;1;gsbr;[28.296794414520264, 3.0592982566844693];[0.0121, 0.0001];[0.0121, 0.0001];[0.0122, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3618, 0.0898];[0.3636, 0.0917];[0.3599, 0.0879];[0.9135, 0.0168];[0.868, 0.0204];[0.936, 0.0233];[0.9139, 0.0166];[0.868, 0.0204];[0.936, 0.0233]
countries_s1;full;complex;None;100;0.5;1;cdcr;[48.361850357055665, 2.38827245749223];[0.0371, 0.0178];[0.0225, 0.01];[0.0425, 0.0252];[0.9999, 0.0002];[0.9998, 0.0004];[1.0, 0.0];[0.9999, 0.0002];[0.9998, 0.0004];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3189, 0.0764];[0.3136, 0.0785];[0.3148, 0.0764];[0.9313, 0.0133];[0.9, 0.0126];[0.944, 0.0294];[0.9467, 0.0261];[0.92, 0.0358];[0.96, 0.0358]
countries_s2;known;complex;None;100;0.5;1;no_reasoner;[20.549142408370972, 0.39665520675488974];[2.5768, 0.0001];[0.012, 0.0001];[5.1417, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6065, 0.008];[0.346, 0.0141];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[1.7315, 0.0282];[0.3779, 0.0565];[3.085, 0.0];[0.9165, 0.0231];[0.872, 0.0325];[0.956, 0.0233];[0.7234, 0.0209];[0.604, 0.015];[0.816, 0.0697]
countries_s2;known;complex;None;100;0.5;1;dcr;[25.736599588394164, 0.2870275369606556];[0.0192, 0.0001];[0.012, 0.0001];[0.0119, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3745, 0.0629];[0.3674, 0.0629];[0.3672, 0.0629];[0.9171, 0.0297];[0.872, 0.0392];[0.944, 0.0408];[0.9191, 0.0316];[0.876, 0.0427];[0.944, 0.0408]
countries_s2;known;complex;None;100;0.5;1;r2n;[22.8137047290802, 0.5859717294063728];[0.013, 0.0001];[0.012, 0.0001];[0.0139, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3347, 0.0537];[0.337, 0.0563];[0.3323, 0.0511];[0.9183, 0.0236];[0.876, 0.0344];[0.948, 0.0349];[0.9201, 0.0252];[0.88, 0.0358];[0.948, 0.0325]
countries_s2;known;complex;None;100;0.5;1;gsbr;[23.853446197509765, 4.418289900449945];[0.012, 0.0001];[0.012, 0.0001];[0.0119, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3761, 0.0661];[0.3762, 0.0661];[0.376, 0.0662];[0.9121, 0.0319];[0.864, 0.0445];[0.948, 0.0431];[0.9121, 0.0319];[0.864, 0.0445];[0.948, 0.0431]
countries_s2;known;complex;None;100;0.5;1;cdcr;[28.234163665771483, 0.32108192773798816];[0.0192, 0.0001];[0.012, 0.0001];[0.012, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3775, 0.0677];[0.3704, 0.0677];[0.3703, 0.0677];[0.9194, 0.0362];[0.876, 0.0528];[0.948, 0.0431];[0.9214, 0.0377];[0.88, 0.0551];[0.948, 0.0431]
countries_s2;backward_1;complex;None;100;0.5;1;no_reasoner;[20.471789932250978, 1.0011103454237205];[2.5768, 0.0001];[0.012, 0.0001];[5.1417, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6065, 0.008];[0.346, 0.0141];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[1.7315, 0.0282];[0.3779, 0.0565];[3.085, 0.0];[0.9165, 0.0231];[0.872, 0.0325];[0.956, 0.0233];[0.7234, 0.0209];[0.604, 0.015];[0.816, 0.0697]
countries_s2;backward_1;complex;None;100;0.5;1;dcr;[32.26371202468872, 1.4933075100595141];[0.0191, 0.0001];[0.012, 0.0001];[0.0118, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3653, 0.061];[0.3583, 0.0609];[0.3579, 0.061];[0.9225, 0.0313];[0.884, 0.0463];[0.948, 0.0271];[0.9285, 0.0292];[0.896, 0.0427];[0.948, 0.0271]
countries_s2;backward_1;complex;None;100;0.5;1;r2n;[30.538981008529664, 0.7472299304119616];[0.0129, 0.0001];[0.012, 0.0001];[0.0137, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3212, 0.0616];[0.3246, 0.0646];[0.3179, 0.0585];[0.9265, 0.0305];[0.892, 0.0466];[0.948, 0.0325];[0.9264, 0.0304];[0.892, 0.0466];[0.944, 0.032]
countries_s2;backward_1;complex;None;100;0.5;1;gsbr;[28.89836940765381, 0.870179784475798];[0.0119, 0.0001];[0.012, 0.0001];[0.0118, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3816, 0.0639];[0.3818, 0.0639];[0.3814, 0.0639];[0.9209, 0.0297];[0.88, 0.042];[0.952, 0.0371];[0.9229, 0.0259];[0.884, 0.0344];[0.952, 0.0371]
