seed;model_name;dataset_name;grounder;kge;rule_miner;kge_atom_embedding_size;facts_file;train_file;valid_file;test_file;domain_file;rules_file;num_negatives;valid_negatives;test_negatives;ragged;format;engine_num_negatives;engine_num_adaptive_constants;constant_embedding_size;dropout_rate_embedder;kge_regularization;learning_rate;epochs;num_rules;loss;weight_loss;batch_size;val_batch_size;test_batch_size;cdcr_use_positional_embeddings;cdcr_num_formulas;valid_frequency;resnet;reasoner_depth;reasoner_regularization_factor;reasoner_formula_hidden_embedding_size;reasoner_dropout_rate;reasoner_atom_embedding_size;signed;temperature;aggregation_type;filter_num_heads;filter_activity_regularization;keys_signature;run_signature;seed_run_i;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1@1;train_concept_hits@3@3;train_task_mrr;train_task_hits@1@1;train_task_hits@3@3;val_loss;val_concept_loss;val_task_loss;val_concept_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_task_mrr;val_task_hits@1@1;val_task_hits@3@3;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1@1;test_concept_hits@3@3;test_task_mrr;test_task_hits@1@1;test_task_hits@3@3;time
[0, 1, 2, 3, 4];r2n;nations;backward_2;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];nations-backward_2-complex-r2n-amie-1-100;4;[0.352, 0.283];[0.358, 0.269];[0.347, 0.296];[0.955, 0.048];[0.915, 0.09];[1.0, 0.0];[0.961, 0.044];[0.927, 0.082];[1.0, 0.0];[0.266, 0.087];[0.243, 0.078];[0.289, 0.098];[0.643, 0.014];[0.632, 0.014];[0.632, 0.014];[0.649, 0.01];[0.639, 0.009];[0.639, 0.009];[0.256, 0.055];[0.248, 0.05];[0.264, 0.06];[0.703, 0.018];[0.595, 0.022];[0.745, 0.019];[0.699, 0.021];[0.593, 0.024];[0.738, 0.023];[221.305, 36.062]
[0, 1, 2, 3, 4];no_reasoner;nations;backward_3;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];nations-backward_3-complex-no_reasoner-amie-1-100;4;[0.301, 0.175];[0.301, 0.175];[0.301, 0.175];[0.97, 0.02];[0.943, 0.039];[1.0, 0.0];[0.97, 0.02];[0.943, 0.039];[1.0, 0.0];[0.224, 0.034];[0.224, 0.034];[0.224, 0.034];[0.66, 0.013];[0.65, 0.013];[0.651, 0.013];[0.66, 0.013];[0.65, 0.013];[0.651, 0.013];[0.265, 0.115];[0.265, 0.115];[0.265, 0.115];[0.708, 0.014];[0.608, 0.017];[0.743, 0.018];[0.708, 0.014];[0.608, 0.017];[0.743, 0.018];[88.683, 36.057]
[0, 1, 2, 3, 4];sbr;nations;backward_3;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];nations-backward_3-complex-sbr-amie-1-100;4;[0.246, 0.263];[0.238, 0.268];[0.255, 0.258];[0.978, 0.027];[0.958, 0.051];[1.0, 0.0];[0.98, 0.025];[0.961, 0.048];[1.0, 0.0];[0.244, 0.047];[0.236, 0.051];[0.254, 0.042];[0.641, 0.007];[0.631, 0.007];[0.632, 0.007];[0.65, 0.011];[0.64, 0.011];[0.64, 0.011];[0.329, 0.111];[0.334, 0.116];[0.324, 0.106];[0.703, 0.015];[0.597, 0.017];[0.741, 0.021];[0.703, 0.011];[0.597, 0.011];[0.74, 0.018];[125.845, 0.416]
[0, 1, 2, 3, 4];rnm;nations;backward_3;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];nations-backward_3-complex-rnm-amie-1-100;4;[0.219, 0.238];[0.215, 0.241];[0.223, 0.236];[0.983, 0.022];[0.967, 0.043];[1.0, 0.0];[0.983, 0.022];[0.966, 0.043];[1.0, 0.0];[0.257, 0.062];[0.255, 0.063];[0.259, 0.062];[0.639, 0.009];[0.629, 0.009];[0.629, 0.009];[0.644, 0.008];[0.634, 0.007];[0.634, 0.007];[0.336, 0.133];[0.343, 0.139];[0.33, 0.127];[0.705, 0.018];[0.598, 0.019];[0.746, 0.022];[0.706, 0.016];[0.599, 0.016];[0.745, 0.021];[140.426, 2.817]
[0, 1, 2, 3, 4];dcr;nations;backward_3;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];nations-backward_3-complex-dcr-amie-1-100;4;[0.975, 0.337];[0.376, 0.169];[0.621, 0.18];[0.99, 0.008];[0.98, 0.015];[1.0, 0.0];[0.982, 0.011];[0.965, 0.021];[1.0, 0.0];[0.792, 0.301];[0.171, 0.105];[0.457, 0.135];[0.68, 0.021];[0.67, 0.021];[0.67, 0.021];[0.677, 0.02];[0.667, 0.021];[0.667, 0.021];[0.943, 0.273];[0.454, 0.146];[0.476, 0.145];[0.745, 0.018];[0.643, 0.023];[0.791, 0.019];[0.742, 0.019];[0.641, 0.025];[0.789, 0.021];[689.749, 11.396]
[0, 1, 2, 3, 4];r2n;nations;backward_3;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;None;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];nations-backward_3-complex-r2n-amie-1-100;4;[0.382, 0.25];[0.394, 0.251];[0.37, 0.249];[0.959, 0.03];[0.921, 0.057];[1.0, 0.0];[0.965, 0.027];[0.934, 0.051];[1.0, 0.0];[0.275, 0.059];[0.267, 0.058];[0.283, 0.06];[0.642, 0.009];[0.632, 0.009];[0.632, 0.009];[0.648, 0.008];[0.639, 0.008];[0.639, 0.008];[0.275, 0.115];[0.272, 0.112];[0.278, 0.118];[0.707, 0.009];[0.603, 0.011];[0.741, 0.016];[0.705, 0.01];[0.601, 0.011];[0.738, 0.016];[228.508, 14.22]
[0, 1, 2, 3, 4];no_reasoner;kinship_family;backward_1;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;1000;TRUE;functional;0;0;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];kinship_family-backward_1-complex-no_reasoner-amie-1-100;4;[0.188, 0.032];[0.188, 0.032];[0.188, 0.032];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.363, 0.003];[0.363, 0.003];[0.363, 0.003];[0.711, 0.013];[0.663, 0.013];[0.725, 0.014];[0.711, 0.013];[0.663, 0.013];[0.725, 0.014];[0.362, 0.003];[0.362, 0.003];[0.362, 0.003];[0.618, 0.014];[0.587, 0.012];[0.627, 0.015];[0.618, 0.014];[0.587, 0.012];[0.627, 0.015];[147.246, 52.705]
[0, 1, 2, 3, 4];sbr;kinship_family;backward_1;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;1000;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];kinship_family-backward_1-complex-sbr-amie-1-100;4;[0.009, 0.008];[0.01, 0.01];[0.008, 0.007];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.508, 0.064];[0.509, 0.064];[0.507, 0.064];[0.645, 0.013];[0.594, 0.012];[0.656, 0.016];[0.875, 0.004];[0.853, 0.005];[0.885, 0.004];[0.511, 0.064];[0.511, 0.064];[0.51, 0.065];[0.562, 0.01];[0.538, 0.008];[0.564, 0.011];[0.82, 0.008];[0.79, 0.012];[0.839, 0.006];[744.185, 358.975]
[0, 1, 2, 3, 4];rnm;kinship_family;backward_1;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;1000;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];kinship_family-backward_1-complex-rnm-amie-1-100;4;[0.181, 0.025];[0.181, 0.025];[0.181, 0.025];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.363, 0.002];[0.363, 0.002];[0.363, 0.002];[0.714, 0.016];[0.666, 0.016];[0.729, 0.017];[0.714, 0.016];[0.666, 0.016];[0.729, 0.017];[0.363, 0.002];[0.363, 0.002];[0.363, 0.002];[0.622, 0.016];[0.59, 0.014];[0.631, 0.018];[0.622, 0.016];[0.59, 0.014];[0.631, 0.018];[751.917, 337.97]
[0, 1, 2, 3, 4];dcr;kinship_family;backward_1;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;1000;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];kinship_family-backward_1-complex-dcr-amie-1-100;4;[0.025, 0.008];[0.024, 0.008];[0.02, 0.006];[0.999, 0.002];[0.998, 0.003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.525, 0.024];[0.52, 0.026];[0.518, 0.026];[0.767, 0.022];[0.721, 0.023];[0.786, 0.023];[0.914, 0.006];[0.902, 0.006];[0.918, 0.006];[0.529, 0.024];[0.521, 0.026];[0.521, 0.026];[0.673, 0.022];[0.639, 0.021];[0.684, 0.023];[0.893, 0.006];[0.883, 0.006];[0.897, 0.007];[1009.607, 374.337]
[0, 1, 2, 3, 4];r2n;kinship_family;backward_1;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;1000;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];kinship_family-backward_1-complex-r2n-amie-1-100;4;[0.573, 0.034];[0.677, 0.039];[0.468, 0.03];[0.922, 0.056];[0.855, 0.102];[1.0, 0.0];[0.997, 0.003];[0.995, 0.005];[1.0, 0.0];[0.347, 0.0];[0.35, 0.0];[0.345, 0.0];[0.533, 0.007];[0.509, 0.004];[0.523, 0.009];[0.883, 0.001];[0.878, 0.001];[0.881, 0.002];[0.347, 0.0];[0.347, 0.0];[0.346, 0.0];[0.506, 0.002];[0.502, 0.001];[0.504, 0.002];[0.883, 0.0];[0.882, 0.0];[0.882, 0.0];[975.226, 392.843]
[0, 1, 2, 3, 4];no_reasoner;kinship_family;backward_2;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;1000;TRUE;functional;0;0;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];kinship_family-backward_2-complex-no_reasoner-amie-1-100;4;[0.172, 0.002];[0.172, 0.002];[0.172, 0.002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.364, 0.0];[0.364, 0.0];[0.364, 0.0];[0.718, 0.016];[0.67, 0.017];[0.732, 0.017];[0.718, 0.016];[0.67, 0.017];[0.732, 0.017];[0.364, 0.0];[0.364, 0.0];[0.364, 0.0];[0.625, 0.017];[0.593, 0.016];[0.634, 0.019];[0.625, 0.017];[0.593, 0.016];[0.634, 0.019];[184.929, 11.845]
[0, 1, 2, 3, 4];sbr;kinship_family;backward_2;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;1000;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];kinship_family-backward_2-complex-sbr-amie-1-100;4;[0.007, 0.01];[0.009, 0.012];[0.007, 0.008];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.525, 0.056];[0.526, 0.056];[0.524, 0.056];[0.666, 0.01];[0.617, 0.009];[0.678, 0.013];[0.894, 0.004];[0.874, 0.005];[0.905, 0.004];[0.527, 0.055];[0.527, 0.056];[0.527, 0.055];[0.579, 0.007];[0.554, 0.005];[0.582, 0.008];[0.838, 0.008];[0.807, 0.011];[0.86, 0.006];[8414.32, 1014.147]
[0, 1, 2, 3, 4];rnm;kinship_family;backward_2;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;1000;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];kinship_family-backward_2-complex-rnm-amie-1-100;4;[0.173, 0.002];[0.173, 0.002];[0.173, 0.002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.364, 0.001];[0.364, 0.001];[0.364, 0.001];[0.712, 0.019];[0.664, 0.02];[0.728, 0.02];[0.712, 0.019];[0.664, 0.02];[0.728, 0.02];[0.364, 0.0];[0.364, 0.0];[0.364, 0.0];[0.623, 0.02];[0.591, 0.018];[0.632, 0.022];[0.623, 0.02];[0.591, 0.018];[0.632, 0.022];[12181.414, 543.025]
[0, 1, 2, 3, 4];dcr;kinship_family;backward_2;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;1000;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];kinship_family-backward_2-complex-dcr-amie-1-100;4;[0.023, 0.009];[0.009, 0.005];[0.007, 0.003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.72, 0.056];[0.702, 0.057];[0.7, 0.056];[0.868, 0.046];[0.832, 0.056];[0.893, 0.04];[0.951, 0.015];[0.941, 0.018];[0.957, 0.013];[0.726, 0.056];[0.703, 0.055];[0.703, 0.055];[0.763, 0.058];[0.711, 0.057];[0.795, 0.066];[0.918, 0.025];[0.895, 0.03];[0.938, 0.023];[10213.172, 4043.766]
[0, 1, 2, 3, 4];r2n;kinship_family;backward_2;complex;amie;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules_amie.txt;1;100;1000;TRUE;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;FALSE;3;3;TRUE;1;0.0;100;0.0;100;TRUE;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];kinship_family-backward_2-complex-r2n-amie-1-100;4;[0.58, 0.001];[0.693, 0.0];[0.468, 0.001];[0.767, 0.065];[0.585, 0.11];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.348, 0.0];[0.35, 0.0];[0.346, 0.0];[0.53, 0.001];[0.508, 0.001];[0.52, 0.001];[0.968, 0.0];[0.966, 0.0];[0.968, 0.0];[0.348, 0.0];[0.347, 0.0];[0.349, 0.0];[0.505, 0.0];[0.501, 0.0];[0.503, 0.0];[0.965, 0.0];[0.961, 0.001];[0.969, 0.0];[4505.424, 328.837]

[0, 1, 2, 3, 4];no_reasoner;countries_s2;backward_1;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;-1;-1;256;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_1-complex-no_reasoner-None-1-100;4;[0.14, 0.229];[0.14, 0.229];[0.14, 0.229];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.368, 0.056];[0.368, 0.056];[0.368, 0.056];[0.808, 0.014];[0.784, 0.014];[0.812, 0.01];[0.808, 0.014];[0.784, 0.014];[0.812, 0.01];[0.368, 0.061];[0.368, 0.061];[0.368, 0.061];[0.912, 0.02];[0.864, 0.02];[0.948, 0.041];[0.912, 0.02];[0.864, 0.02];[0.948, 0.041];[14.981, 0.772]
[0, 1, 2, 3, 4];sbr;countries_s2;backward_1;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_1-complex-sbr-None-1-100;4;[0.119, 0.233];[0.12, 0.234];[0.119, 0.233];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.392, 0.045];[0.392, 0.045];[0.392, 0.045];[0.805, 0.017];[0.784, 0.021];[0.804, 0.016];[0.815, 0.012];[0.796, 0.014];[0.814, 0.014];[0.414, 0.038];[0.414, 0.038];[0.413, 0.039];[0.911, 0.014];[0.86, 0.013];[0.948, 0.037];[0.913, 0.014];[0.864, 0.008];[0.948, 0.037];[24.153, 0.216]
[0, 1, 2, 3, 4];rnm;countries_s2;backward_1;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_1-complex-rnm-None-1-100;4;[0.14, 0.229];[0.14, 0.229];[0.14, 0.229];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.368, 0.056];[0.368, 0.056];[0.368, 0.056];[0.808, 0.014];[0.784, 0.014];[0.812, 0.01];[0.808, 0.014];[0.784, 0.014];[0.812, 0.01];[0.368, 0.061];[0.368, 0.061];[0.368, 0.061];[0.912, 0.02];[0.864, 0.02];[0.948, 0.041];[0.912, 0.02];[0.864, 0.02];[0.948, 0.041];[24.364, 0.26]
[0, 1, 2, 3, 4];dcr;countries_s2;backward_1;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_1-complex-dcr-None-1-100;4;[0.045, 0.051];[0.04, 0.045];[0.039, 0.045];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.376, 0.063];[0.37, 0.067];[0.37, 0.067];[0.809, 0.014];[0.788, 0.017];[0.806, 0.01];[0.814, 0.01];[0.796, 0.01];[0.808, 0.01];[0.363, 0.06];[0.359, 0.065];[0.357, 0.066];[0.912, 0.018];[0.864, 0.02];[0.952, 0.035];[0.912, 0.018];[0.864, 0.02];[0.952, 0.035];[34.504, 0.626]
[0, 1, 2, 3, 4];r2n;countries_s2;backward_1;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_1-complex-r2n-None-1-100;4;[0.037, 0.074];[0.045, 0.09];[0.029, 0.059];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.328, 0.038];[0.328, 0.038];[0.328, 0.039];[0.785, 0.03];[0.754, 0.043];[0.792, 0.022];[0.806, 0.005];[0.786, 0.005];[0.804, 0.005];[0.409, 0.097];[0.412, 0.092];[0.405, 0.101];[0.901, 0.012];[0.848, 0.027];[0.936, 0.046];[0.907, 0.011];[0.86, 0.013];[0.936, 0.046];[26.003, 0.286]
[0, 1, 2, 3, 4];no_reasoner;countries_s2;backward_2;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;-1;-1;256;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_2-complex-no_reasoner-None-1-100;4;[0.14, 0.229];[0.14, 0.229];[0.14, 0.229];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.368, 0.056];[0.368, 0.056];[0.368, 0.056];[0.808, 0.014];[0.784, 0.014];[0.812, 0.01];[0.808, 0.014];[0.784, 0.014];[0.812, 0.01];[0.368, 0.061];[0.368, 0.061];[0.368, 0.061];[0.912, 0.02];[0.864, 0.02];[0.948, 0.041];[0.912, 0.02];[0.864, 0.02];[0.948, 0.041];[14.904, 0.718]
[0, 1, 2, 3, 4];sbr;countries_s2;backward_2;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_2-complex-sbr-None-1-100;4;[0.014, 0.026];[0.015, 0.027];[0.014, 0.026];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.39, 0.045];[0.39, 0.045];[0.39, 0.045];[0.797, 0.015];[0.766, 0.026];[0.808, 0.012];[0.806, 0.01];[0.782, 0.016];[0.81, 0.011];[0.418, 0.104];[0.418, 0.104];[0.417, 0.105];[0.907, 0.013];[0.852, 0.027];[0.948, 0.032];[0.911, 0.009];[0.86, 0.013];[0.948, 0.032];[33.893, 0.06]
[0, 1, 2, 3, 4];rnm;countries_s2;backward_2;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_2-complex-rnm-None-1-100;4;[0.144, 0.231];[0.144, 0.231];[0.144, 0.231];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.398, 0.066];[0.398, 0.066];[0.398, 0.066];[0.807, 0.013];[0.782, 0.013];[0.812, 0.012];[0.807, 0.013];[0.782, 0.013];[0.812, 0.012];[0.426, 0.113];[0.426, 0.113];[0.426, 0.113];[0.912, 0.018];[0.864, 0.02];[0.944, 0.032];[0.912, 0.018];[0.864, 0.02];[0.944, 0.032];[34.007, 0.827]
[0, 1, 2, 3, 4];dcr;countries_s2;backward_2;complex;None;100;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;1;100;None;True;functional;0;0;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;-1;-1;256;False;3;3;True;1;0.0;100;0.0;100;True;0.0;max;3;0.0;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s2-backward_2-complex-dcr-None-1-100;4;[0.169, 0.135];[0.138, 0.12];[0.135, 0.12];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.397, 0.103];[0.364, 0.117];[0.364, 0.117];[0.791, 0.024];[0.766, 0.029];[0.792, 0.019];[0.8, 0.015];[0.778, 0.017];[0.8, 0.014];[0.35, 0.038];[0.319, 0.039];[0.314, 0.041];[0.906, 0.032];[0.852, 0.047];[0.952, 0.03];[0.912, 0.026];[0.864, 0.034];[0.952, 0.03];[48.215, 1.244]
