Assuming 9 as type relation
Loading files... 
  Starting train_umls.tsv
  Finished train_umls.tsv, still running: 0
Loaded 1959 facts in 32 ms using -4 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 16 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?g  evaluation_of  ?a  ?g  manifestation_of  ?b   => ?a  result_of  ?b	0.10106383	0.271428571	0.271428571	19	70	70	-1
?h  associated_with  ?b  ?a  precedes  ?h   => ?a  result_of  ?b	0.010638298	0.2	0.2	2	10	10	-1
?g  diagnoses  ?a  ?g  evaluation_of  ?b   => ?a  result_of  ?b	0.015957447	0.375	0.375	3	8	8	-1
?h  affects  ?b  ?a  associated_with  ?h   => ?a  result_of  ?b	0.037234043	0.023026316	0.102941176	7	304	68	-1
?g  affects  ?a  ?g  manifestation_of  ?b   => ?a  result_of  ?b	0.175531915	0.12406015	0.297297297	33	266	111	-1
?g  complicates  ?a  ?g  manifestation_of  ?b   => ?a  result_of  ?b	0.10106383	0.327586207	0.327586207	19	58	58	-1
?g  indicates  ?a  ?g  manifestation_of  ?b   => ?a  result_of  ?b	0.10106383	0.339285714	0.339285714	19	56	56	-1
?a  associated_with  ?h  ?h  complicates  ?b   => ?a  result_of  ?b	0.010638298	0.029850746	0.133333333	2	67	15	-1
?g  manifestation_of  ?b  ?g  occurs_in  ?a   => ?a  result_of  ?b	0.063829787	0.133333333	0.375	12	90	32	-1
?g  co-occurs_with  ?a  ?g  manifestation_of  ?b   => ?a  result_of  ?b	0.037234043	0.179487179	0.179487179	7	39	39	-1
?g  diagnoses  ?a  ?g  manifestation_of  ?b   => ?a  result_of  ?b	0.010638298	0.5	0.5	2	4	4	-1
?g  evaluation_of  ?b  ?g  manifestation_of  ?a   => ?a  result_of  ?b	0.127659574	0.342857143	0.342857143	24	70	70	-1
?g  associated_with  ?a  ?g  evaluation_of  ?b   => ?a  result_of  ?b	0.058510638	0.392857143	0.392857143	11	28	28	-1
?g  evaluation_of  ?b  ?g  measurement_of  ?a   => ?a  result_of  ?b	0.031914894	0.1	0.3	6	60	20	-1
?g  manifestation_of  ?a  ?g  manifestation_of  ?b   => ?a  result_of  ?b	0.29787234	0.302702703	0.302702703	56	185	185	-1
?h  process_of  ?b  ?a  result_of  ?h   => ?a  result_of  ?b	0.382978723	0.12371134	0.12371134	72	582	582	-1
?a  associated_with  ?h  ?h  isa  ?b   => ?a  result_of  ?b	0.031914894	0.081081081	0.315789474	6	74	19	-1
?h  precedes  ?b  ?a  result_of  ?h   => ?a  result_of  ?b	0.180851064	0.336633663	0.336633663	34	101	101	-1
?a  associated_with  ?h  ?h  measurement_of  ?b   => ?a  result_of  ?b	0.015957447	0.166666667	0.214285714	3	18	14	-1
?g  manifestation_of  ?b  ?g  measurement_of  ?a   => ?a  result_of  ?b	0.074468085	0.150537634	0.378378378	14	93	37	-1
?g  isa  ?a  ?g  manifestation_of  ?b   => ?a  result_of  ?b	0.037234043	0.088607595	0.194444444	7	79	36	-1
?g  manifestation_of  ?b  ?g  precedes  ?a   => ?a  result_of  ?b	0.037234043	0.28	0.28	7	25	25	-1
?a  associated_with  ?h  ?h  precedes  ?b   => ?a  result_of  ?b	0.010638298	0.074074074	0.333333333	2	27	6	-1
?h  result_of  ?b  ?a  result_of  ?h   => ?a  result_of  ?b	0.824468085	0.264054514	0.264054514	155	587	587	-1
?h  affects  ?b  ?a  result_of  ?h   => ?a  result_of  ?b	0.484042553	0.128895184	0.128895184	91	706	706	-1
?a  associated_with  ?h  ?h  result_of  ?b   => ?a  result_of  ?b	0.14893617	0.071611253	0.247787611	28	391	113	-1
?a  disrupts  ?h  ?h  location_of  ?b   => ?a  result_of  ?b	0.042553191	0.047619048	0.347826087	8	168	23	-1
?h  complicates  ?b  ?a  result_of  ?h   => ?a  result_of  ?b	0.127659574	0.260869565	0.260869565	24	92	92	-1
?a  associated_with  ?h  ?h  process_of  ?b   => ?a  result_of  ?b	0.031914894	0.02238806	0.111111111	6	268	54	-1
?a  associated_with  ?h  ?h  degree_of  ?b   => ?a  result_of  ?b	0.015957447	0.051724138	0.25	3	58	12	-1
?h  co-occurs_with  ?b  ?a  result_of  ?h   => ?a  result_of  ?b	0.117021277	0.226804124	0.226804124	22	97	97	-1
?h  isa  ?b  ?a  result_of  ?h   => ?a  result_of  ?b	0.196808511	0.23125	0.23125	37	160	160	-1
?h  location_of  ?b  ?a  result_of  ?h   => ?a  result_of  ?b	0.042553191	0.142857143	0.142857143	8	56	56	-1
?g  co-occurs_with  ?a  ?g  result_of  ?b   => ?a  result_of  ?b	0.218085106	0.3203125	0.3203125	41	128	128	-1
?g  degree_of  ?a  ?g  result_of  ?b   => ?a  result_of  ?b	0.207446809	0.312	0.312	39	125	125	-1
?h  conceptually_related_to  ?b  ?a  result_of  ?h   => ?a  result_of  ?b	0.015957447	0.428571429	0.428571429	3	7	7	-1
?g  complicates  ?a  ?g  result_of  ?b   => ?a  result_of  ?b	0.20212766	0.308943089	0.308943089	38	123	123	-1
?h  diagnoses  ?b  ?a  result_of  ?h   => ?a  result_of  ?b	0.037234043	0.318181818	0.318181818	7	22	22	-1
?h  causes  ?b  ?a  part_of  ?h   => ?a  result_of  ?b	0.015957447	0.107142857	0.3	3	28	10	-1
?h  affects  ?b  ?a  conceptually_related_to  ?h   => ?a  result_of  ?b	0.026595745	0.5	0.5	5	10	10	-1
?g  isa  ?a  ?g  result_of  ?b   => ?a  result_of  ?b	0.122340426	0.136094675	0.2	23	169	115	-1
?h  associated_with  ?b  ?a  result_of  ?h   => ?a  result_of  ?b	0.143617021	0.2109375	0.2109375	27	128	128	-1
?g  evaluation_of  ?a  ?g  result_of  ?b   => ?a  result_of  ?b	0.015957447	0.428571429	0.5	3	7	6	-1
?a  conceptually_related_to  ?h  ?h  result_of  ?b   => ?a  result_of  ?b	0.010638298	0.333333333	0.333333333	2	6	6	-1
?h  degree_of  ?b  ?a  result_of  ?h   => ?a  result_of  ?b	0.111702128	0.230769231	0.230769231	21	91	91	-1
?g  complicates  ?a  ?g  complicates  ?b   => ?a  result_of  ?b	0.287234043	0.253521127	0.253521127	54	213	213	-1
?g  manifestation_of  ?a  ?g  result_of  ?b   => ?a  result_of  ?b	0.420212766	0.284172662	0.284172662	79	278	278	-1
?g  result_of  ?a  ?g  result_of  ?b   => ?a  result_of  ?b	0.760638298	0.201692525	0.247833622	143	709	577	-1
?a  result_of  ?h  ?h  treats  ?b   => ?a  result_of  ?b	0.021276596	0.333333333	0.333333333	4	12	12	-1
?g  associated_with  ?a  ?g  result_of  ?b   => ?a  result_of  ?b	0.159574468	0.357142857	0.379746835	30	84	79	-1
?g  precedes  ?a  ?g  result_of  ?b   => ?a  result_of  ?b	0.154255319	0.305263158	0.305263158	29	95	95	-1
?g  location_of  ?a  ?g  result_of  ?b   => ?a  result_of  ?b	0.127659574	0.230769231	0.358208955	24	104	67	-1
?h  causes  ?b  ?a  property_of  ?h   => ?a  result_of  ?b	0.015957447	0.272727273	0.5	3	11	6	-1
?a  conceptually_related_to  ?h  ?h  process_of  ?b   => ?a  result_of  ?b	0.010638298	0.25	0.25	2	8	8	-1
?g  process_of  ?a  ?g  result_of  ?b   => ?a  result_of  ?b	0.367021277	0.111831442	0.264367816	69	617	261	-1
?g  co-occurs_with  ?a  ?g  complicates  ?b   => ?a  result_of  ?b	0.031914894	0.333333333	0.333333333	6	18	18	-1
?g  complicates  ?b  ?g  disrupts  ?a   => ?a  result_of  ?b	0.117021277	0.12716763	0.265060241	22	173	83	-1
?g  complicates  ?b  ?g  result_of  ?a   => ?a  result_of  ?b	0.127659574	0.195121951	0.242424242	24	123	99	-1
?g  complicates  ?b  ?g  degree_of  ?a   => ?a  result_of  ?b	0.026595745	0.227272727	0.227272727	5	22	22	-1
?g  affects  ?a  ?g  complicates  ?b   => ?a  result_of  ?b	0.228723404	0.180672269	0.238888889	43	238	180	-1
?g  affects  ?a  ?g  result_of  ?b   => ?a  result_of  ?b	0.45212766	0.122302158	0.263975155	85	695	322	-1
?g  occurs_in  ?a  ?g  result_of  ?b   => ?a  result_of  ?b	0.175531915	0.157142857	0.402439024	33	210	82	-1
?g  complicates  ?b  ?g  prevents  ?a   => ?a  result_of  ?b	0.058510638	0.282051282	0.282051282	11	39	39	-1
?g  complicates  ?b  ?g  diagnoses  ?a   => ?a  result_of  ?b	0.037234043	0.35	0.35	7	20	20	-1
?g  complicates  ?b  ?g  manifestation_of  ?a   => ?a  result_of  ?b	0.10106383	0.327586207	0.327586207	19	58	58	-1
?g  measurement_of  ?a  ?g  result_of  ?b   => ?a  result_of  ?b	0.074468085	0.269230769	0.333333333	14	52	42	-1
?g  associated_with  ?a  ?g  complicates  ?b   => ?a  result_of  ?b	0.037234043	0.24137931	0.4375	7	29	16	-1
?g  indicates  ?a  ?g  result_of  ?b   => ?a  result_of  ?b	0.010638298	0.25	0.25	2	8	8	-1
?g  conceptually_related_to  ?a  ?g  result_of  ?b   => ?a  result_of  ?b	0.010638298	0.2	0.2	2	10	10	-1
?g  complicates  ?b  ?g  process_of  ?a   => ?a  result_of  ?b	0.04787234	0.111111111	0.236842105	9	81	38	-1
?g  causes  ?a  ?g  complicates  ?b   => ?a  result_of  ?b	0.175531915	0.305555556	0.305555556	33	108	108	-1
?g  causes  ?b  ?g  disrupts  ?a   => ?a  result_of  ?b	0.069148936	0.141304348	0.276595745	13	92	47	-1
?g  causes  ?a  ?g  causes  ?b   => ?a  result_of  ?b	0.14893617	0.285714286	0.285714286	28	98	98	-1
?g  complicates  ?b  ?g  treats  ?a   => ?a  result_of  ?b	0.026595745	0.333333333	0.333333333	5	15	15	-1
?g  complicates  ?b  ?g  occurs_in  ?a   => ?a  result_of  ?b	0.021276596	0.086956522	0.222222222	4	46	18	-1
?g  affects  ?a  ?g  co-occurs_with  ?b   => ?a  result_of  ?b	0.085106383	0.13559322	0.363636364	16	118	44	-1
?g  co-occurs_with  ?b  ?g  manifestation_of  ?a   => ?a  result_of  ?b	0.074468085	0.358974359	0.358974359	14	39	39	-1
?g  complicates  ?b  ?g  location_of  ?a   => ?a  result_of  ?b	0.010638298	0.133333333	0.2	2	15	10	-1
?g  co-occurs_with  ?b  ?g  process_of  ?a   => ?a  result_of  ?b	0.053191489	0.112359551	0.222222222	10	89	45	-1
?g  location_of  ?b  ?g  result_of  ?a   => ?a  result_of  ?b	0.074468085	0.134615385	0.157303371	14	104	89	-1
?g  location_of  ?b  ?g  manifestation_of  ?a   => ?a  result_of  ?b	0.058510638	0.22	0.22	11	50	50	-1
?g  affects  ?a  ?g  location_of  ?b   => ?a  result_of  ?b	0.053191489	0.103092784	0.204081633	10	97	49	-1
?g  complicates  ?a  ?g  location_of  ?b   => ?a  result_of  ?b	0.010638298	0.133333333	0.133333333	2	15	15	-1
?g  affects  ?a  ?g  causes  ?b   => ?a  result_of  ?b	0.207446809	0.286764706	0.286764706	39	136	136	-1
?g  causes  ?b  ?g  complicates  ?a   => ?a  result_of  ?b	0.14893617	0.259259259	0.259259259	28	108	108	-1
?g  causes  ?b  ?g  treats  ?a   => ?a  result_of  ?b	0.026595745	0.172413793	0.192307692	5	29	26	-1
?g  causes  ?b  ?g  indicates  ?a   => ?a  result_of  ?b	0.010638298	0.166666667	0.333333333	2	12	6	-1
?g  precedes  ?b  ?g  process_of  ?a   => ?a  result_of  ?b	0.074468085	0.12962963	0.285714286	14	108	49	-1
?g  complicates  ?b  ?g  indicates  ?a   => ?a  result_of  ?b	0.010638298	0.166666667	0.333333333	2	12	6	-1
?g  co-occurs_with  ?b  ?g  result_of  ?a   => ?a  result_of  ?b	0.143617021	0.2109375	0.247706422	27	128	109	-1
?g  complicates  ?b  ?g  isa  ?a   => ?a  result_of  ?b	0.010638298	0.022222222	0.117647059	2	90	17	-1
?g  associated_with  ?a  ?g  co-occurs_with  ?b   => ?a  result_of  ?b	0.026595745	0.384615385	0.384615385	5	13	13	-1
?g  associated_with  ?a  ?g  precedes  ?b   => ?a  result_of  ?b	0.026595745	0.625	0.625	5	8	8	-1
?g  degree_of  ?a  ?g  precedes  ?b   => ?a  result_of  ?b	0.015957447	0.230769231	0.230769231	3	13	13	-1
?g  co-occurs_with  ?b  ?g  degree_of  ?a   => ?a  result_of  ?b	0.015957447	0.142857143	0.142857143	3	21	21	-1
?g  co-occurs_with  ?a  ?g  precedes  ?b   => ?a  result_of  ?b	0.015957447	0.3	0.3	3	10	10	-1
?g  location_of  ?a  ?g  location_of  ?b   => ?a  result_of  ?b	0.414893617	0.148288973	0.227405248	78	526	343	-1
?g  co-occurs_with  ?b  ?g  complicates  ?a   => ?a  result_of  ?b	0.026595745	0.277777778	0.277777778	5	18	18	-1
?g  co-occurs_with  ?a  ?g  location_of  ?b   => ?a  result_of  ?b	0.026595745	0.333333333	0.333333333	5	15	15	-1
?g  co-occurs_with  ?b  ?g  occurs_in  ?a   => ?a  result_of  ?b	0.010638298	0.0625	0.181818182	2	32	11	-1
?g  co-occurs_with  ?b  ?g  conceptually_related_to  ?a   => ?a  result_of  ?b	0.010638298	1	1	2	2	2	-1
?g  precedes  ?b  ?g  result_of  ?a   => ?a  result_of  ?b	0.143617021	0.284210526	0.329268293	27	95	82	-1
?g  co-occurs_with  ?a  ?g  process_of  ?b   => ?a  result_of  ?b	0.090425532	0.191011236	0.191011236	17	89	89	-1
?g  causes  ?b  ?g  prevents  ?a   => ?a  result_of  ?b	0.037234043	0.291666667	0.291666667	7	24	24	-1
?g  occurs_in  ?a  ?g  process_of  ?b   => ?a  result_of  ?b	0.079787234	0.093167702	0.227272727	15	161	66	-1
?g  affects  ?a  ?g  precedes  ?b   => ?a  result_of  ?b	0.127659574	0.171428571	0.380952381	24	140	63	-1
?g  treats  ?a  ?g  treats  ?b   => ?a  result_of  ?b	0.04787234	0.152542373	0.173076923	9	59	52	-1
?g  complicates  ?a  ?g  precedes  ?b   => ?a  result_of  ?b	0.037234043	0.583333333	0.583333333	7	12	12	-1
?g  isa  ?a  ?g  precedes  ?b   => ?a  result_of  ?b	0.031914894	0.285714286	0.315789474	6	21	19	-1
?g  manifestation_of  ?a  ?g  precedes  ?b   => ?a  result_of  ?b	0.058510638	0.44	0.44	11	25	25	-1
?g  precedes  ?a  ?g  precedes  ?b   => ?a  result_of  ?b	0.031914894	0.24	0.24	6	25	25	-1
?g  manifestation_of  ?a  ?g  process_of  ?b   => ?a  result_of  ?b	0.143617021	0.157894737	0.157894737	27	171	171	-1
?g  affects  ?a  ?g  process_of  ?b   => ?a  result_of  ?b	0.255319149	0.064602961	0.130081301	48	743	369	-1
?g  process_of  ?a  ?g  process_of  ?b   => ?a  result_of  ?b	0.180851064	0.049780381	0.117647059	34	683	289	-1
?g  co-occurs_with  ?b  ?g  location_of  ?a   => ?a  result_of  ?b	0.010638298	0.133333333	0.2	2	15	10	-1
?g  complicates  ?a  ?g  process_of  ?b   => ?a  result_of  ?b	0.095744681	0.222222222	0.222222222	18	81	81	-1
?g  associated_with  ?a  ?g  degree_of  ?b   => ?a  result_of  ?b	0.037234043	0.4375	0.4375	7	16	16	-1
?g  associated_with  ?a  ?g  process_of  ?b   => ?a  result_of  ?b	0.04787234	0.15	0.15	9	60	60	-1
?g  causes  ?a  ?g  treats  ?b   => ?a  result_of  ?b	0.042553191	0.275862069	0.275862069	8	29	29	-1
?g  prevents  ?a  ?g  treats  ?b   => ?a  result_of  ?b	0.042553191	0.307692308	0.307692308	8	26	26	-1
?g  degree_of  ?b  ?g  isa  ?a   => ?a  result_of  ?b	0.021276596	0.173913043	0.19047619	4	23	21	-1
?g  affects  ?a  ?g  treats  ?b   => ?a  result_of  ?b	0.037234043	0.28	0.28	7	25	25	-1
?g  degree_of  ?b  ?g  precedes  ?a   => ?a  result_of  ?b	0.021276596	0.307692308	0.307692308	4	13	13	-1
?g  complicates  ?a  ?g  treats  ?b   => ?a  result_of  ?b	0.015957447	0.2	0.2	3	15	15	-1
?g  occurs_in  ?a  ?g  precedes  ?b   => ?a  result_of  ?b	0.015957447	0.142857143	0.428571429	3	21	7	-1
?g  degree_of  ?b  ?g  result_of  ?a   => ?a  result_of  ?b	0.14893617	0.224	0.285714286	28	125	98	-1
?g  affects  ?a  ?g  degree_of  ?b   => ?a  result_of  ?b	0.095744681	0.147540984	0.339622642	18	122	53	-1
?g  degree_of  ?b  ?g  process_of  ?a   => ?a  result_of  ?b	0.058510638	0.098214286	0.224489796	11	112	49	-1
?g  degree_of  ?b  ?g  manifestation_of  ?a   => ?a  result_of  ?b	0.085106383	0.355555556	0.355555556	16	45	45	-1
?g  process_of  ?b  ?g  result_of  ?a   => ?a  result_of  ?b	0.345744681	0.10534846	0.127952756	65	617	508	-1
?g  degree_of  ?a  ?g  process_of  ?b   => ?a  result_of  ?b	0.10106383	0.169642857	0.169642857	19	112	112	-1
?g  associated_with  ?b  ?g  manifestation_of  ?a   => ?a  result_of  ?b	0.10106383	0.267605634	0.267605634	19	71	71	-1
?g  associated_with  ?b  ?g  measures  ?a   => ?a  result_of  ?b	0.079787234	0.102040816	0.288461538	15	147	52	-1
?g  complicates  ?a  ?g  degree_of  ?b   => ?a  result_of  ?b	0.042553191	0.363636364	0.363636364	8	22	22	-1
?g  precedes  ?a  ?g  process_of  ?b   => ?a  result_of  ?b	0.079787234	0.138888889	0.138888889	15	108	108	-1
?g  degree_of  ?b  ?g  occurs_in  ?a   => ?a  result_of  ?b	0.026595745	0.128205128	0.333333333	5	39	15	-1
?g  degree_of  ?a  ?g  degree_of  ?b   => ?a  result_of  ?b	0.021276596	0.181818182	0.181818182	4	22	22	-1
?g  conceptually_related_to  ?a  ?g  degree_of  ?b   => ?a  result_of  ?b	0.010638298	0.666666667	0.666666667	2	3	3	-1
?g  disrupts  ?a  ?g  treats  ?b   => ?a  result_of  ?b	0.010638298	0.333333333	1	2	6	2	-1
?g  associated_with  ?a  ?g  measures  ?b   => ?a  result_of  ?b	0.079787234	0.102040816	0.102040816	15	147	147	-1
?g  associated_with  ?b  ?g  treats  ?a   => ?a  result_of  ?b	0.010638298	0.25	0.25	2	8	8	-1
?g  diagnoses  ?b  ?g  measures  ?a   => ?a  result_of  ?b	0.063829787	0.139534884	0.387096774	12	86	31	-1
?g  associated_with  ?a  ?g  associated_with  ?b   => ?a  result_of  ?b	0.138297872	0.128078818	0.203125	26	203	128	-1
?g  diagnoses  ?a  ?g  diagnoses  ?b   => ?a  result_of  ?b	0.042553191	0.25	0.25	8	32	32	-1
?g  associated_with  ?a  ?g  diagnoses  ?b   => ?a  result_of  ?b	0.031914894	0.5	0.5	6	12	12	-1
?g  assesses_effect_of  ?a  ?g  diagnoses  ?b   => ?a  result_of  ?b	0.021276596	0.095238095	0.5	4	42	8	-1
?g  associated_with  ?b  ?g  evaluation_of  ?a   => ?a  result_of  ?b	0.04787234	0.321428571	0.321428571	9	28	28	-1
?g  associated_with  ?b  ?g  result_of  ?a   => ?a  result_of  ?b	0.069148936	0.154761905	0.203125	13	84	64	-1
?g  associated_with  ?b  ?g  indicates  ?a   => ?a  result_of  ?b	0.031914894	0.375	0.375	6	16	16	-1
?g  indicates  ?a  ?g  indicates  ?b   => ?a  result_of  ?b	0.10106383	0.240506329	0.267605634	19	79	71	-1
?g  associated_with  ?b  ?g  degree_of  ?a   => ?a  result_of  ?b	0.026595745	0.3125	0.3125	5	16	16	-1
?g  co-occurs_with  ?a  ?g  degree_of  ?b   => ?a  result_of  ?b	0.031914894	0.285714286	0.285714286	6	21	21	-1
?g  assesses_effect_of  ?a  ?g  associated_with  ?b   => ?a  result_of  ?b	0.026595745	0.094339623	0.3125	5	53	16	-1
?g  associated_with  ?b  ?g  co-occurs_with  ?a   => ?a  result_of  ?b	0.026595745	0.384615385	0.384615385	5	13	13	-1
?g  associated_with  ?a  ?g  indicates  ?b   => ?a  result_of  ?b	0.015957447	0.1875	0.1875	3	16	16	-1
?g  associated_with  ?b  ?g  complicates  ?a   => ?a  result_of  ?b	0.021276596	0.137931034	0.137931034	4	29	29	-1
?g  associated_with  ?b  ?g  occurs_in  ?a   => ?a  result_of  ?b	0.021276596	0.166666667	0.444444444	4	24	9	-1
?g  isa  ?b  ?g  result_of  ?a   => ?a  result_of  ?b	0.180851064	0.201183432	0.244604317	34	169	139	-1
?g  associated_with  ?b  ?g  prevents  ?a   => ?a  result_of  ?b	0.010638298	0.5	0.5	2	4	4	-1
?g  affects  ?a  ?g  isa  ?b   => ?a  result_of  ?b	0.127659574	0.084805654	0.129032258	24	283	186	-1
?g  diagnoses  ?b  ?g  evaluation_of  ?a   => ?a  result_of  ?b	0.015957447	0.375	0.375	3	8	8	-1
?g  complicates  ?a  ?g  diagnoses  ?b   => ?a  result_of  ?b	0.026595745	0.25	0.25	5	20	20	-1
?g  affects  ?a  ?g  diagnoses  ?b   => ?a  result_of  ?b	0.079787234	0.405405405	0.405405405	15	37	37	-1
?g  co-occurs_with  ?a  ?g  isa  ?b   => ?a  result_of  ?b	0.037234043	0.318181818	0.318181818	7	22	22	-1
?g  evaluation_of  ?a  ?g  indicates  ?b   => ?a  result_of  ?b	0.053191489	0.25	0.25	10	40	40	-1
?g  associated_with  ?b  ?g  process_of  ?a   => ?a  result_of  ?b	0.042553191	0.133333333	0.307692308	8	60	26	-1
?g  affects  ?a  ?g  associated_with  ?b   => ?a  result_of  ?b	0.10106383	0.126666667	0.184466019	19	150	103	-1
?g  complicates  ?a  ?g  indicates  ?b   => ?a  result_of  ?b	0.015957447	0.25	0.25	3	12	12	-1
?g  associated_with  ?b  ?g  measurement_of  ?a   => ?a  result_of  ?b	0.021276596	0.166666667	0.5	4	24	8	-1
?g  isa  ?b  ?g  process_of  ?a   => ?a  result_of  ?b	0.111702128	0.165354331	0.375	21	127	56	-1
?g  isa  ?b  ?g  manifestation_of  ?a   => ?a  result_of  ?b	0.069148936	0.164556962	0.164556962	13	79	79	-1
?g  affects  ?a  ?g  affects  ?b   => ?a  result_of  ?b	0.377659574	0.079418345	0.161731207	71	894	439	-1
?g  associated_with  ?a  ?g  isa  ?b   => ?a  result_of  ?b	0.04787234	0.123287671	0.15	9	73	60	-1
?g  affects  ?b  ?g  causes  ?a   => ?a  result_of  ?b	0.276595745	0.382352941	0.382352941	52	136	136	-1
?g  degree_of  ?a  ?g  isa  ?b   => ?a  result_of  ?b	0.04787234	0.391304348	0.391304348	9	23	23	-1
?g  affects  ?b  ?g  associated_with  ?a   => ?a  result_of  ?b	0.170212766	0.213333333	0.240601504	32	150	133	-1
?g  isa  ?b  ?g  occurs_in  ?a   => ?a  result_of  ?b	0.042553191	0.195121951	0.615384615	8	41	13	-1
?g  affects  ?b  ?g  manifestation_of  ?a   => ?a  result_of  ?b	0.164893617	0.116541353	0.116541353	31	266	266	-1
?g  affects  ?b  ?g  degree_of  ?a   => ?a  result_of  ?b	0.10106383	0.155737705	0.155737705	19	122	122	-1
?g  affects  ?b  ?g  precedes  ?a   => ?a  result_of  ?b	0.090425532	0.121428571	0.121428571	17	140	140	-1
?g  affects  ?b  ?g  co-occurs_with  ?a   => ?a  result_of  ?b	0.085106383	0.13559322	0.13559322	16	118	118	-1
?g  diagnoses  ?b  ?g  prevents  ?a   => ?a  result_of  ?b	0.015957447	0.3	0.3	3	10	10	-1
?g  isa  ?b  ?g  precedes  ?a   => ?a  result_of  ?b	0.031914894	0.285714286	0.285714286	6	21	21	-1
?g  indicates  ?b  ?g  manifestation_of  ?a   => ?a  result_of  ?b	0.04787234	0.160714286	0.160714286	9	56	56	-1
?g  affects  ?b  ?g  prevents  ?a   => ?a  result_of  ?b	0.058510638	0.297297297	0.297297297	11	37	37	-1
?g  affects  ?b  ?g  complicates  ?a   => ?a  result_of  ?b	0.308510638	0.243697479	0.243697479	58	238	238	-1
?g  affects  ?b  ?g  treats  ?a   => ?a  result_of  ?b	0.031914894	0.24	0.24	6	25	25	-1
?g  isa  ?a  ?g  isa  ?b   => ?a  result_of  ?b	0.026595745	0.040983607	0.172413793	5	122	29	-1
?g  causes  ?a  ?g  indicates  ?b   => ?a  result_of  ?b	0.010638298	0.166666667	0.166666667	2	12	12	-1
?g  indicates  ?b  ?g  measurement_of  ?a   => ?a  result_of  ?b	0.031914894	0.0625	0.1875	6	96	32	-1
?g  measurement_of  ?b  ?g  result_of  ?a   => ?a  result_of  ?b	0.04787234	0.173076923	0.225	9	52	40	-1
?g  affects  ?b  ?g  result_of  ?a   => ?a  result_of  ?b	0.372340426	0.100719424	0.12173913	70	695	575	-1
?g  disrupts  ?b  ?g  prevents  ?a   => ?a  result_of  ?b	0.026595745	0.217391304	0.217391304	5	23	23	-1
?g  affects  ?b  ?g  measures  ?a   => ?a  result_of  ?b	0.127659574	0.180451128	0.5	24	133	48	-1
?g  affects  ?b  ?g  disrupts  ?a   => ?a  result_of  ?b	0.074468085	0.126126126	0.225806452	14	111	62	-1
?g  affects  ?b  ?g  process_of  ?a   => ?a  result_of  ?b	0.223404255	0.056527591	0.129230769	42	743	325	-1
?g  complicates  ?a  ?g  occurs_in  ?b   => ?a  result_of  ?b	0.026595745	0.108695652	0.108695652	5	46	46	-1
?g  affects  ?b  ?g  occurs_in  ?a   => ?a  result_of  ?b	0.069148936	0.06372549	0.175675676	13	204	74	-1
?g  affects  ?b  ?g  diagnoses  ?a   => ?a  result_of  ?b	0.063829787	0.324324324	0.324324324	12	37	37	-1
?g  prevents  ?b  ?g  treats  ?a   => ?a  result_of  ?b	0.021276596	0.153846154	0.16	4	26	25	-1
?g  affects  ?a  ?g  occurs_in  ?b   => ?a  result_of  ?b	0.04787234	0.044117647	0.101123596	9	204	89	-1
?g  affects  ?b  ?g  assesses_effect_of  ?a   => ?a  result_of  ?b	0.031914894	0.09375	0.5	6	64	12	-1
?g  occurs_in  ?b  ?g  process_of  ?a   => ?a  result_of  ?b	0.042553191	0.049689441	0.1	8	161	80	-1
?g  affects  ?b  ?g  indicates  ?a   => ?a  result_of  ?b	0.015957447	0.1875	0.375	3	16	8	-1
?g  associated_with  ?a  ?g  performs  ?b   => ?a  result_of  ?b	0.031914894	0.25	0.25	6	24	24	-1
