Task;Grounder;KGE;EmbedSize;WeightLoss_Task;Reasoner_depth;Model_name;Time;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1@1;train_concept_hits@3@3;train_concept_hits@5@5;train_concept_hits@10@10;train_task_mrr;train_task_hits@1@1;train_task_hits@3@3;train_task_hits@5@5;train_task_hits@10@10;val_loss;val_concept_loss;val_task_loss;val_concept_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_concept_hits@5@5;val_concept_hits@10@10;val_task_mrr;val_task_hits@1@1;val_task_hits@3@3;val_task_hits@5@5;val_task_hits@10@10;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1@1;test_concept_hits@3@3;test_concept_hits@5@5;test_concept_hits@10@10;test_task_mrr;test_task_hits@1@1;test_task_hits@3@3;test_task_hits@5@5;test_task_hits@10@10
train_S1_p_no_neighbor;full;complex;100;0.5;1;no_reasoner;[18.57273926734924, 2.589069293792299];[2.5767, 0.0002];[0.0118, 0.0003];[5.1417, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6113, 0.0099];[0.3225, 0.0238];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9191, 0.022];[0.4359, 0.0441];[1.4023, 0.0];[0.9159, 0.0233];[0.874, 0.0338];[0.95, 0.0167];[0.962, 0.016];[0.99, 0.0063];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[1.7672, 0.0398];[0.4495, 0.0796];[3.085, 0.0];[0.9258, 0.0155];[0.892, 0.0204];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;full;distmult;100;0.5;1;dcr;[24.415215015411377, 3.119898469046783];[0.0257, 0.0023];[0.0123, 0.0008];[0.0229, 0.0037];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4032, 0.0297];[0.3962, 0.0305];[0.3939, 0.0286];[0.9334, 0.0203];[0.904, 0.032];[0.958, 0.0098];[0.964, 0.008];[0.992, 0.0098];[0.9333, 0.0204];[0.904, 0.032];[0.958, 0.0098];[0.964, 0.008];[0.992, 0.004];[0.4076, 0.0681];[0.4134, 0.072];[0.3856, 0.0649];[0.9193, 0.0203];[0.884, 0.0265];[0.932, 0.0204];[1.0, 0.0];[1.0, 0.0];[0.9212, 0.0197];[0.884, 0.0265];[0.94, 0.0219];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;full;distmult;100;0.5;1;r2n;[25.900484323501587, 2.3636451437700567];[0.0135, 0.0007];[0.0122, 0.0008];[0.0149, 0.0006];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3932, 0.0403];[0.3933, 0.0406];[0.3931, 0.04];[0.9296, 0.0132];[0.894, 0.0185];[0.956, 0.0102];[0.964, 0.0102];[0.992, 0.0098];[0.9296, 0.0132];[0.894, 0.0185];[0.956, 0.0102];[0.964, 0.0102];[0.992, 0.0075];[0.4206, 0.0664];[0.4239, 0.0694];[0.4173, 0.0634];[0.9179, 0.0228];[0.88, 0.0358];[0.932, 0.0204];[1.0, 0.0];[1.0, 0.0];[0.9183, 0.0227];[0.88, 0.0358];[0.932, 0.0204];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;full;distmult;100;0.5;1;sbr;[17.401174116134644, 3.1769135301102187];[0.026, 0.0026];[0.0172, 0.0026];[0.0349, 0.0029];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.2075, 0.0278];[0.1972, 0.0304];[0.2178, 0.0259];[0.9498, 0.0109];[0.93, 0.0141];[0.962, 0.0133];[0.97, 0.0141];[0.994, 0.008];[0.9621, 0.0081];[0.942, 0.0075];[0.976, 0.0102];[0.996, 0.008];[1.0, 0.0];[0.2664, 0.049];[0.276, 0.0724];[0.2568, 0.0288];[0.926, 0.0258];[0.888, 0.0371];[0.944, 0.0233];[1.0, 0.0];[1.0, 0.0];[0.9528, 0.0179];[0.92, 0.0283];[0.988, 0.0098];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;full;distmult;100;0.5;1;rnm;[16.22806534767151, 2.6486819690238943];[0.0179, 0.0023];[0.0125, 0.0009];[0.0234, 0.0037];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3563, 0.0376];[0.3612, 0.0403];[0.3514, 0.0352];[0.9336, 0.0104];[0.9, 0.0155];[0.956, 0.0102];[0.962, 0.0075];[0.992, 0.0098];[0.9348, 0.0101];[0.9, 0.0155];[0.958, 0.0117];[0.966, 0.0136];[1.0, 0.0];[0.3579, 0.0468];[0.389, 0.0653];[0.3268, 0.0292];[0.9197, 0.0229];[0.88, 0.0335];[0.94, 0.0283];[1.0, 0.0];[1.0, 0.0];[0.9244, 0.0224];[0.88, 0.0335];[0.964, 0.0233];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;full;distmult;100;0.5;1;gsbr;[18.453098583221436, 3.410641886883834];[0.013, 0.0011];[0.0122, 0.0008];[0.0138, 0.0016];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3666, 0.036];[0.3669, 0.0363];[0.3663, 0.0356];[0.9374, 0.0137];[0.908, 0.0223];[0.958, 0.0075];[0.964, 0.0102];[0.992, 0.0098];[0.9374, 0.0137];[0.908, 0.0223];[0.958, 0.0075];[0.964, 0.0102];[0.992, 0.0075];[0.3911, 0.062];[0.3953, 0.0641];[0.3868, 0.0603];[0.9185, 0.0226];[0.88, 0.0335];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0];[0.9187, 0.0226];[0.88, 0.0335];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;full;distmult;100;0.5;1;cdcr;[35.14212646484375, 3.075106183563063];[0.0901, 0.0294];[0.0506, 0.0241];[0.1192, 0.0413];[0.9998, 0.0004];[0.9996, 0.0009];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9994, 0.0009];[0.9987, 0.0017];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3837, 0.1268];[0.3593, 0.1329];[0.3976, 0.1249];[0.9361, 0.02];[0.908, 0.0337];[0.952, 0.0098];[0.962, 0.0098];[0.99, 0.0089];[0.9342, 0.0243];[0.902, 0.0382];[0.956, 0.015];[0.972, 0.0232];[0.994, 0.008];[0.3708, 0.0767];[0.3555, 0.083];[0.3757, 0.0762];[0.9163, 0.0292];[0.876, 0.0427];[0.936, 0.0196];[1.0, 0.0];[1.0, 0.0];[0.9165, 0.0336];[0.868, 0.0483];[0.956, 0.032];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;full;distmult;100;0.5;1;no_reasoner;[16.283953142166137, 3.1067699494666705];[2.5767, 0.0002];[0.0118, 0.0003];[5.1417, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6113, 0.0099];[0.3225, 0.0238];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9065, 0.0175];[0.4108, 0.0349];[1.4023, 0.0];[0.9131, 0.0147];[0.866, 0.0196];[0.954, 0.0162];[0.964, 0.0162];[0.99, 0.0063];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[1.7539, 0.0293];[0.4229, 0.0586];[3.085, 0.0];[0.9186, 0.0107];[0.88, 0.0126];[0.932, 0.0204];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;full;transe;100;0.5;1;dcr;[25.528440618515013, 3.7650900389146935];[1.3072, 0.0156];[1.5473, 0.0153];[1.06, 0.0221];[0.615, 0.0217];[0.339, 0.0357];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.7113, 0.0257];[0.4952, 0.0417];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4434, 0.0159];[0.4223, 0.0048];[0.4575, 0.0286];[0.6423, 0.0099];[0.538, 0.0075];[0.65, 0.0434];[0.772, 0.0098];[0.964, 0.0196];[0.6592, 0.0144];[0.56, 0.0268];[0.666, 0.0242];[0.776, 0.0162];[0.952, 0.0117];[0.7415, 0.0424];[0.9373, 0.0259];[0.5387, 0.0628];[0.7262, 0.0229];[0.608, 0.024];[0.772, 0.0515];[1.0, 0.0];[1.0, 0.0];[0.7682, 0.0557];[0.668, 0.07];[0.856, 0.0265];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;full;transe;100;0.5;1;r2n;[26.789028072357176, 2.996852280975385];[1.4957, 0.0133];[1.5473, 0.0153];[1.444, 0.0123];[0.615, 0.0217];[0.339, 0.0357];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6131, 0.0143];[0.3359, 0.0223];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4095, 0.0038];[0.4223, 0.0048];[0.3967, 0.0039];[0.6423, 0.0099];[0.538, 0.0075];[0.65, 0.0434];[0.772, 0.0098];[0.964, 0.0196];[0.633, 0.0085];[0.534, 0.008];[0.646, 0.0224];[0.73, 0.0506];[0.964, 0.0136];[0.9003, 0.0194];[0.9373, 0.0259];[0.8633, 0.0202];[0.7262, 0.0229];[0.608, 0.024];[0.772, 0.0515];[1.0, 0.0];[1.0, 0.0];[0.7306, 0.0309];[0.612, 0.0371];[0.8, 0.04];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;full;transe;100;0.5;1;sbr;[16.84251961708069, 3.116785515973956];[1.5056, 0.0147];[1.5473, 0.0153];[1.464, 0.0143];[0.615, 0.0217];[0.339, 0.0357];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6096, 0.0192];[0.3286, 0.0347];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4106, 0.0044];[0.4223, 0.0048];[0.399, 0.0052];[0.6423, 0.0099];[0.538, 0.0075];[0.65, 0.0434];[0.772, 0.0098];[0.964, 0.0196];[0.6317, 0.0088];[0.532, 0.0117];[0.626, 0.0233];[0.742, 0.016];[0.952, 0.0075];[0.8696, 0.014];[0.9373, 0.0259];[0.802, 0.0054];[0.7262, 0.0229];[0.608, 0.024];[0.772, 0.0515];[1.0, 0.0];[1.0, 0.0];[0.7401, 0.0121];[0.6, 0.0179];[0.82, 0.0456];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;full;transe;100;0.5;1;rnm;[18.670241928100587, 3.9263103119470517];[1.5197, 0.015];[1.5473, 0.0153];[1.4921, 0.0148];[0.615, 0.0217];[0.339, 0.0357];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6093, 0.0198];[0.3277, 0.0323];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4147, 0.0044];[0.4223, 0.0048];[0.4071, 0.0048];[0.6423, 0.0099];[0.538, 0.0075];[0.65, 0.0434];[0.772, 0.0098];[0.964, 0.0196];[0.6335, 0.0104];[0.532, 0.0117];[0.63, 0.0253];[0.75, 0.0155];[0.952, 0.0183];[0.8897, 0.0151];[0.9373, 0.0259];[0.8422, 0.0068];[0.7262, 0.0229];[0.608, 0.024];[0.772, 0.0515];[1.0, 0.0];[1.0, 0.0];[0.738, 0.0136];[0.604, 0.0196];[0.812, 0.05];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;full;transe;100;0.5;1;gsbr;[18.04231114387512, 3.382583480643395];[1.5056, 0.0147];[1.5473, 0.0153];[1.464, 0.0143];[0.615, 0.0217];[0.339, 0.0357];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6105, 0.0197];[0.329, 0.0339];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4106, 0.0044];[0.4223, 0.0048];[0.399, 0.0052];[0.6423, 0.0099];[0.538, 0.0075];[0.65, 0.0434];[0.772, 0.0098];[0.964, 0.0196];[0.6303, 0.0083];[0.534, 0.015];[0.626, 0.0233];[0.738, 0.0172];[0.952, 0.0075];[0.8696, 0.014];[0.9373, 0.0259];[0.802, 0.0054];[0.7262, 0.0229];[0.608, 0.024];[0.772, 0.0515];[1.0, 0.0];[1.0, 0.0];[0.7398, 0.0048];[0.608, 0.016];[0.816, 0.048];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;full;transe;100;0.5;1;cdcr;[35.87112908363342, 3.1537146005595096];[1.5974, 0.284];[1.5473, 0.0153];[1.6374, 0.5736];[0.615, 0.0217];[0.339, 0.0357];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6087, 0.0234];[0.3251, 0.0368];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.5997, 0.2585];[0.4223, 0.0048];[0.7669, 0.5153];[0.6423, 0.0099];[0.538, 0.0075];[0.65, 0.0434];[0.772, 0.0098];[0.964, 0.0196];[0.6416, 0.0231];[0.54, 0.0261];[0.65, 0.0469];[0.764, 0.0463];[0.948, 0.0271];[1.0025, 0.4158];[0.9373, 0.0259];[1.0577, 0.8269];[0.7262, 0.0229];[0.608, 0.024];[0.772, 0.0515];[1.0, 0.0];[1.0, 0.0];[0.7311, 0.0262];[0.608, 0.0299];[0.808, 0.0574];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;full;transe;100;0.5;1;no_reasoner;[17.382344579696657, 3.536745550474423];[3.3436, 0.0022];[1.5456, 0.0045];[5.1417, 0.0];[0.6157, 0.0091];[0.3403, 0.015];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6113, 0.0099];[0.3225, 0.0238];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9152, 0.0045];[0.4282, 0.009];[1.4023, 0.0];[0.6297, 0.0205];[0.538, 0.024];[0.624, 0.025];[0.714, 0.0314];[0.962, 0.0194];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[2.0006, 0.0117];[0.9162, 0.0233];[3.085, 0.0];[0.7293, 0.0385];[0.58, 0.0537];[0.844, 0.0445];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;domainbody;complex;100;0.5;1;dcr;[24.717992973327636, 4.668211517112423];[0.0234, 0.0012];[0.0121, 0.0003];[0.0182, 0.0023];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4456, 0.0335];[0.4385, 0.0344];[0.4361, 0.0326];[0.9057, 0.0141];[0.85, 0.021];[0.952, 0.0098];[0.964, 0.012];[0.988, 0.0075];[0.9055, 0.0144];[0.85, 0.021];[0.952, 0.0098];[0.964, 0.012];[0.994, 0.0049];[0.4394, 0.0743];[0.4406, 0.0826];[0.4216, 0.0665];[0.921, 0.0153];[0.884, 0.0233];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0];[0.921, 0.0153];[0.884, 0.0233];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;domainbody;complex;100;0.5;1;r2n;[22.88942575454712, 3.794878874289594];[0.0134, 0.0002];[0.0121, 0.0003];[0.0146, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4271, 0.055];[0.4279, 0.0553];[0.4263, 0.0547];[0.908, 0.0233];[0.854, 0.0408];[0.954, 0.015];[0.96, 0.0126];[0.988, 0.0075];[0.908, 0.023];[0.854, 0.0408];[0.954, 0.015];[0.96, 0.0126];[0.996, 0.0049];[0.4529, 0.0817];[0.4537, 0.0825];[0.4521, 0.0808];[0.9183, 0.0213];[0.876, 0.0294];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0];[0.9183, 0.0213];[0.876, 0.0294];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;domainbody;complex;100;0.5;1;sbr;[16.692556619644165, 0.08429441594671666];[0.0226, 0.0015];[0.0155, 0.0009];[0.0298, 0.0025];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.2312, 0.0254];[0.224, 0.0258];[0.2384, 0.0252];[0.9522, 0.008];[0.934, 0.0102];[0.964, 0.0136];[0.97, 0.0126];[0.988, 0.0075];[0.9683, 0.0106];[0.948, 0.0117];[0.982, 0.0147];[0.996, 0.0049];[1.0, 0.0];[0.2802, 0.047];[0.3036, 0.0656];[0.2567, 0.0359];[0.9287, 0.0127];[0.896, 0.015];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0];[0.9575, 0.0161];[0.928, 0.0271];[0.988, 0.0098];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;domainbody;complex;100;0.5;1;rnm;[18.87561779022217, 4.152186824712709];[0.0139, 0.0003];[0.0121, 0.0003];[0.0157, 0.0006];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3793, 0.048];[0.3873, 0.05];[0.3713, 0.0462];[0.9155, 0.0082];[0.87, 0.0141];[0.954, 0.0185];[0.96, 0.0155];[0.988, 0.0075];[0.9172, 0.0081];[0.87, 0.0141];[0.954, 0.0185];[0.966, 0.015];[1.0, 0.0];[0.3762, 0.0554];[0.4138, 0.0716];[0.3387, 0.0402];[0.9283, 0.016];[0.896, 0.0196];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0];[0.9325, 0.0161];[0.896, 0.0196];[0.96, 0.031];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;domainbody;complex;100;0.5;1;gsbr;[19.2122953414917, 3.9532043488892255];[0.0124, 0.0005];[0.0121, 0.0003];[0.0126, 0.0007];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3893, 0.0568];[0.3899, 0.057];[0.3886, 0.0565];[0.9138, 0.0251];[0.866, 0.0393];[0.954, 0.0136];[0.964, 0.008];[0.988, 0.0075];[0.9139, 0.025];[0.866, 0.0393];[0.954, 0.0136];[0.964, 0.008];[0.994, 0.0049];[0.4117, 0.0725];[0.4132, 0.0756];[0.4102, 0.0694];[0.9257, 0.0152];[0.892, 0.0204];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0];[0.9255, 0.0151];[0.892, 0.0204];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;domainbody;complex;100;0.5;1;cdcr;[28.401116275787352, 4.212965215002808];[0.0754, 0.0388];[0.0429, 0.022];[0.0974, 0.0554];[0.9998, 0.0004];[0.9996, 0.0009];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9998, 0.0004];[0.9996, 0.0009];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4509, 0.1878];[0.4324, 0.1845];[0.4589, 0.1915];[0.9079, 0.0398];[0.858, 0.0655];[0.954, 0.0185];[0.964, 0.0102];[0.988, 0.0075];[0.9129, 0.0441];[0.862, 0.0703];[0.958, 0.0204];[0.978, 0.0172];[0.994, 0.008];[0.3711, 0.1042];[0.3717, 0.1006];[0.3599, 0.1119];[0.9305, 0.0148];[0.9, 0.0179];[0.94, 0.0253];[1.0, 0.0];[1.0, 0.0];[0.9419, 0.0224];[0.912, 0.0299];[0.956, 0.0294];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;domainbody;complex;100;0.5;1;no_reasoner;[19.419352102279664, 4.246741404805011];[2.5767, 0.0002];[0.0118, 0.0003];[5.1417, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6113, 0.0099];[0.3225, 0.0238];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9191, 0.022];[0.4359, 0.0441];[1.4023, 0.0];[0.9159, 0.0233];[0.874, 0.0338];[0.95, 0.0167];[0.962, 0.016];[0.99, 0.0063];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[1.7672, 0.0398];[0.4495, 0.0796];[3.085, 0.0];[0.9258, 0.0155];[0.892, 0.0204];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;domainbody;distmult;100;0.5;1;dcr;[20.367238330841065, 4.427804989880517];[0.0245, 0.0012];[0.0123, 0.0004];[0.0206, 0.0023];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4168, 0.0383];[0.4109, 0.04];[0.4065, 0.0365];[0.9225, 0.011];[0.882, 0.0232];[0.958, 0.0098];[0.96, 0.0063];[0.988, 0.0075];[0.9226, 0.0109];[0.882, 0.0232];[0.958, 0.0098];[0.962, 0.0075];[0.994, 0.0049];[0.4136, 0.0427];[0.4175, 0.0504];[0.3937, 0.0354];[0.916, 0.0073];[0.872, 0.0098];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0];[0.9159, 0.0076];[0.872, 0.0098];[0.94, 0.0219];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;domainbody;distmult;100;0.5;1;r2n;[18.22870478630066, 0.04894616517599915];[0.0134, 0.0003];[0.0121, 0.0003];[0.0146, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.404, 0.0428];[0.4049, 0.0431];[0.4032, 0.0425];[0.9199, 0.0064];[0.876, 0.012];[0.954, 0.008];[0.96, 0.0063];[0.988, 0.0075];[0.92, 0.0063];[0.876, 0.012];[0.954, 0.008];[0.96, 0.0063];[0.996, 0.0049];[0.4229, 0.0607];[0.424, 0.0616];[0.4219, 0.0597];[0.9169, 0.0146];[0.872, 0.0204];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0];[0.9167, 0.0146];[0.872, 0.0204];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;domainbody;distmult;100;0.5;1;sbr;[16.228065538406373, 4.605575568416176];[0.0257, 0.0029];[0.0176, 0.0018];[0.0337, 0.0042];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.216, 0.0302];[0.2068, 0.0312];[0.2253, 0.0301];[0.9478, 0.0149];[0.924, 0.0206];[0.964, 0.0162];[0.97, 0.0141];[0.998, 0.004];[0.9615, 0.0159];[0.938, 0.0232];[0.982, 0.0075];[0.994, 0.0049];[1.0, 0.0];[0.2545, 0.0349];[0.2626, 0.0517];[0.2464, 0.0224];[0.9398, 0.0193];[0.912, 0.0271];[0.94, 0.0219];[1.0, 0.0];[1.0, 0.0];[0.9679, 0.0162];[0.948, 0.024];[0.988, 0.0098];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;domainbody;distmult;100;0.5;1;rnm;[16.328680896759032, 4.5899138506413815];[0.0173, 0.0015];[0.0126, 0.0005];[0.0221, 0.0025];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3576, 0.0373];[0.3637, 0.0399];[0.3514, 0.0348];[0.9259, 0.0126];[0.886, 0.0258];[0.956, 0.0102];[0.962, 0.0075];[0.988, 0.0075];[0.9276, 0.0127];[0.886, 0.0258];[0.958, 0.0117];[0.97, 0.011];[1.0, 0.0];[0.3507, 0.0338];[0.3813, 0.0508];[0.3202, 0.0182];[0.9169, 0.0137];[0.872, 0.016];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0];[0.9207, 0.0122];[0.872, 0.016];[0.96, 0.0179];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;domainbody;distmult;100;0.5;1;gsbr;[14.479283952713013, 0.03352732254313069];[0.0126, 0.0005];[0.0121, 0.0003];[0.013, 0.0008];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3757, 0.0333];[0.3762, 0.0334];[0.3753, 0.0332];[0.9276, 0.0112];[0.89, 0.021];[0.956, 0.0102];[0.96, 0.0063];[0.988, 0.0075];[0.9276, 0.0113];[0.89, 0.021];[0.956, 0.0102];[0.96, 0.0063];[0.99, 0.0089];[0.386, 0.0474];[0.3897, 0.0478];[0.3824, 0.0471];[0.9167, 0.0148];[0.872, 0.0204];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0];[0.9167, 0.0148];[0.872, 0.0204];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0]
train_S1_p_no_neighbor;domainbody;distmult;100;0.5;1;cdcr;[25.949830198287962, 4.698656247116659];[0.0863, 0.0408];[0.0499, 0.0242];[0.1119, 0.0595];[0.9993, 0.001];[0.9987, 0.0017];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9993, 0.001];[0.9987, 0.0017];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3981, 0.1416];[0.377, 0.1388];[0.4085, 0.1469];[0.9207, 0.024];[0.88, 0.039];[0.948, 0.016];[0.96, 0.0167];[0.994, 0.008];[0.9259, 0.0288];[0.884, 0.0408];[0.958, 0.0256];[0.97, 0.019];[0.99, 0.0126];[0.3567, 0.076];[0.3455, 0.0777];[0.3571, 0.0799];[0.9237, 0.0198];[0.884, 0.0294];[0.944, 0.0233];[1.0, 0.0];[1.0, 0.0];[0.9289, 0.0284];[0.888, 0.0412];[0.956, 0.0294];[1.0, 0.0];[1.0, 0.0]
