epoch;concept_hits@1@1;concept_hits@3@3;concept_loss;concept_mrr;loss;task_hits@1@1;task_hits@3@3;task_loss;task_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_concept_loss;val_concept_mrr;val_loss;val_task_hits@1@1;val_task_hits@3@3;val_task_loss;val_task_mrr
0;0.34324324131011963;1.0;0.7333387732505798;0.6163663268089294;0.739458441734314;0.36036035418510437;1.0;0.7275781035423279;0.6297297477722168;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;0.36936935782432556;1.0;0.7233522534370422;0.6343843936920166;0.7287031412124634;0.38288289308547974;1.0;0.7161737084388733;0.6453453898429871;NA;NA;NA;NA;NA;NA;NA;NA;NA
2;0.32522523403167725;1.0;0.736513614654541;0.6073574423789978;0.740583062171936;0.3405405282974243;1.0;0.7268915772438049;0.6205706000328064;NA;NA;NA;NA;NA;NA;NA;NA;NA
3;0.3378378450870514;1.0;0.7381764650344849;0.6145645976066589;0.74350905418396;0.3522522449493408;1.0;0.7311996221542358;0.6253753900527954;NA;NA;NA;NA;NA;NA;NA;NA;NA
4;0.3378378450870514;1.0;0.7336161136627197;0.6147148013114929;0.7375501990318298;0.3558558523654938;1.0;0.723960816860199;0.6291292309761047;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;0.3522522449493408;1.0;0.7288423180580139;0.6261261701583862;0.7342877984046936;0.3684684634208679;1.0;0.7223278880119324;0.6385886669158936;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;0.3450450599193573;1.0;0.7364672422409058;0.6184685230255127;0.740782618522644;0.36036035418510437;1.0;0.7278102040290833;0.6325826644897461;NA;NA;NA;NA;NA;NA;NA;NA;NA
7;0.31621623039245605;1.0;0.7398936152458191;0.6019519567489624;0.7442648410797119;0.32972973585128784;1.0;0.7314655184745789;0.6144144535064697;NA;NA;NA;NA;NA;NA;NA;NA;NA
8;0.35765767097473145;1.0;0.7267658710479736;0.6273273229598999;0.732184886932373;0.3702702820301056;1.0;0.7205501794815063;0.6376876831054688;NA;NA;NA;NA;NA;NA;NA;NA;NA
9;0.35315313935279846;1.0;0.7230642437934875;0.6222223043441772;0.7282843589782715;0.3630630671977997;1.0;0.7165670394897461;0.6318318843841553;NA;NA;NA;NA;NA;NA;NA;NA;NA
10;0.3468468487262726;1.0;0.7300667762756348;0.6205706000328064;0.7352281808853149;0.36036035418510437;1.0;0.7235679626464844;0.6303303837776184;NA;NA;NA;NA;NA;NA;NA;NA;NA
11;0.34414413571357727;1.0;0.7269633412361145;0.6208708882331848;0.7317209243774414;0.3540540635585785;1.0;0.7197723388671875;0.63003009557724;NA;NA;NA;NA;NA;NA;NA;NA;NA
12;0.34594595432281494;1.0;0.7272677421569824;0.6198198795318604;0.7322874069213867;0.35315313935279846;1.0;0.7207157015800476;0.6271771788597107;NA;NA;NA;NA;NA;NA;NA;NA;NA
13;0.35495495796203613;1.0;0.7272477746009827;0.6256757378578186;0.7317196726799011;0.37387385964393616;1.0;0.7197147011756897;0.6397898197174072;NA;NA;NA;NA;NA;NA;NA;NA;NA
14;0.365765780210495;1.0;0.7255612015724182;0.63003009557724;0.7293363809585571;0.3801801800727844;1.0;0.7167485952377319;0.6420421004295349;NA;NA;NA;NA;NA;NA;NA;NA;NA
15;0.3891891837120056;1.0;0.7114096283912659;0.6448949575424194;0.7158398628234863;0.40630629658699036;1.0;0.704020619392395;0.658258318901062;NA;NA;NA;NA;NA;NA;NA;NA;NA
16;0.3801801800727844;1.0;0.7182348370552063;0.6409910321235657;0.7227739691734314;0.3963963985443115;1.0;0.7111765742301941;0.6537538170814514;NA;NA;NA;NA;NA;NA;NA;NA;NA
17;0.4099099040031433;1.0;0.6925435662269592;0.6611111760139465;0.6976070404052734;0.4261261224746704;1.0;0.6866464018821716;0.6732733845710754;NA;NA;NA;NA;NA;NA;NA;NA;NA
18;0.39459457993507385;1.0;0.7046750783920288;0.6528528928756714;0.7084075212478638;0.4054054021835327;1.0;0.6962279081344604;0.662912905216217;NA;NA;NA;NA;NA;NA;NA;NA;NA
19;0.40180179476737976;1.0;0.7076911330223083;0.6551051735877991;0.7117983102798462;0.4162162244319916;1.0;0.7001048922538757;0.66786789894104;NA;NA;NA;NA;NA;NA;NA;NA;NA
20;0.4378378391265869;1.0;0.6843492388725281;0.6795796751976013;0.6893304586410522;0.45315316319465637;1.0;0.6786220073699951;0.6918919682502747;NA;NA;NA;NA;NA;NA;NA;NA;NA
21;0.454054057598114;1.0;0.6825898885726929;0.6887388229370117;0.6878489255905151;0.46846845746040344;1.0;0.6775287389755249;0.6995496153831482;NA;NA;NA;NA;NA;NA;NA;NA;NA
22;0.5045045018196106;1.0;0.660942792892456;0.7196696996688843;0.6666063070297241;0.5198197960853577;1.0;0.6568005084991455;0.7303303480148315;NA;NA;NA;NA;NA;NA;NA;NA;NA
23;0.5351351499557495;1.0;0.6505962014198303;0.7366366386413574;0.6555333137512207;0.5477477312088013;1.0;0.6451104879379272;0.746096134185791;NA;NA;NA;NA;NA;NA;NA;NA;NA
24;0.5612612366676331;1.0;0.639098584651947;0.7507507801055908;0.6454228162765503;0.5720720887184143;1.0;0.6364960670471191;0.7591591477394104;NA;NA;NA;NA;NA;NA;NA;NA;NA
25;0.5765765905380249;1.0;0.6285633444786072;0.7632132768630981;0.6341851353645325;0.5891891717910767;1.0;0.6246642470359802;0.7719219923019409;NA;NA;NA;NA;NA;NA;NA;NA;NA
26;0.6225225329399109;1.0;0.6103247404098511;0.7929429411888123;0.6159107685089111;0.6360360383987427;1.0;0.6064618825912476;0.8016517162322998;NA;NA;NA;NA;NA;NA;NA;NA;NA
27;0.6864864826202393;1.0;0.5864247679710388;0.8268769383430481;0.592679500579834;0.6945946216583252;1.0;0.5840067267417908;0.8321321606636047;NA;NA;NA;NA;NA;NA;NA;NA;NA
28;0.73063063621521;1.0;0.5653508901596069;0.8533033132553101;0.5714720487594604;0.7387387156486511;1.0;0.5627723932266235;0.8585585355758667;NA;NA;NA;NA;NA;NA;NA;NA;NA
29;0.7648648619651794;1.0;0.5432373881340027;0.8738738894462585;0.5495352745056152;0.7783783674240112;1.0;0.5411185622215271;0.8818318843841553;NA;NA;NA;NA;NA;NA;NA;NA;NA
30;0.8036035895347595;1.0;0.5206344723701477;0.894444465637207;0.5268393158912659;0.8117117285728455;1.0;0.5184353590011597;0.8996997475624084;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;0.8522522449493408;1.0;0.48733773827552795;0.9220720529556274;0.49419644474983215;0.8567567467689514;1.0;0.4865514934062958;0.9247747659683228;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;0.8783783912658691;1.0;0.4734515845775604;0.9352853298187256;0.48028361797332764;0.883783757686615;1.0;0.4727165699005127;0.9381381869316101;NA;NA;NA;NA;NA;NA;NA;NA;NA
33;0.8909909725189209;1.0;0.4550796449184418;0.9427928924560547;0.4621690809726715;0.8945946097373962;1.0;0.4549635946750641;0.9447448253631592;NA;NA;NA;NA;NA;NA;NA;NA;NA
34;0.9369369149208069;1.0;0.41185760498046875;0.9672673344612122;0.4190657138824463;0.9396396279335022;1.0;0.4120824933052063;0.9686186909675598;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;0.9513513445854187;1.0;0.38157886266708374;0.9753753542900085;0.38881707191467285;0.953153133392334;1.0;0.3819669187068939;0.976426362991333;NA;NA;NA;NA;NA;NA;NA;NA;NA
36;0.9666666388511658;1.0;0.35405197739601135;0.9831830859184265;0.36118778586387634;0.9666666388511658;1.0;0.3543377220630646;0.9831830859184265;NA;NA;NA;NA;NA;NA;NA;NA;NA
37;0.9738738536834717;1.0;0.32661351561546326;0.9866366982460022;0.3338162302970886;0.9756757020950317;1.0;0.32713502645492554;0.9875376224517822;NA;NA;NA;NA;NA;NA;NA;NA;NA
38;0.9792792797088623;1.0;0.30084341764450073;0.9896396398544312;0.30828386545181274;0.9792792797088623;1.0;0.30194181203842163;0.9896396398544312;NA;NA;NA;NA;NA;NA;NA;NA;NA
39;0.9918919205665588;1.0;0.2673065960407257;0.995945930480957;0.27479177713394165;0.9927927851676941;1.0;0.26859530806541443;0.9963964223861694;NA;NA;NA;NA;NA;NA;NA;NA;NA
40;0.9945945739746094;1.0;0.24174265563488007;0.9972972869873047;0.24925240874290466;0.9936937093734741;1.0;0.24318081140518188;0.9968468546867371;NA;NA;NA;NA;NA;NA;NA;NA;NA
41;0.9981982111930847;1.0;0.21378427743911743;0.99909907579422;0.22103577852249146;0.9972972869873047;1.0;0.2148056924343109;0.9986486434936523;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;0.9954954981803894;1.0;0.1922430694103241;0.9977477192878723;0.19975361227989197;0.9972972869873047;1.0;0.1938817948102951;0.9986486434936523;NA;NA;NA;NA;NA;NA;NA;NA;NA
43;1.0;1.0;0.16919612884521484;1.0;0.17636559903621674;1.0;1.0;0.17025142908096313;1.0;NA;NA;NA;NA;NA;NA;NA;NA;NA
44;0.99909907579422;1.0;0.15061353147029877;0.9995495676994324;0.15795797109603882;0.99909907579422;1.0;0.15211686491966248;0.9995495676994324;NA;NA;NA;NA;NA;NA;NA;NA;NA
45;1.0;1.0;0.13411830365657806;1.0;0.1408604085445404;1.0;1.0;0.1345144659280777;1.0;NA;NA;NA;NA;NA;NA;NA;NA;NA
46;1.0;1.0;0.11532474309206009;1.0;0.122220478951931;1.0;1.0;0.11612501740455627;1.0;NA;NA;NA;NA;NA;NA;NA;NA;NA
47;0.99909907579422;1.0;0.10009752213954926;0.9995495676994324;0.10676147788763046;0.99909907579422;1.0;0.10053052753210068;0.9995495676994324;NA;NA;NA;NA;NA;NA;NA;NA;NA
48;1.0;1.0;0.0850495845079422;1.0;0.09164612740278244;1.0;1.0;0.08544349670410156;1.0;NA;NA;NA;NA;NA;NA;NA;NA;NA
49;1.0;1.0;0.07291989773511887;1.0;0.0793289989233017;1.0;1.0;0.07303407788276672;1.0;NA;NA;NA;NA;NA;NA;NA;NA;NA
50;1.0;1.0;0.06319071352481842;1.0;0.06977033615112305;1.0;1.0;0.06374054402112961;1.0;NA;NA;NA;NA;NA;NA;NA;NA;NA
51;1.0;1.0;0.055777501314878464;1.0;0.062121693044900894;1.0;1.0;0.05595041811466217;1.0;NA;NA;NA;NA;NA;NA;NA;NA;NA
52;1.0;1.0;0.0466802604496479;1.0;0.052787166088819504;1.0;1.0;0.0464719794690609;1.0;NA;NA;NA;NA;NA;NA;NA;NA;NA
53;1.0;1.0;0.04036877304315567;1.0;0.04616371542215347;1.0;1.0;0.03962947428226471;1.0;NA;NA;NA;NA;NA;NA;NA;NA;NA
54;1.0;1.0;0.034411992877721786;1.0;0.040321722626686096;1.0;1.0;0.033994656056165695;1.0;NA;NA;NA;NA;NA;NA;NA;NA;NA
55;1.0;1.0;0.030893607065081596;1.0;0.03667702525854111;1.0;1.0;0.030315546318888664;1.0;NA;NA;NA;NA;NA;NA;NA;NA;NA
56;1.0;1.0;0.02734438143670559;1.0;0.033189184963703156;1.0;1.0;0.02698051929473877;1.0;NA;NA;NA;NA;NA;NA;NA;NA;NA
57;1.0;1.0;0.02382664568722248;1.0;0.02959475852549076;1.0;1.0;0.023400351405143738;1.0;NA;NA;NA;NA;NA;NA;NA;NA;NA
58;1.0;1.0;0.021771833300590515;1.0;0.027445871382951736;1.0;1.0;0.0212478656321764;1.0;NA;NA;NA;NA;NA;NA;NA;NA;NA
59;1.0;1.0;0.019571492448449135;1.0;0.025094110518693924;1.0;1.0;0.018834682181477547;1.0;NA;NA;NA;NA;NA;NA;NA;NA;NA
60;1.0;1.0;0.017930179834365845;1.0;0.023628074675798416;1.0;1.0;0.017633436247706413;1.0;NA;NA;NA;NA;NA;NA;NA;NA;NA
61;1.0;1.0;0.016782604157924652;1.0;0.022431164979934692;1.0;1.0;0.016476202756166458;1.0;NA;NA;NA;NA;NA;NA;NA;NA;NA
62;1.0;1.0;0.015331503935158253;1.0;0.020993836224079132;1.0;1.0;0.01514117419719696;1.0;NA;NA;NA;NA;NA;NA;NA;NA;NA
63;1.0;1.0;0.014476587064564228;1.0;0.02005108818411827;1.0;1.0;0.01419863011687994;1.0;NA;NA;NA;NA;NA;NA;NA;NA;NA
64;1.0;1.0;0.014221029356122017;1.0;0.0197705440223217;1.0;1.0;0.013980644755065441;1.0;NA;NA;NA;NA;NA;NA;NA;NA;NA
