epoch;concept_hits@1@1;concept_hits@3@3;concept_loss;concept_mrr;loss;task_hits@1@1;task_hits@3@3;task_loss;task_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_concept_loss;val_concept_mrr;val_loss;val_task_hits@1@1;val_task_hits@3@3;val_task_loss;val_task_mrr
0;0.3407335877418518;1.0;0.7329505681991577;0.6155083179473877;0.7812237739562988;0.3513513505458832;1.0;0.7255250215530396;0.6246781945228577;NA;NA;NA;NA;NA;NA;NA;NA;NA
1;0.3532818555831909;1.0;0.7292567491531372;0.6230694651603699;0.7253763675689697;0.36583012342453003;1.0;0.7214959263801575;0.6354568600654602;NA;NA;NA;NA;NA;NA;NA;NA;NA
2;0.33011582493782043;1.0;0.7352174520492554;0.6097168326377869;0.7300540208816528;0.3532818555831909;1.0;0.7248905897140503;0.6278957724571228;NA;NA;NA;NA;NA;NA;NA;NA;NA
3;0.3175675570964813;1.0;0.7452346086502075;0.601029634475708;0.7394477128982544;0.34555983543395996;1.0;0.7336607575416565;0.6222651600837708;NA;NA;NA;NA;NA;NA;NA;NA;NA
4;0.33011582493782043;1.0;0.742021918296814;0.6100386381149292;0.7351655960083008;0.37837839126586914;1.0;0.7283092737197876;0.6407656669616699;NA;NA;NA;NA;NA;NA;NA;NA;NA
5;0.3436293303966522;1.0;0.7349726557731628;0.6179214715957642;0.7281286716461182;0.39092662930488586;1.0;0.7212846279144287;0.6494529247283936;NA;NA;NA;NA;NA;NA;NA;NA;NA
6;0.3349420726299286;1.0;0.7300492525100708;0.6150257587432861;0.7203474044799805;0.4063706696033478;1.0;0.7106455564498901;0.6605534553527832;NA;NA;NA;NA;NA;NA;NA;NA;NA
7;0.33976835012435913;1.0;0.7397086024284363;0.615990936756134;0.7292225956916809;0.4247104227542877;1.0;0.7187365889549255;0.6684362888336182;NA;NA;NA;NA;NA;NA;NA;NA;NA
8;0.34942084550857544;1.0;0.7268516421318054;0.6229085326194763;0.7158728241920471;0.4440154433250427;1.0;0.7048940062522888;0.6792148351669312;NA;NA;NA;NA;NA;NA;NA;NA;NA
9;0.32239383459091187;1.0;0.731905996799469;0.6055341362953186;0.7201781272888184;0.4189189076423645;1.0;0.708450198173523;0.6618403792381287;NA;NA;NA;NA;NA;NA;NA;NA;NA
10;0.34845560789108276;1.0;0.7280206084251404;0.6243564486503601;0.715376615524292;0.4517374634742737;1.0;0.7027326226234436;0.6842019557952881;NA;NA;NA;NA;NA;NA;NA;NA;NA
11;0.3571428656578064;1.0;0.7293581962585449;0.6272521615028381;0.7149718999862671;0.45656371116638184;1.0;0.700585663318634;0.6843629479408264;NA;NA;NA;NA;NA;NA;NA;NA;NA
12;0.346525102853775;1.0;0.7247288823127747;0.6217824816703796;0.7104997634887695;0.4507721960544586;1.0;0.6962707042694092;0.6827541589736938;NA;NA;NA;NA;NA;NA;NA;NA;NA
13;0.3861003816127777;1.0;0.7194764018058777;0.6436614394187927;0.7031194567680359;0.4903475046157837;1.0;0.6867625117301941;0.7055984735488892;NA;NA;NA;NA;NA;NA;NA;NA;NA
14;0.3542470932006836;1.0;0.7270128130912781;0.6253217458724976;0.7109860181808472;0.46138995885849;1.0;0.6949592232704163;0.686132550239563;NA;NA;NA;NA;NA;NA;NA;NA;NA
15;0.36776062846183777;1.0;0.7171515822410583;0.63416987657547;0.7013163566589355;0.4739382266998291;1.0;0.6854811906814575;0.6944980621337891;NA;NA;NA;NA;NA;NA;NA;NA;NA
16;0.40830114483833313;1.0;0.7043098211288452;0.6576575636863708;0.6874178647994995;0.5057914853096008;1.0;0.670525848865509;0.7149291038513184;NA;NA;NA;NA;NA;NA;NA;NA;NA
17;0.4063706696033478;1.0;0.7003214955329895;0.6583011746406555;0.6847765445709229;0.4990347623825073;1.0;0.669231653213501;0.71138995885849;NA;NA;NA;NA;NA;NA;NA;NA;NA
18;0.43629342317581177;1.0;0.6939180493354797;0.6732624769210815;0.6778163909912109;0.5279922485351562;1.0;0.6617147922515869;0.7281209826469421;NA;NA;NA;NA;NA;NA;NA;NA;NA
19;0.43339768052101135;1.0;0.6905894875526428;0.6750320792198181;0.6747013926506042;0.5222007632255554;1.0;0.6588132977485657;0.7261903882026672;NA;NA;NA;NA;NA;NA;NA;NA;NA
20;0.41312742233276367;1.0;0.6955549120903015;0.6628056168556213;0.6788907647132874;0.5154440402984619;1.0;0.6622266173362732;0.7213641405105591;NA;NA;NA;NA;NA;NA;NA;NA;NA
21;0.4575289487838745;1.0;0.6878101825714111;0.6883847713470459;0.6713232398033142;0.5559845566749573;1.0;0.6548362970352173;0.745978057384491;NA;NA;NA;NA;NA;NA;NA;NA;NA
22;0.4845559895038605;1.0;0.6630275249481201;0.710263729095459;0.6478032469749451;0.5598455667495728;1.0;0.63257896900177;0.7541826963424683;NA;NA;NA;NA;NA;NA;NA;NA;NA
23;0.530888020992279;1.0;0.6481677889823914;0.7364864349365234;0.6333138346672058;0.6138995885848999;1.0;0.6184598803520203;0.7829793691635132;NA;NA;NA;NA;NA;NA;NA;NA;NA
24;0.5637065768241882;1.0;0.6413959264755249;0.7567567229270935;0.6268338561058044;0.6380308866500854;1.0;0.612271785736084;0.797940731048584;NA;NA;NA;NA;NA;NA;NA;NA;NA
