sep=;
dataset_name;grounder;kge;model_name;rule_miner;seed;kge_atom_embedding_size;batch_size;val_batch_size;test_batch_size;facts_file;train_file;valid_file;test_file;domain_file;rules_file;corrupt_mode;num_negatives;valid_negatives;test_negatives;ragged;format;engine_num_negatives;engine_num_adaptive_constants;constant_embedding_size;predicate_embedding_size;dropout_rate_embedder;kge_regularization;learning_rate;epochs;num_rules;loss;weight_loss;cdcr_use_positional_embeddings;cdcr_num_formulas;valid_frequency;resnet;reasoner_depth;reasoner_regularization_factor;reasoner_formula_hidden_embedding_size;reasoner_dropout_rate;kge_dropout_rate;reasoner_atom_embedding_size;signed;temperature;aggregation_type;filter_num_heads;filter_activity_regularization;kge_checkpoint_load;keys_signature;run_signature;seed_run_i;time_ground_train;time_ground_valid;time_train;time_ground_test;time_inference;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1@1;train_concept_hits@3@3;train_concept_hits@10@10;train_task_mrr;train_task_hits@1@1;train_task_hits@3@3;train_task_hits@10@10;val_loss;val_concept_loss;val_task_loss;val_concept_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_concept_hits@10@10;val_task_mrr;val_task_hits@1@1;val_task_hits@3@3;val_task_hits@10@10;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1@1;test_concept_hits@3@3;test_concept_hits@10@10;test_task_mrr;test_task_hits@1@1;test_task_hits@3@3;test_task_hits@10@10;time_ground_train;time_ground_valid;time_train;time_ground_test;time_inference
countries_s1;backward_1;complex;dcr;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;HEAD_AND_TAIL;1;100;None;True;functional;0;0;200;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;0.0;100;True;0.0;max;3;0.0;None;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s1-backward_1-complex-dcr-None-1-100;4;0.11;0.21;25.88;0.12;0.3;[0.02, 0.031];[0.016, 0.029];[0.02, 0.029];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.835, 0.128];[0.81, 0.123];[0.85, 0.138];[0.836, 0.047];[0.8, 0.051];[0.85, 0.046];[0.9, 0.038];[0.914, 0.019];[0.864, 0.03];[0.95, 0.014];[0.998, 0.004];[0.372, 0.058];[0.327, 0.046];[0.407, 0.075];[0.699, 0.06];[0.596, 0.085];[0.788, 0.043];[0.864, 0.029];[0.765, 0.06];[0.672, 0.089];[0.824, 0.059];[0.988, 0.016];[0.112, 0.004];[0.234, 0.063];[26.836, 1.466];[0.128, 0.007];[0.306, 0.008]
countries_s1;backward_1;complex;sbr;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;HEAD_AND_TAIL;1;100;None;True;functional;0;0;200;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;0.0;100;True;0.0;max;3;0.0;None;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s1-backward_1-complex-sbr-None-1-100;4;0.1;0.2;20.59;0.12;0.3;[0.113, 0.141];[0.113, 0.143];[0.113, 0.139];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.781, 0.158];[0.766, 0.148];[0.796, 0.167];[0.838, 0.024];[0.806, 0.02];[0.85, 0.026];[0.898, 0.046];[0.918, 0.015];[0.87, 0.02];[0.966, 0.019];[0.992, 0.007];[0.352, 0.068];[0.322, 0.048];[0.382, 0.087];[0.704, 0.038];[0.616, 0.064];[0.776, 0.008];[0.848, 0.027];[0.765, 0.017];[0.644, 0.034];[0.844, 0.037];[0.996, 0.008];[0.104, 0.005];[0.194, 0.008];[21.75, 2.066];[0.12, 0.011];[0.296, 0.021]
countries_s1;backward_1;complex;r2n;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;HEAD_AND_TAIL;1;100;None;True;functional;0;0;200;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;0.0;100;True;0.0;max;3;0.0;None;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s1-backward_1-complex-r2n-None-1-100;4;0.11;0.2;21.45;0.12;0.32;[0.244, 0.218];[0.265, 0.231];[0.224, 0.206];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.59, 0.062];[0.555, 0.078];[0.625, 0.048];[0.687, 0.044];[0.632, 0.047];[0.7, 0.049];[0.804, 0.044];[0.917, 0.01];[0.882, 0.019];[0.954, 0.023];[0.996, 0.008];[0.323, 0.025];[0.252, 0.047];[0.394, 0.038];[0.582, 0.053];[0.476, 0.057];[0.664, 0.041];[0.752, 0.053];[0.734, 0.014];[0.608, 0.01];[0.808, 0.035];[0.996, 0.008];[0.224, 0.238];[0.19, 0.009];[22.42, 1.651];[0.122, 0.01];[0.314, 0.012]
countries_s1;backward_1;complex;no_reasoner;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;HEAD_AND_TAIL;1;100;None;True;functional;0;0;200;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;0.0;100;True;0.0;max;3;0.0;None;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s1-backward_1-complex-no_reasoner-None-1-100;4;0.07;0.14;20.29;0.07;0.24;[0.114, 0.21];[0.114, 0.21];[0.114, 0.21];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.733, 0.111];[0.733, 0.111];[0.733, 0.111];[0.857, 0.016];[0.832, 0.016];[0.864, 0.022];[0.908, 0.025];[0.857, 0.016];[0.832, 0.016];[0.864, 0.022];[0.908, 0.025];[0.316, 0.047];[0.316, 0.047];[0.316, 0.047];[0.748, 0.037];[0.68, 0.055];[0.796, 0.027];[0.864, 0.041];[0.748, 0.037];[0.68, 0.055];[0.796, 0.027];[0.864, 0.041];[0.072, 0.004];[0.138, 0.004];[20.17, 1.412];[0.066, 0.005];[0.242, 0.013]
countries_s1;backward_2;complex;dcr;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;HEAD_AND_TAIL;1;100;None;True;functional;0;0;200;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;0.0;100;True;0.0;max;3;0.0;None;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s1-backward_2-complex-dcr-None-1-100;4;0.19;0.25;25.94;0.23;0.44;[0.104, 0.138];[0.086, 0.131];[0.088, 0.128];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.686, 0.046];[0.653, 0.045];[0.678, 0.057];[0.836, 0.028];[0.804, 0.026];[0.85, 0.037];[0.892, 0.043];[0.91, 0.026];[0.864, 0.036];[0.946, 0.029];[0.998, 0.004];[0.321, 0.017];[0.275, 0.014];[0.326, 0.032];[0.696, 0.038];[0.608, 0.056];[0.772, 0.043];[0.832, 0.053];[0.784, 0.084];[0.692, 0.116];[0.824, 0.074];[0.992, 0.016];[0.294, 0.155];[0.342, 0.174];[27.832, 2.264];[0.22, 0.02];[0.42, 0.04]
countries_s1;backward_2;complex;sbr;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;HEAD_AND_TAIL;1;100;None;True;functional;0;0;200;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;0.0;100;True;0.0;max;3;0.0;None;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s1-backward_2-complex-sbr-None-1-100;4;0.18;0.27;20.54;0.66;0.84;[0.024, 0.028];[0.023, 0.028];[0.025, 0.027];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.758, 0.137];[0.739, 0.129];[0.776, 0.144];[0.831, 0.035];[0.798, 0.037];[0.846, 0.036];[0.89, 0.036];[0.906, 0.019];[0.854, 0.031];[0.944, 0.016];[0.996, 0.005];[0.335, 0.06];[0.297, 0.044];[0.374, 0.076];[0.703, 0.04];[0.6, 0.059];[0.792, 0.041];[0.856, 0.048];[0.745, 0.031];[0.652, 0.05];[0.78, 0.051];[0.984, 0.015];[0.184, 0.076];[0.316, 0.183];[21.448, 1.656];[0.39, 0.208];[0.59, 0.2]
countries_s1;backward_2;complex;r2n;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;HEAD_AND_TAIL;1;100;None;True;functional;0;0;200;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;0.0;100;True;0.0;max;3;0.0;None;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s1-backward_2-complex-r2n-None-1-100;4;0.19;0.26;22.74;0.23;0.43;[0.271, 0.135];[0.294, 0.143];[0.249, 0.127];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.66, 0.014];[0.571, 0.039];[0.75, 0.021];[0.743, 0.03];[0.7, 0.024];[0.76, 0.043];[0.828, 0.048];[0.882, 0.03];[0.822, 0.043];[0.926, 0.034];[0.996, 0.005];[0.297, 0.013];[0.254, 0.026];[0.339, 0.011];[0.564, 0.049];[0.432, 0.056];[0.664, 0.039];[0.764, 0.077];[0.72, 0.027];[0.604, 0.043];[0.772, 0.035];[0.992, 0.01];[0.302, 0.204];[0.262, 0.017];[23.328, 2.078];[0.226, 0.005];[0.43, 0.006]
countries_s1;backward_2;complex;no_reasoner;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;HEAD_AND_TAIL;1;100;None;True;functional;0;0;200;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;0.0;100;True;0.0;max;3;0.0;None;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s1-backward_2-complex-no_reasoner-None-1-100;4;0.1;0.17;19.49;0.08;0.26;[0.001, 0.002];[0.001, 0.002];[0.001, 0.002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.865, 0.077];[0.865, 0.077];[0.865, 0.077];[0.845, 0.023];[0.81, 0.029];[0.862, 0.025];[0.904, 0.021];[0.845, 0.023];[0.81, 0.029];[0.862, 0.025];[0.904, 0.021];[0.363, 0.025];[0.363, 0.025];[0.363, 0.025];[0.728, 0.036];[0.636, 0.053];[0.8, 0.028];[0.876, 0.023];[0.728, 0.036];[0.636, 0.053];[0.8, 0.028];[0.876, 0.023];[0.084, 0.01];[0.168, 0.01];[19.422, 0.62];[0.08, 0.0];[0.266, 0.005]
countries_s1;backward_3;complex;dcr;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;HEAD_AND_TAIL;1;100;None;True;functional;0;0;200;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;0.0;100;True;0.0;max;3;0.0;None;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s1-backward_3-complex-dcr-None-1-100;4;0.19;0.27;25.74;0.25;0.44;[0.173, 0.205];[0.149, 0.201];[0.152, 0.198];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.675, 0.04];[0.642, 0.039];[0.658, 0.044];[0.814, 0.051];[0.782, 0.055];[0.818, 0.049];[0.88, 0.048];[0.91, 0.024];[0.866, 0.039];[0.932, 0.019];[0.996, 0.005];[0.313, 0.023];[0.271, 0.024];[0.304, 0.023];[0.663, 0.065];[0.564, 0.082];[0.744, 0.041];[0.824, 0.041];[0.782, 0.042];[0.688, 0.079];[0.832, 0.037];[0.98, 0.022];[0.3, 0.138];[0.348, 0.171];[26.848, 1.859];[0.248, 0.004];[0.454, 0.008]
countries_s1;backward_3;complex;sbr;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;HEAD_AND_TAIL;1;100;None;True;functional;0;0;200;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;0.0;100;True;0.0;max;3;0.0;None;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s1-backward_3-complex-sbr-None-1-100;4;0.2;0.28;20.4;0.65;0.83;[0.109, 0.212];[0.108, 0.213];[0.109, 0.211];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.777, 0.067];[0.76, 0.06];[0.794, 0.074];[0.826, 0.016];[0.784, 0.014];[0.838, 0.025];[0.906, 0.029];[0.905, 0.022];[0.852, 0.038];[0.944, 0.016];[0.994, 0.012];[0.358, 0.021];[0.323, 0.008];[0.393, 0.037];[0.686, 0.023];[0.572, 0.045];[0.788, 0.027];[0.852, 0.02];[0.752, 0.042];[0.644, 0.074];[0.832, 0.052];[0.988, 0.016];[0.22, 0.045];[0.378, 0.171];[21.604, 1.872];[0.368, 0.214];[0.56, 0.214]
