Task;Grounder;KGE;EmbedSize;WeightLoss_Task;Reasoner_depth;Model_name;Time;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1@1;train_concept_hits@3@3;train_concept_hits@5@5;train_concept_hits@10@10;train_task_mrr;train_task_hits@1@1;train_task_hits@3@3;train_task_hits@5@5;train_task_hits@10@10;val_loss;val_concept_loss;val_task_loss;val_concept_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_concept_hits@5@5;val_concept_hits@10@10;val_task_mrr;val_task_hits@1@1;val_task_hits@3@3;val_task_hits@5@5;val_task_hits@10@10;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1@1;test_concept_hits@3@3;test_concept_hits@5@5;test_concept_hits@10@10;test_task_mrr;test_task_hits@1@1;test_task_hits@3@3;test_task_hits@5@5;test_task_hits@10@10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_S1_p;known;transe;100;0.5;0;no_reasoner;[24.715907335281372, 3.1716137243316855];[3.3463, 0.0028];[1.5509, 0.0056];[5.1416, 0.0];[0.6101, 0.0041];[0.3308, 0.0085];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6048, 0.0055];[0.3328, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9131, 0.0026];[0.424, 0.0051];[1.4023, 0.0];[0.6401, 0.0186];[0.55, 0.0245];[0.644, 0.0307];[0.732, 0.016];[0.958, 0.0117];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[2.0006, 0.0117];[0.9162, 0.0233];[3.085, 0.0];[0.7293, 0.0385];[0.58, 0.0537];[0.844, 0.0445];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p;known;transe;200;0.5;0;no_reasoner;[30.283688068389893, 5.718501310396098];[3.3463, 0.0028];[1.5509, 0.0056];[5.1416, 0.0];[0.6101, 0.0041];[0.3308, 0.0085];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6048, 0.0055];[0.3328, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9131, 0.0026];[0.424, 0.0051];[1.4023, 0.0];[0.6401, 0.0186];[0.55, 0.0245];[0.644, 0.0307];[0.732, 0.016];[0.958, 0.0117];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[2.0006, 0.0117];[0.9162, 0.0233];[3.085, 0.0];[0.7293, 0.0385];[0.58, 0.0537];[0.844, 0.0445];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p;full;distmult;10;0.5;0;no_reasoner;[25.2165789604187, 3.4017521165565987];[2.6587, 0.001];[0.1758, 0.0019];[5.1416, 0.0];[0.9927, 0.0028];[0.9858, 0.0052];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6048, 0.0055];[0.3328, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9044, 0.0131];[0.4065, 0.0263];[1.4023, 0.0];[0.811, 0.0205];[0.72, 0.021];[0.88, 0.0228];[0.944, 0.0206];[0.994, 0.008];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[1.76, 0.0252];[0.435, 0.0504];[3.085, 0.0];[0.8536, 0.0125];[0.76, 0.0219];[0.924, 0.0445];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p;full;distmult;100;0.5;0;no_reasoner;[23.187473583221436, 2.394393633639186];[2.5768, 0.0001];[0.012, 0.0001];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6048, 0.0055];[0.3328, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.8563, 0.0215];[0.3104, 0.043];[1.4023, 0.0];[0.9354, 0.0113];[0.908, 0.0194];[0.954, 0.0102];[0.968, 0.0117];[0.994, 0.0049];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[1.7142, 0.0404];[0.3434, 0.0808];[3.085, 0.0];[0.9092, 0.0107];[0.864, 0.0196];[0.932, 0.0204];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p;full;distmult;200;0.5;0;no_reasoner;[23.40657067298889, 0.7302019087710617];[2.5768, 0.0001];[0.012, 0.0001];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6048, 0.0055];[0.3328, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.8518, 0.0157];[0.3014, 0.0314];[1.4023, 0.0];[0.9333, 0.0199];[0.9, 0.0316];[0.958, 0.0172];[0.972, 0.0147];[0.992, 0.004];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[1.7097, 0.0481];[0.3345, 0.0962];[3.085, 0.0];[0.9209, 0.026];[0.88, 0.0335];[0.936, 0.032];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p;full;transe;10;0.5;0;no_reasoner;[21.201674509048463, 1.3379423997978377];[3.3463, 0.0028];[1.5509, 0.0056];[5.1416, 0.0];[0.6101, 0.0041];[0.3308, 0.0085];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6048, 0.0055];[0.3328, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9131, 0.0026];[0.424, 0.0051];[1.4023, 0.0];[0.6401, 0.0186];[0.55, 0.0245];[0.644, 0.0307];[0.732, 0.016];[0.958, 0.0117];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[2.0006, 0.0117];[0.9162, 0.0233];[3.085, 0.0];[0.7293, 0.0385];[0.58, 0.0537];[0.844, 0.0445];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p;full;transe;100;0.5;0;no_reasoner;[22.292382144927977, 1.2136789571128965];[3.3463, 0.0028];[1.5509, 0.0056];[5.1416, 0.0];[0.6101, 0.0041];[0.3308, 0.0085];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6048, 0.0055];[0.3328, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9131, 0.0026];[0.424, 0.0051];[1.4023, 0.0];[0.6401, 0.0186];[0.55, 0.0245];[0.644, 0.0307];[0.732, 0.016];[0.958, 0.0117];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[2.0006, 0.0117];[0.9162, 0.0233];[3.085, 0.0];[0.7293, 0.0385];[0.58, 0.0537];[0.844, 0.0445];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p;full;transe;200;0.5;0;no_reasoner;[22.79050726890564, 1.0888494412561494];[3.3463, 0.0028];[1.5509, 0.0056];[5.1416, 0.0];[0.6101, 0.0041];[0.3308, 0.0085];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6048, 0.0055];[0.3328, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9131, 0.0026];[0.424, 0.0051];[1.4023, 0.0];[0.6401, 0.0186];[0.55, 0.0245];[0.644, 0.0307];[0.732, 0.016];[0.958, 0.0117];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[2.0006, 0.0117];[0.9162, 0.0233];[3.085, 0.0];[0.7293, 0.0385];[0.58, 0.0537];[0.844, 0.0445];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p;domain;distmult;10;0.5;0;no_reasoner;[22.498029375076293, 2.6886726083667782];[2.6587, 0.001];[0.1758, 0.0019];[5.1416, 0.0];[0.9927, 0.0028];[0.9858, 0.0052];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6048, 0.0055];[0.3328, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9044, 0.0131];[0.4065, 0.0263];[1.4023, 0.0];[0.811, 0.0205];[0.72, 0.021];[0.88, 0.0228];[0.944, 0.0206];[0.994, 0.008];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[1.76, 0.0252];[0.435, 0.0504];[3.085, 0.0];[0.8536, 0.0125];[0.76, 0.0219];[0.924, 0.0445];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p;domain;distmult;100;0.5;0;no_reasoner;[25.249325704574584, 2.2374266671912872];[2.5768, 0.0001];[0.012, 0.0001];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6048, 0.0055];[0.3328, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.8563, 0.0215];[0.3104, 0.043];[1.4023, 0.0];[0.9354, 0.0113];[0.908, 0.0194];[0.954, 0.0102];[0.968, 0.0117];[0.994, 0.0049];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[1.7142, 0.0404];[0.3434, 0.0808];[3.085, 0.0];[0.9092, 0.0107];[0.864, 0.0196];[0.932, 0.0204];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p;domain;distmult;200;0.5;0;no_reasoner;[25.933330488204955, 3.2344373741707293];[2.5768, 0.0001];[0.012, 0.0001];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6048, 0.0055];[0.3328, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.8518, 0.0157];[0.3014, 0.0314];[1.4023, 0.0];[0.9333, 0.0199];[0.9, 0.0316];[0.958, 0.0172];[0.972, 0.0147];[0.992, 0.004];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[1.7097, 0.0481];[0.3345, 0.0962];[3.085, 0.0];[0.9209, 0.026];[0.88, 0.0335];[0.936, 0.032];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p;domain;transe;10;0.5;0;no_reasoner;[23.75992817878723, 3.208884805599726];[3.3463, 0.0028];[1.5509, 0.0056];[5.1416, 0.0];[0.6101, 0.0041];[0.3308, 0.0085];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6048, 0.0055];[0.3328, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9131, 0.0026];[0.424, 0.0051];[1.4023, 0.0];[0.6401, 0.0186];[0.55, 0.0245];[0.644, 0.0307];[0.732, 0.016];[0.958, 0.0117];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[2.0006, 0.0117];[0.9162, 0.0233];[3.085, 0.0];[0.7293, 0.0385];[0.58, 0.0537];[0.844, 0.0445];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p;domain;transe;100;0.5;0;no_reasoner;[26.450985765457155, 4.025951379610535];[3.3463, 0.0028];[1.5509, 0.0056];[5.1416, 0.0];[0.6101, 0.0041];[0.3308, 0.0085];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6048, 0.0055];[0.3328, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9131, 0.0026];[0.424, 0.0051];[1.4023, 0.0];[0.6401, 0.0186];[0.55, 0.0245];[0.644, 0.0307];[0.732, 0.016];[0.958, 0.0117];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[2.0006, 0.0117];[0.9162, 0.0233];[3.085, 0.0];[0.7293, 0.0385];[0.58, 0.0537];[0.844, 0.0445];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p;domain;transe;200;0.5;0;no_reasoner;[29.848757028579712, 3.9155151051716075];[3.3463, 0.0028];[1.5509, 0.0056];[5.1416, 0.0];[0.6101, 0.0041];[0.3308, 0.0085];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6048, 0.0055];[0.3328, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9131, 0.0026];[0.424, 0.0051];[1.4023, 0.0];[0.6401, 0.0186];[0.55, 0.0245];[0.644, 0.0307];[0.732, 0.016];[0.958, 0.0117];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[2.0006, 0.0117];[0.9162, 0.0233];[3.085, 0.0];[0.7293, 0.0385];[0.58, 0.0537];[0.844, 0.0445];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;complex;10;0.5;0;no_reasoner;[26.703002595901488, 1.5215348258857047];[2.5891, 0.0004];[0.0365, 0.0008];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6048, 0.0055];[0.3328, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9277, 0.0291];[0.4532, 0.0582];[1.4023, 0.0];[0.8402, 0.0402];[0.75, 0.0576];[0.91, 0.0424];[0.966, 0.028];[0.998, 0.004];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[1.7569, 0.0677];[0.4287, 0.1354];[3.085, 0.0];[0.8899, 0.0467];[0.816, 0.0697];[0.96, 0.0438];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;complex;100;0.5;0;no_reasoner;[29.775458240509032, 3.2343151521496454];[2.5768, 0.0001];[0.012, 0.0002];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6048, 0.0055];[0.3328, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.885, 0.0098];[0.3678, 0.0196];[1.4023, 0.0];[0.9265, 0.0156];[0.886, 0.0265];[0.96, 0.0126];[0.968, 0.0117];[0.998, 0.004];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[1.7353, 0.0518];[0.3856, 0.1037];[3.085, 0.0];[0.9337, 0.0126];[0.904, 0.015];[0.94, 0.0283];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;complex;200;0.5;0;no_reasoner;[36.33537139892578, 3.864142181637297];[2.5768, 0.0001];[0.012, 0.0002];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6048, 0.0055];[0.3328, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.8849, 0.0198];[0.3675, 0.0396];[1.4023, 0.0];[0.9308, 0.0121];[0.896, 0.0136];[0.956, 0.0162];[0.966, 0.015];[0.998, 0.004];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[1.7243, 0.0443];[0.3637, 0.0885];[3.085, 0.0];[0.9271, 0.0159];[0.892, 0.0204];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
