Task;Grounder;KGE;EmbedSize;WeightLoss_Task;Reasoner_depth;Model_name;Time;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1@1;train_concept_hits@3@3;train_concept_hits@5@5;train_concept_hits@10@10;train_task_mrr;train_task_hits@1@1;train_task_hits@3@3;train_task_hits@5@5;train_task_hits@10@10;val_loss;val_concept_loss;val_task_loss;val_concept_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_concept_hits@5@5;val_concept_hits@10@10;val_task_mrr;val_task_hits@1@1;val_task_hits@3@3;val_task_hits@5@5;val_task_hits@10@10;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1@1;test_concept_hits@3@3;test_concept_hits@5@5;test_concept_hits@10@10;test_task_mrr;test_task_hits@1@1;test_task_hits@3@3;test_task_hits@5@5;test_task_hits@10@10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_S1_p;backward;distmult;10;0.5;1;rnm;[20.858621454238893, 2.160976585651085];[0.1795, 0.0134];[0.1758, 0.0132];[0.1832, 0.0137];[0.9908, 0.0057];[0.9822, 0.0107];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9908, 0.0054];[0.9822, 0.0103];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4055, 0.0558];[0.4034, 0.0546];[0.4077, 0.0571];[0.7927, 0.0148];[0.686, 0.0196];[0.874, 0.0265];[0.944, 0.0136];[0.998, 0.004];[0.7928, 0.0151];[0.686, 0.0196];[0.874, 0.0265];[0.944, 0.0162];[1.0, 0.0];[0.426, 0.06];[0.4289, 0.0645];[0.4232, 0.0559];[0.8359, 0.0339];[0.732, 0.0531];[0.928, 0.05];[1.0, 0.0];[1.0, 0.0];[0.8363, 0.0327];[0.732, 0.0531];[0.932, 0.0449];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;10;0.5;3;dcr;[33.009011793136594, 1.984218887373233];[0.1896, 0.0149];[0.1803, 0.016];[0.1767, 0.0142];[0.9886, 0.0075];[0.978, 0.0139];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9899, 0.0057];[0.9802, 0.0111];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.425, 0.0426];[0.4036, 0.0484];[0.4241, 0.041];[0.7859, 0.0172];[0.678, 0.016];[0.862, 0.044];[0.948, 0.0214];[0.998, 0.004];[0.7894, 0.0259];[0.684, 0.028];[0.87, 0.0374];[0.952, 0.0232];[1.0, 0.0];[0.4612, 0.0507];[0.4374, 0.0533];[0.4626, 0.0546];[0.8491, 0.0303];[0.768, 0.0431];[0.912, 0.0299];[1.0, 0.0];[1.0, 0.0];[0.8503, 0.028];[0.768, 0.0412];[0.924, 0.0427];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;10;0.5;3;r2n;[28.138030433654784, 2.542595043766632];[0.1741, 0.0189];[0.1864, 0.0222];[0.1617, 0.0184];[0.9853, 0.008];[0.9719, 0.0145];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9923, 0.0061];[0.9852, 0.0112];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3712, 0.0507];[0.3737, 0.0507];[0.3688, 0.0508];[0.7668, 0.0218];[0.658, 0.0264];[0.84, 0.0219];[0.928, 0.0147];[0.996, 0.0049];[0.8307, 0.0172];[0.75, 0.0261];[0.886, 0.012];[0.95, 0.0089];[0.998, 0.004];[0.4107, 0.057];[0.426, 0.0653];[0.3955, 0.0632];[0.838, 0.0364];[0.74, 0.058];[0.92, 0.0438];[1.0, 0.0];[1.0, 0.0];[0.8726, 0.0535];[0.792, 0.0891];[0.944, 0.0367];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;10;0.5;3;sbr;[22.464090442657472, 2.5507459973697175];[0.1736, 0.0141];[0.1736, 0.0141];[0.1736, 0.0141];[0.991, 0.0053];[0.9823, 0.0101];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.991, 0.0053];[0.9823, 0.0101];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4127, 0.0552];[0.4127, 0.0552];[0.4127, 0.0552];[0.797, 0.0144];[0.694, 0.0215];[0.876, 0.0174];[0.944, 0.015];[0.998, 0.004];[0.797, 0.0144];[0.694, 0.0215];[0.876, 0.0174];[0.944, 0.015];[0.998, 0.004];[0.4376, 0.0683];[0.4376, 0.0683];[0.4376, 0.0683];[0.8358, 0.0324];[0.732, 0.0531];[0.932, 0.0412];[1.0, 0.0];[1.0, 0.0];[0.8358, 0.0324];[0.732, 0.0531];[0.932, 0.0412];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;10;0.5;3;rnm;[22.814898920059203, 1.8515428369288451];[0.1736, 0.0141];[0.1736, 0.0141];[0.1736, 0.0141];[0.991, 0.0053];[0.9823, 0.0101];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.991, 0.0053];[0.9823, 0.0101];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4127, 0.0552];[0.4127, 0.0552];[0.4127, 0.0552];[0.797, 0.0144];[0.694, 0.0215];[0.876, 0.0174];[0.944, 0.015];[0.998, 0.004];[0.797, 0.0144];[0.694, 0.0215];[0.876, 0.0174];[0.944, 0.015];[0.998, 0.004];[0.4376, 0.0683];[0.4376, 0.0683];[0.4376, 0.0683];[0.8358, 0.0324];[0.732, 0.0531];[0.932, 0.0412];[1.0, 0.0];[1.0, 0.0];[0.8358, 0.0324];[0.732, 0.0531];[0.932, 0.0412];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;100;0.5;1;dcr;[31.42862777709961, 1.9486398992918652];[0.0165, 0.0001];[0.0121, 0.0002];[0.0134, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3406, 0.0199];[0.3384, 0.02];[0.3353, 0.0198];[0.9238, 0.0057];[0.88, 0.0063];[0.96, 0.0089];[0.966, 0.0136];[0.992, 0.0075];[0.9235, 0.0056];[0.88, 0.0063];[0.96, 0.0089];[0.966, 0.0136];[0.984, 0.008];[0.3668, 0.073];[0.3751, 0.0807];[0.3509, 0.0655];[0.9188, 0.0229];[0.876, 0.0388];[0.94, 0.0219];[1.0, 0.0];[1.0, 0.0];[0.9188, 0.0229];[0.876, 0.0388];[0.94, 0.0219];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;100;0.5;1;r2n;[29.825725936889647, 1.8030649764867077];[0.0132, 0.0002];[0.0121, 0.0002];[0.0143, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3194, 0.0204];[0.3173, 0.0189];[0.3216, 0.0221];[0.9292, 0.003];[0.888, 0.004];[0.964, 0.0136];[0.972, 0.0147];[0.99, 0.0063];[0.9322, 0.0052];[0.894, 0.0102];[0.964, 0.0136];[0.97, 0.0141];[0.994, 0.0049];[0.3551, 0.0766];[0.3592, 0.0813];[0.3509, 0.0722];[0.9249, 0.0171];[0.888, 0.0271];[0.936, 0.0294];[1.0, 0.0];[1.0, 0.0];[0.9254, 0.0162];[0.888, 0.0271];[0.94, 0.0219];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;100;0.5;1;sbr;[24.925090742111205, 1.6874581014462429];[0.0231, 0.0024];[0.0182, 0.0021];[0.028, 0.0028];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.2384, 0.024];[0.2269, 0.0258];[0.2498, 0.0227];[0.9494, 0.006];[0.928, 0.0075];[0.964, 0.015];[0.972, 0.0147];[0.992, 0.004];[0.9506, 0.0052];[0.924, 0.008];[0.968, 0.0098];[0.988, 0.0117];[1.0, 0.0];[0.3139, 0.0653];[0.3207, 0.0798];[0.3072, 0.0509];[0.9297, 0.017];[0.896, 0.0233];[0.94, 0.0219];[1.0, 0.0];[1.0, 0.0];[0.9383, 0.0195];[0.908, 0.024];[0.96, 0.0283];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;100;0.5;1;rnm;[25.24725227355957, 2.0518099008504374];[0.0139, 0.0006];[0.0123, 0.0004];[0.0154, 0.0008];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.2777, 0.023];[0.2828, 0.0244];[0.2725, 0.0223];[0.9352, 0.0058];[0.9, 0.0063];[0.966, 0.0136];[0.972, 0.0147];[0.996, 0.0049];[0.9383, 0.0036];[0.9, 0.0063];[0.97, 0.011];[0.99, 0.0063];[1.0, 0.0];[0.3151, 0.057];[0.3474, 0.074];[0.2828, 0.0413];[0.9261, 0.0157];[0.892, 0.0204];[0.94, 0.0219];[1.0, 0.0];[1.0, 0.0];[0.9303, 0.0147];[0.892, 0.0204];[0.968, 0.0098];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;100;0.5;3;dcr;[43.549433660507205, 2.073031782848372];[0.0229, 0.0004];[0.0121, 0.0002];[0.0118, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4313, 0.0976];[0.3213, 0.0215];[0.5194, 0.1856];[0.93, 0.008];[0.892, 0.0117];[0.96, 0.0089];[0.972, 0.0147];[0.992, 0.004];[0.9148, 0.0117];[0.87, 0.021];[0.956, 0.008];[0.972, 0.0147];[0.99, 0.0063];[0.5631, 0.1734];[0.3624, 0.073];[0.7418, 0.3203];[0.9227, 0.0163];[0.884, 0.0196];[0.936, 0.0294];[1.0, 0.0];[1.0, 0.0];[0.9002, 0.0256];[0.84, 0.0537];[0.944, 0.0265];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;100;0.5;3;r2n;[41.88526411056519, 2.822035806143945];[0.0197, 0.0128];[0.012, 0.0002];[0.0273, 0.0255];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9986, 0.0027];[0.9977, 0.0047];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3155, 0.0215];[0.3161, 0.0218];[0.315, 0.0212];[0.9318, 0.008];[0.894, 0.0102];[0.962, 0.0133];[0.968, 0.0147];[0.992, 0.004];[0.9319, 0.0078];[0.894, 0.0102];[0.962, 0.0133];[0.968, 0.0147];[0.994, 0.0049];[0.3599, 0.0759];[0.3647, 0.0785];[0.3551, 0.0734];[0.9187, 0.0167];[0.876, 0.0233];[0.936, 0.0294];[1.0, 0.0];[1.0, 0.0];[0.9191, 0.0167];[0.876, 0.0233];[0.936, 0.0294];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;100;0.5;3;sbr;[25.66399474143982, 0.7831512763238875];[0.012, 0.0002];[0.012, 0.0002];[0.012, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3284, 0.0193];[0.3284, 0.0193];[0.3284, 0.0193];[0.9305, 0.0094];[0.892, 0.0147];[0.964, 0.0102];[0.972, 0.0147];[0.992, 0.004];[0.9305, 0.0094];[0.892, 0.0147];[0.964, 0.0102];[0.972, 0.0147];[0.992, 0.004];[0.3691, 0.0734];[0.3691, 0.0734];[0.3691, 0.0734];[0.9227, 0.014];[0.888, 0.016];[0.936, 0.0294];[1.0, 0.0];[1.0, 0.0];[0.9227, 0.014];[0.888, 0.016];[0.936, 0.0294];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;100;0.5;3;rnm;[26.89059739112854, 2.5365995145056552];[0.012, 0.0002];[0.012, 0.0002];[0.012, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3284, 0.0193];[0.3284, 0.0193];[0.3284, 0.0193];[0.9305, 0.0094];[0.892, 0.0147];[0.964, 0.0102];[0.972, 0.0147];[0.992, 0.004];[0.9305, 0.0094];[0.892, 0.0147];[0.964, 0.0102];[0.972, 0.0147];[0.992, 0.004];[0.3691, 0.0734];[0.3691, 0.0734];[0.3691, 0.0734];[0.9227, 0.014];[0.888, 0.016];[0.936, 0.0294];[1.0, 0.0];[1.0, 0.0];[0.9227, 0.014];[0.888, 0.016];[0.936, 0.0294];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;200;0.5;1;dcr;[44.33984088897705, 7.091552702432878];[0.0168, 0.0009];[0.0123, 0.0008];[0.0137, 0.0006];[0.9999, 0.0002];[0.9998, 0.0004];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9999, 0.0002];[0.9998, 0.0004];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.2971, 0.0198];[0.2947, 0.021];[0.2918, 0.0189];[0.9449, 0.0109];[0.92, 0.0126];[0.962, 0.0183];[0.974, 0.0162];[0.99, 0.0063];[0.9447, 0.0112];[0.92, 0.0126];[0.962, 0.0183];[0.972, 0.0147];[0.988, 0.0098];[0.3342, 0.0808];[0.342, 0.0892];[0.3186, 0.0727];[0.9222, 0.0228];[0.88, 0.0358];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0];[0.922, 0.0228];[0.88, 0.0358];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;200;0.5;1;r2n;[38.9305196762085, 2.957901149467429];[0.0132, 0.0001];[0.012, 0.0002];[0.0144, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.2893, 0.0202];[0.2884, 0.0217];[0.2901, 0.0186];[0.9456, 0.013];[0.92, 0.0167];[0.962, 0.0133];[0.976, 0.0174];[0.988, 0.0075];[0.9436, 0.0133];[0.916, 0.0174];[0.962, 0.0133];[0.974, 0.0162];[0.994, 0.0049];[0.3412, 0.0795];[0.3455, 0.0838];[0.3369, 0.0754];[0.9321, 0.0234];[0.9, 0.0335];[0.94, 0.0283];[1.0, 0.0];[1.0, 0.0];[0.9321, 0.0225];[0.9, 0.0335];[0.94, 0.0283];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;200;0.5;1;sbr;[29.877102994918822, 3.5297890960731557];[0.0166, 0.0004];[0.0139, 0.0004];[0.0193, 0.0006];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.1936, 0.0207];[0.1846, 0.0238];[0.2025, 0.018];[0.9586, 0.0093];[0.94, 0.011];[0.97, 0.0141];[0.976, 0.0174];[0.992, 0.004];[0.967, 0.0036];[0.944, 0.0049];[0.986, 0.0049];[1.0, 0.0];[1.0, 0.0];[0.2653, 0.0601];[0.2813, 0.0763];[0.2492, 0.0462];[0.9474, 0.0169];[0.928, 0.0204];[0.948, 0.0271];[1.0, 0.0];[1.0, 0.0];[0.9578, 0.0175];[0.932, 0.0271];[0.984, 0.015];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;200;0.5;1;rnm;[28.042067050933838, 0.46850475880883097];[0.0129, 0.0004];[0.0121, 0.0003];[0.0137, 0.0004];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.2393, 0.0204];[0.2458, 0.0245];[0.2327, 0.0168];[0.9465, 0.0153];[0.92, 0.0179];[0.966, 0.0196];[0.974, 0.0162];[0.988, 0.0075];[0.9499, 0.0129];[0.92, 0.0179];[0.97, 0.0141];[0.996, 0.0049];[1.0, 0.0];[0.2862, 0.0719];[0.3228, 0.0908];[0.2495, 0.0537];[0.9324, 0.0231];[0.9, 0.0335];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0];[0.9393, 0.0242];[0.9, 0.0335];[0.968, 0.0271];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;200;0.5;3;dcr;[54.96360602378845, 2.401534332704781];[0.0227, 0.0003];[0.012, 0.0002];[0.0116, 0.0004];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4346, 0.1093];[0.2874, 0.023];[0.5598, 0.2028];[0.9431, 0.013];[0.918, 0.0147];[0.962, 0.0183];[0.972, 0.0147];[0.988, 0.0075];[0.9282, 0.0235];[0.894, 0.0273];[0.96, 0.0179];[0.968, 0.0194];[0.988, 0.0075];[0.5636, 0.2476];[0.3388, 0.0883];[0.7665, 0.4232];[0.926, 0.0252];[0.888, 0.0392];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0];[0.9219, 0.0256];[0.884, 0.0294];[0.94, 0.0283];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;200;0.5;3;r2n;[60.86929326057434, 5.2077669106344135];[0.0679, 0.0669];[0.012, 0.0002];[0.1237, 0.1338];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9885, 0.0141];[0.9778, 0.0271];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3319, 0.0589];[0.287, 0.0191];[0.3767, 0.1136];[0.9431, 0.0122];[0.916, 0.015];[0.962, 0.0183];[0.976, 0.0174];[0.988, 0.0075];[0.9162, 0.0365];[0.872, 0.0588];[0.954, 0.0206];[0.978, 0.0147];[0.992, 0.004];[0.3387, 0.0849];[0.343, 0.0879];[0.3343, 0.082];[0.9261, 0.0317];[0.888, 0.0483];[0.94, 0.0283];[1.0, 0.0];[1.0, 0.0];[0.9263, 0.0312];[0.888, 0.0483];[0.94, 0.0283];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;200;0.5;3;sbr;[31.965107107162474, 3.278361685153005];[0.012, 0.0002];[0.012, 0.0002];[0.012, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.2937, 0.0212];[0.2937, 0.0212];[0.2937, 0.0212];[0.9428, 0.0128];[0.916, 0.0136];[0.964, 0.0185];[0.974, 0.0162];[0.99, 0.0063];[0.9428, 0.0128];[0.916, 0.0136];[0.964, 0.0185];[0.974, 0.0162];[0.99, 0.0063];[0.345, 0.0904];[0.345, 0.0904];[0.345, 0.0904];[0.928, 0.0258];[0.892, 0.0392];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0];[0.928, 0.0258];[0.892, 0.0392];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;200;0.5;3;rnm;[33.29005184173584, 5.998305388609779];[0.012, 0.0002];[0.012, 0.0002];[0.012, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.2937, 0.0212];[0.2937, 0.0212];[0.2937, 0.0212];[0.9428, 0.0128];[0.916, 0.0136];[0.964, 0.0185];[0.974, 0.0162];[0.99, 0.0063];[0.9428, 0.0128];[0.916, 0.0136];[0.964, 0.0185];[0.974, 0.0162];[0.99, 0.0063];[0.345, 0.0904];[0.345, 0.0904];[0.345, 0.0904];[0.928, 0.0258];[0.892, 0.0392];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0];[0.928, 0.0258];[0.892, 0.0392];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;transe;10;0.5;1;dcr;[28.025787019729613, 0.7937269621734151];[1.4426, 0.0073];[1.5487, 0.0025];[1.3286, 0.0127];[0.6086, 0.0072];[0.3299, 0.0122];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6647, 0.0068];[0.4202, 0.0117];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4282, 0.0215];[0.4284, 0.0058];[0.4201, 0.0488];[0.6295, 0.0183];[0.536, 0.0206];[0.63, 0.0237];[0.706, 0.0287];[0.954, 0.0215];[0.6554, 0.0109];[0.57, 0.0245];[0.658, 0.0279];[0.736, 0.0206];[0.96, 0.0219];[0.7413, 0.0524];[0.9538, 0.0095];[0.521, 0.0971];[0.7086, 0.0258];[0.58, 0.0335];[0.776, 0.0233];[1.0, 0.0];[1.0, 0.0];[0.7727, 0.0343];[0.636, 0.0427];[0.868, 0.0588];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;transe;10;0.5;1;r2n;[29.281124067306518, 7.090298057097779];[1.4953, 0.0018];[1.5487, 0.0025];[1.442, 0.0032];[0.6086, 0.0072];[0.3299, 0.0122];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6111, 0.0048];[0.335, 0.0096];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4137, 0.0076];[0.4284, 0.0058];[0.399, 0.0095];[0.6295, 0.0183];[0.536, 0.0206];[0.63, 0.0237];[0.706, 0.0287];[0.954, 0.0215];[0.6326, 0.0293];[0.538, 0.0248];[0.636, 0.0436];[0.704, 0.0546];[0.948, 0.0214];[0.9096, 0.0048];[0.9538, 0.0095];[0.8655, 0.0067];[0.7086, 0.0258];[0.58, 0.0335];[0.776, 0.0233];[1.0, 0.0];[1.0, 0.0];[0.7301, 0.0184];[0.604, 0.032];[0.804, 0.032];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;transe;10;0.5;1;sbr;[25.365324783325196, 3.428484993433486];[1.5382, 0.002];[1.5487, 0.0025];[1.5277, 0.0032];[0.6086, 0.0072];[0.3299, 0.0122];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6049, 0.0064];[0.3245, 0.0102];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4202, 0.0058];[0.4284, 0.0058];[0.412, 0.0061];[0.6295, 0.0183];[0.536, 0.0206];[0.63, 0.0237];[0.706, 0.0287];[0.954, 0.0215];[0.6212, 0.0182];[0.532, 0.0204];[0.614, 0.0215];[0.696, 0.0338];[0.944, 0.0196];[0.9123, 0.0073];[0.9538, 0.0095];[0.8708, 0.006];[0.7086, 0.0258];[0.58, 0.0335];[0.776, 0.0233];[1.0, 0.0];[1.0, 0.0];[0.7178, 0.0213];[0.592, 0.0299];[0.768, 0.0531];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;transe;10;0.5;1;rnm;[30.23074264526367, 14.312146687370836];[1.5421, 0.0019];[1.5487, 0.0025];[1.5356, 0.0025];[0.6086, 0.0072];[0.3299, 0.0122];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6069, 0.0062];[0.327, 0.0109];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4231, 0.0059];[0.4284, 0.0058];[0.4179, 0.0062];[0.6295, 0.0183];[0.536, 0.0206];[0.63, 0.0237];[0.706, 0.0287];[0.954, 0.0215];[0.6235, 0.0192];[0.532, 0.0204];[0.622, 0.0264];[0.7, 0.0415];[0.948, 0.0204];[0.9279, 0.0081];[0.9538, 0.0095];[0.9021, 0.0071];[0.7086, 0.0258];[0.58, 0.0335];[0.776, 0.0233];[1.0, 0.0];[1.0, 0.0];[0.715, 0.0222];[0.592, 0.0299];[0.76, 0.0253];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;transe;10;0.5;3;dcr;[51.314501667022704, 19.34671301301198];[1.455, 0.0142];[1.5487, 0.0025];[1.3406, 0.0265];[0.6086, 0.0072];[0.3299, 0.0122];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6505, 0.018];[0.3946, 0.0342];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4185, 0.0098];[0.4284, 0.0058];[0.3878, 0.0233];[0.6295, 0.0183];[0.536, 0.0206];[0.63, 0.0237];[0.706, 0.0287];[0.954, 0.0215];[0.6661, 0.0297];[0.578, 0.0412];[0.666, 0.0326];[0.756, 0.0393];[0.962, 0.0172];[0.6982, 0.0367];[0.9538, 0.0095];[0.4218, 0.0683];[0.7086, 0.0258];[0.58, 0.0335];[0.776, 0.0233];[1.0, 0.0];[1.0, 0.0];[0.7813, 0.055];[0.668, 0.0765];[0.884, 0.0709];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;transe;10;0.5;3;r2n;[34.87985892295838, 1.0016296196707628];[1.4934, 0.0011];[1.5487, 0.0025];[1.4382, 0.0008];[0.6086, 0.0072];[0.3299, 0.0122];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6104, 0.0042];[0.331, 0.0079];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4141, 0.0045];[0.4284, 0.0058];[0.3998, 0.0041];[0.6295, 0.0183];[0.536, 0.0206];[0.63, 0.0237];[0.706, 0.0287];[0.954, 0.0215];[0.6293, 0.0083];[0.538, 0.0075];[0.62, 0.0141];[0.712, 0.0271];[0.964, 0.0102];[0.9172, 0.0053];[0.9538, 0.0095];[0.8806, 0.0085];[0.7086, 0.0258];[0.58, 0.0335];[0.776, 0.0233];[1.0, 0.0];[1.0, 0.0];[0.724, 0.0206];[0.604, 0.032];[0.776, 0.0367];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;transe;10;0.5;3;sbr;[38.8321138381958, 23.54289935808264];[1.5487, 0.0025];[1.5487, 0.0025];[1.5487, 0.0025];[0.6086, 0.0072];[0.3299, 0.0122];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6086, 0.0072];[0.3299, 0.0122];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4284, 0.0058];[0.4284, 0.0058];[0.4284, 0.0058];[0.6295, 0.0183];[0.536, 0.0206];[0.63, 0.0237];[0.706, 0.0287];[0.954, 0.0215];[0.6295, 0.0183];[0.536, 0.0206];[0.63, 0.0237];[0.706, 0.0287];[0.954, 0.0215];[0.9538, 0.0095];[0.9538, 0.0095];[0.9538, 0.0095];[0.7086, 0.0258];[0.58, 0.0335];[0.776, 0.0233];[1.0, 0.0];[1.0, 0.0];[0.7086, 0.0258];[0.58, 0.0335];[0.776, 0.0233];[1.0, 0.0];[1.0, 0.0]
