sep=;
dataset_name;grounder;kge;model_name;rule_miner;seed;kge_atom_embedding_size;batch_size;val_batch_size;test_batch_size;facts_file;train_file;valid_file;test_file;domain_file;rules_file;corrupt_mode;num_negatives;valid_negatives;test_negatives;ragged;format;engine_num_negatives;engine_num_adaptive_constants;constant_embedding_size;predicate_embedding_size;dropout_rate_embedder;kge_regularization;learning_rate;epochs;num_rules;loss;weight_loss;cdcr_use_positional_embeddings;cdcr_num_formulas;valid_frequency;resnet;reasoner_depth;reasoner_regularization_factor;reasoner_formula_hidden_embedding_size;reasoner_dropout_rate;kge_dropout_rate;reasoner_atom_embedding_size;signed;temperature;aggregation_type;filter_num_heads;filter_activity_regularization;kge_checkpoint_load;keys_signature;run_signature;seed_run_i;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1@1;train_concept_hits@3@3;train_concept_hits@10@10;train_task_mrr;train_task_hits@1@1;train_task_hits@3@3;train_task_hits@10@10;val_loss;val_concept_loss;val_task_loss;val_concept_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_concept_hits@10@10;val_task_mrr;val_task_hits@1@1;val_task_hits@3@3;val_task_hits@10@10;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1@1;test_concept_hits@3@3;test_concept_hits@10@10;test_task_mrr;test_task_hits@1@1;test_task_hits@3@3;test_task_hits@10@10;time_ground_train;time_ground_valid;time_train;time_ground_test;time_inference
countries_s1;backward_1;complex;dcr;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;True;functional;0;0;200;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;0.0;100;True;0.0;max;3;0.0;None;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s1-backward_1-complex-dcr-None-1-100;4;[0.009, 0.007];[0.006, 0.006];[0.01, 0.007];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.436, 0.062];[0.409, 0.057];[0.458, 0.068];[0.898, 0.009];[0.872, 0.01];[0.906, 0.016];[0.942, 0.012];[0.898, 0.005];[0.842, 0.01];[0.942, 0.007];[1.0, 0.0];[0.286, 0.048];[0.3, 0.056];[0.271, 0.043];[0.95, 0.02];[0.912, 0.037];[0.996, 0.008];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.138, 0.004];[0.154, 0.021];[26.192, 2.372];[0.02, 0.0];[0.212, 0.01]
countries_s1;backward_1;complex;sbr;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;True;functional;0;0;200;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;0.0;100;True;0.0;max;3;0.0;None;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s1-backward_1-complex-sbr-None-1-100;4;[0.01, 0.014];[0.008, 0.014];[0.011, 0.013];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.431, 0.061];[0.408, 0.056];[0.453, 0.066];[0.901, 0.011];[0.88, 0.013];[0.904, 0.016];[0.946, 0.005];[0.903, 0.01];[0.856, 0.015];[0.94, 0.022];[0.994, 0.008];[0.314, 0.072];[0.33, 0.07];[0.298, 0.076];[0.942, 0.008];[0.9, 0.013];[0.996, 0.008];[1.0, 0.0];[0.995, 0.009];[0.992, 0.016];[1.0, 0.0];[1.0, 0.0];[0.186, 0.147];[0.124, 0.044];[20.56, 1.552];[0.02, 0.0];[0.212, 0.016]
countries_s1;backward_1;complex;r2n;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;True;functional;0;0;200;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;0.0;100;True;0.0;max;3;0.0;None;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s1-backward_1-complex-r2n-None-1-100;4;[0.195, 0.226];[0.211, 0.239];[0.179, 0.213];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.334, 0.043];[0.293, 0.041];[0.376, 0.053];[0.829, 0.062];[0.788, 0.074];[0.846, 0.06];[0.91, 0.037];[0.901, 0.017];[0.834, 0.034];[0.944, 0.029];[1.0, 0.0];[0.251, 0.05];[0.292, 0.066];[0.211, 0.034];[0.912, 0.03];[0.852, 0.052];[0.972, 0.02];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.126, 0.017];[0.156, 0.015];[22.41, 1.694];[0.02, 0.0];[0.212, 0.004]
countries_s1;backward_1;complex;no_reasoner;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;True;functional;0;0;200;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;0.0;100;True;0.0;max;3;0.0;None;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s1-backward_1-complex-no_reasoner-None-1-100;4;[0.003, 0.003];[0.003, 0.003];[0.003, 0.003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.404, 0.027];[0.404, 0.027];[0.404, 0.027];[0.898, 0.007];[0.872, 0.007];[0.91, 0.011];[0.944, 0.014];[0.898, 0.007];[0.872, 0.007];[0.91, 0.011];[0.944, 0.014];[0.288, 0.017];[0.288, 0.017];[0.288, 0.017];[0.951, 0.014];[0.916, 0.02];[0.98, 0.022];[1.0, 0.0];[0.951, 0.014];[0.916, 0.02];[0.98, 0.022];[1.0, 0.0];[0.066, 0.02];[0.074, 0.023];[19.908, 1.022];[0.008, 0.004];[0.19, 0.006]
countries_s1;backward_2;complex;dcr;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;True;functional;0;0;200;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;0.0;100;True;0.0;max;3;0.0;None;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s1-backward_2-complex-dcr-None-1-100;4;[0.16, 0.24];[0.14, 0.234];[0.144, 0.23];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.41, 0.115];[0.376, 0.113];[0.401, 0.129];[0.876, 0.016];[0.848, 0.019];[0.89, 0.02];[0.942, 0.023];[0.916, 0.014];[0.872, 0.015];[0.942, 0.004];[0.996, 0.008];[0.312, 0.068];[0.301, 0.062];[0.282, 0.07];[0.939, 0.027];[0.892, 0.043];[0.988, 0.01];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.21, 0.055];[0.278, 0.142];[26.93, 2.351];[0.03, 0.0];[0.23, 0.0]
countries_s1;backward_2;complex;sbr;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;True;functional;0;0;200;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;0.0;100;True;0.0;max;3;0.0;None;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s1-backward_2-complex-sbr-None-1-100;4;[0.17, 0.245];[0.17, 0.245];[0.17, 0.244];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.352, 0.046];[0.34, 0.038];[0.364, 0.054];[0.868, 0.026];[0.842, 0.027];[0.878, 0.032];[0.926, 0.029];[0.921, 0.013];[0.882, 0.02];[0.944, 0.015];[0.996, 0.005];[0.298, 0.056];[0.311, 0.051];[0.285, 0.061];[0.919, 0.046];[0.86, 0.08];[0.98, 0.022];[1.0, 0.0];[0.996, 0.005];[0.992, 0.01];[1.0, 0.0];[1.0, 0.0];[0.21, 0.06];[0.284, 0.133];[21.582, 1.779];[0.03, 0.0];[0.232, 0.012]
countries_s1;backward_2;complex;r2n;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;True;functional;0;0;200;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;0.0;100;True;0.0;max;3;0.0;None;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s1-backward_2-complex-r2n-None-1-100;4;[0.288, 0.182];[0.311, 0.192];[0.265, 0.171];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.32, 0.018];[0.282, 0.036];[0.359, 0.011];[0.819, 0.016];[0.774, 0.021];[0.836, 0.019];[0.908, 0.017];[0.892, 0.014];[0.834, 0.019];[0.944, 0.01];[1.0, 0.0];[0.271, 0.041];[0.321, 0.052];[0.222, 0.029];[0.905, 0.014];[0.844, 0.023];[0.964, 0.015];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.202, 0.121];[0.166, 0.045];[22.876, 1.891];[0.028, 0.004];[0.224, 0.012]
countries_s1;backward_2;complex;no_reasoner;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;True;functional;0;0;200;200;0.0;0.0;0.01;100;0;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;0.0;100;True;0.0;max;3;0.0;None;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s1-backward_2-complex-no_reasoner-None-1-100;4;[0.003, 0.003];[0.003, 0.003];[0.003, 0.003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.404, 0.027];[0.404, 0.027];[0.404, 0.027];[0.898, 0.007];[0.872, 0.007];[0.91, 0.011];[0.944, 0.014];[0.898, 0.007];[0.872, 0.007];[0.91, 0.011];[0.944, 0.014];[0.288, 0.017];[0.288, 0.017];[0.288, 0.017];[0.951, 0.014];[0.916, 0.02];[0.98, 0.022];[1.0, 0.0];[0.951, 0.014];[0.916, 0.02];[0.98, 0.022];[1.0, 0.0];[0.086, 0.005];[0.092, 0.004];[19.988, 1.405];[0.008, 0.004];[0.212, 0.034]
countries_s1;backward_3;complex;dcr;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;True;functional;0;0;200;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;0.0;100;True;0.0;max;3;0.0;None;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s1-backward_3-complex-dcr-None-1-100;4;[0.028, 0.017];[0.014, 0.012];[0.02, 0.011];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.381, 0.032];[0.348, 0.032];[0.383, 0.04];[0.896, 0.032];[0.864, 0.044];[0.908, 0.026];[0.964, 0.008];[0.922, 0.035];[0.88, 0.048];[0.948, 0.035];[1.0, 0.0];[0.249, 0.025];[0.247, 0.023];[0.223, 0.027];[0.951, 0.011];[0.912, 0.027];[0.988, 0.01];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.246, 0.097];[0.284, 0.129];[27.36, 2.25];[0.03, 0.0];[0.236, 0.005]
countries_s1;backward_3;complex;sbr;None;[0, 1, 2, 3, 4];100;-1;-1;256;facts.txt;train.txt;valid.txt;test.txt;domain2constants.txt;rules.txt;TAIL;1;100;None;True;functional;0;0;200;200;0.0;0.0;0.01;100;1;binary_crossentropy;0.5;False;3;3;True;1;0.0;100;0.0;0.0;100;True;0.0;max;3;0.0;None;['dataset_name', 'grounder', 'kge', 'model_name', 'rule_miner', 'neg', 'e'];countries_s1-backward_3-complex-sbr-None-1-100;4;[0.009, 0.014];[0.008, 0.014];[0.01, 0.013];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.422, 0.058];[0.399, 0.052];[0.445, 0.063];[0.901, 0.017];[0.878, 0.024];[0.908, 0.019];[0.946, 0.014];[0.911, 0.016];[0.864, 0.029];[0.954, 0.01];[1.0, 0.0];[0.293, 0.047];[0.311, 0.053];[0.275, 0.043];[0.946, 0.019];[0.908, 0.037];[0.992, 0.01];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.214, 0.107];[0.28, 0.179];[21.79, 1.755];[0.03, 0.006];[0.226, 0.01]
